ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2015,2015-11-22,10,23.285,OAK,@,DET,L 13-18,,0,0,,0
2,2015,2015-11-29,11,23.292,OAK,@,TEN,W 24-21,,0,0,,0
3,2015,2015-12-06,12,23.299,OAK,,KAN,L 20-34,,0,0,,0
4,2015,2015-12-20,14,23.313,OAK,,GNB,L 20-30,*,0,0,,0
5,2015,2015-12-24,15,23.317,OAK,,SDG,W 23-20,*,0,0,,0
6,2015,2016-01-03,16,23.327,OAK,@,KAN,L 17-23,*,0,0,,0
7,2016,2016-09-11,1,24.214,OAK,@,NOR,W 35-34,,0,0,,0
8,2016,2016-09-18,2,24.221,OAK,,ATL,L 28-35,,0,0,,0
9,2016,2016-09-25,3,24.228,OAK,@,TEN,W 17-10,,0,0,,0
10,2016,2016-10-02,4,24.235,OAK,@,BAL,W 28-27,,0,0,,0
11,2016,2016-10-09,5,24.242,OAK,,SDG,W 34-31,,0,0,,0
12,2016,2016-10-16,6,24.249,OAK,,KAN,L 10-26,,0,0,,0
13,2016,2016-10-23,7,24.256,OAK,@,JAX,W 33-16,,0,0,,0
14,2016,2016-10-30,8,24.263,OAK,@,TAM,W 30-24,,0,0,,0
15,2016,2016-11-06,9,24.270,OAK,,DEN,W 30-20,,0,0,,0
16,2016,2016-11-21,10,24.285,OAK,,HOU,W 27-20,,0,0,,0
17,2016,2016-11-27,11,24.291,OAK,,CAR,W 35-32,,0,0,,0
18,2016,2016-12-04,12,24.298,OAK,,BUF,W 38-24,,0,0,,0
19,2016,2016-12-08,13,24.302,OAK,@,KAN,L 13-21,,0,0,,0
20,2016,2016-12-18,14,24.312,OAK,@,SDG,W 19-16,,0,0,,0
21,2016,2016-12-24,15,24.318,OAK,,IND,W 33-25,,0,0,,0
22,2016,2017-01-01,16,24.326,OAK,@,DEN,L 6-24,,0,0,,0
23,2017,2017-09-10,1,25.212,OAK,@,TEN,W 26-16,,0,0,,0
24,2017,2017-09-17,2,25.219,OAK,,NYJ,W 45-20,,0,0,,0
25,2017,2017-09-24,3,25.226,OAK,@,WAS,L 10-27,,0,0,,0
26,2017,2017-10-01,4,25.233,OAK,@,DEN,L 10-16,,1,15,15.00,0
27,2017,2017-10-08,5,25.240,OAK,,BAL,L 17-30,*,0,0,,0
28,2017,2017-10-15,6,25.247,OAK,,LAC,L 16-17,,0,0,,0
29,2017,2017-10-19,7,25.251,OAK,,KAN,W 31-30,,0,0,,0
30,2017,2017-10-29,8,25.261,OAK,@,BUF,L 14-34,,0,0,,0
31,2017,2017-11-05,9,25.268,OAK,@,MIA,W 27-24,,0,0,,0
32,2017,2017-11-19,10,25.282,OAK,,NWE,L 8-33,,0,0,,0
33,2017,2017-11-26,11,25.289,OAK,,DEN,W 21-14,,0,0,,0
34,2017,2017-12-03,12,25.296,OAK,,NYG,W 24-17,,0,0,,0
35,2017,2017-12-17,14,25.310,OAK,,DAL,L 17-20,,0,0,,0
36,2018,2018-09-10,1,26.212,OAK,,LAR,L 13-33,,0,0,,0
37,2018,2018-09-16,2,26.218,OAK,@,DEN,L 19-20,,0,0,,0
38,2018,2018-09-23,3,26.225,OAK,@,MIA,L 20-28,,0,0,,0
