ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,23.228,PIT,,SFO,W 30-17,,,0,0,,0,,,0,0,,0,0,0,,0,0,
2,1987,1987-09-20,2,23.235,PIT,@,CLE,L 10-34,,,0,0,,0,,,1,21,21.00,0,1,28,28.00,0,0,0
3,1987,1987-10-11,4,23.256,PIT,@,RAM,L 21-31,,,0,0,,0,,,0,0,,0,2,38,19.00,0,0,0
4,1987,1987-10-18,5,23.263,PIT,,IND,W 21-7,,,1,22,22.00,0,,,9,67,7.44,0,2,53,26.50,0,0,0
5,1987,1987-10-25,6,23.270,PIT,,CIN,W 23-20,,,0,0,,0,,,1,1,1.00,0,4,86,21.50,0,0,0
6,1987,1987-11-01,7,23.277,PIT,@,MIA,L 24-35,,,0,0,,0,,,0,0,,0,5,92,18.40,0,0,0
7,1987,1987-11-08,8,23.284,PIT,@,KAN,W 17-16,,,0,0,,0,,,0,0,,0,2,44,22.00,0,0,0
8,1987,1987-11-15,9,23.291,PIT,,HOU,L 3-23,,,0,0,,0,,,0,0,,0,3,62,20.67,0,0,0
9,1987,1987-11-22,10,23.298,PIT,@,CIN,W 30-16,,,0,0,,0,,,2,16,8.00,0,1,10,10.00,0,0,0
10,1987,1987-11-29,11,23.305,PIT,,NOR,L 16-20,,,0,0,,0,,,0,0,,0,1,22,22.00,0,0,0
11,1987,1987-12-06,12,23.312,PIT,,SEA,W 13-9,,,0,0,,0,,,2,6,3.00,0,2,37,18.50,0,0,0
12,1987,1987-12-13,13,23.319,PIT,@,SDG,W 20-16,,,0,0,,0,,,0,0,,0,1,22,22.00,0,0,0
13,1987,1987-12-20,14,23.326,PIT,@,HOU,L 16-24,,,0,0,,0,,,2,24,12.00,0,1,21,21.00,0,0,0
14,1987,1987-12-26,15,23.332,PIT,,CLE,L 13-19,,,0,0,,0,,,0,0,,0,3,53,17.67,0,0,0
15,1988,1988-09-04,1,24.220,PIT,,DAL,W 24-21,,,1,2,2.00,0,,,8,31,3.88,0,2,52,26.00,0,0,0
16,1988,1988-09-11,2,24.227,PIT,@,WAS,L 29-30,,,2,75,37.50,1,,,6,12,2.00,0,3,33,11.00,0,1,6
17,1988,1988-09-18,3,24.234,PIT,,CIN,L 12-17,,,4,76,19.00,0,,,14,50,3.57,0,1,21,21.00,0,0,0
18,1988,1988-09-25,4,24.241,PIT,@,BUF,L 28-36,,,0,0,,0,,,1,1,1.00,0,4,36,9.00,0,0,0
19,1988,1988-10-02,5,24.248,PIT,,CLE,L 9-23,,,2,26,13.00,0,,,2,5,2.50,0,3,66,22.00,0,0,0
20,1988,1988-10-09,6,24.255,PIT,@,PHO,L 14-31,,,1,8,8.00,0,,,7,27,3.86,0,3,62,20.67,0,0,0
