ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-10-11,6,22.314,CIN,@,BAL,W 41-19,0,0,,0,0,0,,0,,,,,,
2,1981,1981-10-18,7,22.321,CIN,,PIT,W 34-7,0,0,,0,2,13,6.50,0,0,0,0.0,0,0,0
3,1981,1981-10-25,8,22.328,CIN,@,NOR,L 7-17,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0
4,1981,1981-11-01,9,22.335,CIN,,HOU,W 34-21,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
5,1981,1981-11-08,10,22.342,CIN,@,SDG,W 40-17,0,0,,0,2,0,0.00,0,0,0,0.0,0,0,0
6,1981,1981-11-15,11,22.349,CIN,,RAM,W 24-10,0,0,,0,0,0,,0,,,,,,
7,1981,1981-11-22,12,22.356,CIN,,DEN,W 38-21,0,0,,0,0,0,,0,,,,,,
8,1981,1981-11-29,13,22.363,CIN,@,CLE,W 41-21,0,0,,0,0,0,,0,,,,,,
9,1981,1981-12-06,14,23.005,CIN,,SFO,L 3-21,0,0,,0,0,0,,0,,,,,,
10,1981,1981-12-13,15,23.012,CIN,@,PIT,W 17-10,0,0,,0,0,0,,0,,,,,,
11,1981,1981-12-20,16,23.019,CIN,@,ATL,W 30-28,0,0,,0,0,0,,0,,,,,,
12,1982,1982-12-26,8,24.025,CIN,,SEA,W 24-10,,,,,,,,,,,,,,
13,1982,1983-01-02,9,24.032,CIN,@,HOU,W 35-27,,,,,,,,,,,,,,
14,1983,1983-09-04,1,24.277,CIN,,RAI,L 10-20,0,0,,0,0,0,,0,,,,,,
15,1983,1983-09-11,2,24.284,CIN,,BUF,L 6-10,0,0,,0,0,0,,0,,,,,,
16,1983,1983-09-15,3,24.288,CIN,@,CLE,L 7-17,0,0,,0,0,0,,0,,,,,,
17,1983,1983-09-25,4,24.298,CIN,@,TAM,W 23-17,0,0,,0,0,0,,0,,,,,,
18,1983,1983-10-02,5,24.305,CIN,,BAL,L 31-34,0,0,,0,0,0,,0,,,,,,
19,1983,1983-10-10,6,24.313,CIN,,PIT,L 14-24,0,0,,0,0,0,,0,,,,,,
20,1983,1983-10-16,7,24.319,CIN,@,DEN,L 17-24,0,0,,0,0,0,,0,,,,,,
21,1983,1983-10-23,8,24.326,CIN,,CLE,W 28-21,0,0,,0,0,0,,0,,,,,,
22,1983,1983-10-30,9,24.333,CIN,,GNB,W 34-14,0,0,,0,0,0,,0,,,,,,
23,1983,1983-11-06,10,24.340,CIN,@,HOU,W 55-14,2,37,18.50,0,4,56,14.00,0,0,0,0.0,0,0,0
24,1983,1983-11-13,11,24.347,CIN,@,KAN,L 15-20,3,72,24.00,0,4,34,8.50,0,0,0,0.0,0,0,0
25,1983,1983-11-20,12,24.354,CIN,,HOU,W 38-10,2,34,17.00,0,6,36,6.00,0,0,0,0.0,0,0,0
26,1983,1983-11-28,13,24.362,CIN,@,MIA,L 14-38,2,53,26.50,0,1,10,10.00,0,0,0,0.0,0,0,0
27,1983,1983-12-04,14,25.003,CIN,@,PIT,W 23-10,1,26,26.00,0,2,0,0.00,0,0,0,0.0,0,0,0
28,1983,1983-12-11,15,25.010,CIN,,DET,W 17-9,1,19,19.00,0,5,16,3.20,0,0,0,0.0,0,0,0
29,1983,1983-12-17,16,25.016,CIN,@,MIN,L 14-20,3,76,25.33,0,3,21,7.00,0,0,0,0.0,0,0,0
30,1984,1984-09-02,1,25.276,CIN,@,DEN,L 17-20,1,15,15.00,0,1,0,0.00,0,0,0,0.0,0,0,0
31,1984,1984-09-09,2,25.283,CIN,,KAN,L 22-27,0,0,,0,3,13,4.33,0,0,0,0.0,0,0,0
32,1984,1984-09-16,3,25.290,CIN,@,NYJ,L 23-43,0,0,,0,1,5,5.00,0,0,0,0.0,0,0,0
33,1984,1984-09-23,4,25.297,CIN,,RAM,L 14-24,0,0,,0,0,0,,0,,,,,,
34,1984,1984-10-01,5,25.305,CIN,@,PIT,L 17-38,0,0,,0,0,0,,0,,,,,,
35,1984,1984-10-07,6,25.311,CIN,,HOU,W 13-3,0,0,,0,1,2,2.00,0,0,0,0.0,0,0,0
36,1984,1984-10-14,7,25.318,CIN,@,NWE,L 14-20,0,0,,0,0,0,,0,,,,,,
37,1984,1984-10-21,8,25.325,CIN,,CLE,W 12-9,0,0,,0,0,0,,0,,,,,,
38,1984,1984-10-28,9,25.332,CIN,@,HOU,W 31-13,0,0,,0,0,0,,0,0,0,0.0,1,0,0
39,1984,1984-11-04,10,25.339,CIN,@,SFO,L 17-23,0,0,,0,1,25,25.00,0,0,0,0.0,0,0,0
40,1984,1984-11-11,11,25.346,CIN,,PIT,W 22-20,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
41,1984,1984-11-18,12,25.353,CIN,,SEA,L 6-26,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0
42,1984,1984-11-25,13,25.360,CIN,,ATL,W 35-14,0,0,,0,1,5,5.00,0,0,0,0.0,0,0,0
43,1984,1984-12-02,14,26.001,CIN,@,CLE,W 20-17,0,0,,0,1,30,30.00,0,0,0,0.0,0,0,0
44,1984,1984-12-09,15,26.008,CIN,@,NOR,W 24-21,0,0,,0,0,0,,0,,,,,,
45,1984,1984-12-16,16,26.015,CIN,,BUF,W 52-21,0,0,,0,1,7,7.00,0,1,6,0.0,1,43,1
46,1985,1985-10-27,8,26.330,CIN,,PIT,W 26-21,,,,,,,,,,,,,,
47,1985,1985-11-03,9,26.337,CIN,@,BUF,W 23-17,,,,,,,,,,,,,,
48,1985,1985-11-10,10,26.344,CIN,,CLE,W 27-10,,,,,,,,,,,,,,
49,1985,1985-11-17,11,26.351,CIN,@,RAI,L 6-13,,,,,,,,,,,,,,
50,1985,1985-11-24,12,26.358,CIN,@,CLE,L 6-24,,,,,,,,,,,,,,
51,1985,1985-12-01,13,27.000,CIN,,HOU,W 45-27,,,,,,,,,,,,,,
52,1985,1985-12-08,14,27.007,CIN,,DAL,W 50-24,,,,,,,,,,,,,,
53,1985,1985-12-15,15,27.014,CIN,@,WAS,L 24-27,,,,,,,,,,,,,,
54,1985,1985-12-22,16,27.021,CIN,@,NWE,L 23-34,,,,,,,,,,,,,,
55,1986,1986-09-07,1,27.280,CIN,@,KAN,L 14-24,0,0,,0,0,0,,0,,,,,,
56,1986,1986-09-14,2,27.287,CIN,,BUF,W 36-33,0,0,,0,0,0,,0,,,,,,
57,1986,1986-09-18,3,27.291,CIN,@,CLE,W 30-13,0,0,,0,0,0,,0,,,,,,
58,1986,1986-09-28,4,27.301,CIN,,CHI,L 7-44,0,0,,0,0,0,,0,,,,,,
59,1986,1986-10-05,5,27.308,CIN,@,GNB,W 34-28,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0
60,1986,1986-10-13,6,27.316,CIN,,PIT,W 24-22,0,0,,0,0,0,,0,,,,,,
61,1986,1986-10-19,7,27.322,CIN,,HOU,W 31-28,0,0,,0,0,0,,0,0,0,1.0,0,0,0
62,1986,1986-10-26,8,27.329,CIN,@,PIT,L 9-30,0,0,,0,0,0,,0,,,,,,
63,1986,1986-11-02,9,27.336,CIN,@,DET,W 24-17,0,0,,0,0,0,,0,,,,,,
