ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2007,2007-11-04,8,23.080,DAL,@,PHI,W 38-17,,0,0,0,,0,0.0%,,3,78,26.00,0
2,2007,2007-11-22,11,23.098,DAL,,NYJ,W 34-3,,,0,0,,0,0.0%,,0,0,,0
3,2008,2008-09-07,1,24.022,DAL,@,CLE,W 28-10,,3,2,24,12.00,0,66.7%,8.00,0,0,,0
4,2008,2008-09-15,2,24.030,DAL,,PHI,W 41-37,,0,0,0,,0,0.0%,,1,5,5.00,0
5,2008,2008-09-21,3,24.036,DAL,@,GNB,W 27-16,,0,0,0,,0,0.0%,,1,9,9.00,0
6,2008,2008-10-19,7,24.064,DAL,@,STL,L 14-34,,0,0,0,,0,0.0%,,1,29,29.00,0
7,2008,2008-10-26,8,24.071,DAL,,TAM,W 13-9,,0,0,0,,0,0.0%,,2,37,18.50,0
8,2008,2008-11-23,11,24.099,DAL,,SFO,W 35-22,,0,0,0,,0,0.0%,,3,60,20.00,0
9,2008,2008-11-27,12,24.103,DAL,,SEA,W 34-9,,0,0,0,,0,0.0%,,1,58,58.00,0
10,2008,2008-12-07,13,24.113,DAL,@,PIT,L 13-20,,0,0,0,,0,0.0%,,1,20,20.00,0
11,2009,2009-11-15,9,25.091,NWE,@,IND,L 34-35,,2,2,17,8.50,0,100.0%,8.50,0,0,,0
12,2009,2009-11-22,10,25.098,NWE,,NYJ,W 31-14,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0
13,2009,2009-11-30,11,25.106,NWE,@,NOR,L 17-38,*,3,,,,,0.0%,,,,,
14,2009,2009-12-06,12,25.112,NWE,@,MIA,L 21-22,,,,,,,0.0%,,,,,
15,2009,2009-12-13,13,25.119,NWE,,CAR,W 20-10,,,,,,,0.0%,,,,,
16,2009,2010-01-03,16,25.140,NWE,@,HOU,L 27-34,,0,0,0,,0,0.0%,,1,22,22.00,0
17,2012,2012-12-23,15,28.129,JAX,,NWE,L 16-23,,1,1,6,6.00,0,100.0%,6.00,0,0,,0
18,2012,2012-12-30,16,28.136,JAX,@,TEN,L 20-38,,,,,,,0.0%,,,,,
