ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-12-28,16,24.207,DEN,@,GNB,L 3-31,,2,,,,,0.0%,,,,,,
2,2004,2004-09-12,1,25.100,DEN,,KAN,W 34-24,,,,,,,0.0%,,,,,,
3,2004,2004-09-19,2,25.107,DEN,@,JAX,L 6-7,,3,2,25,12.50,0,66.7%,8.33,0,0,0.0,,
4,2004,2004-09-26,3,25.114,DEN,,SDG,W 23-13,,0,,,,,0.0%,,,,,,
5,2004,2004-10-03,4,25.121,DEN,@,TAM,W 16-13,,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,,
6,2004,2004-10-10,5,25.128,DEN,,CAR,W 20-17,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,,
7,2004,2004-10-17,6,25.135,DEN,@,OAK,W 31-3,,0,,,,,0.0%,,,,,,
8,2004,2004-10-25,7,25.143,DEN,@,CIN,L 10-23,,4,4,33,8.25,0,100.0%,8.25,0,0,0.0,,
9,2004,2004-10-31,8,25.149,DEN,,ATL,L 28-41,,0,,,,,0.0%,,,,,,
10,2004,2004-11-07,9,25.156,DEN,,HOU,W 31-13,,,,,,,0.0%,,,,,,
11,2004,2004-11-21,10,25.170,DEN,@,NOR,W 34-13,,,,,,,0.0%,,,,,,
12,2004,2004-11-28,11,25.177,DEN,,OAK,L 24-25,,,,,,,0.0%,,,,,,
13,2004,2004-12-05,12,25.184,DEN,@,SDG,L 17-20,,1,,,,,0.0%,,,,,,
14,2005,2005-09-11,1,26.099,DEN,@,MIA,L 10-34,,,0,0,,0,0.0%,,0,0,0.0,,
15,2005,2005-10-02,4,26.120,DEN,@,JAX,W 20-7,,,0,0,,0,0.0%,,0,0,0.0,,
16,2005,2005-10-23,7,26.141,DEN,@,NYG,L 23-24,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
17,2005,2005-11-24,11,26.173,DEN,@,DAL,W 24-21,,,0,0,,0,0.0%,,0,0,0.0,,
18,2006,2006-09-10,1,27.098,DEN,@,STL,L 10-18,,,0,0,,0,0.0%,,0,0,0.0,,
19,2006,2006-10-22,6,27.140,DEN,@,CLE,W 17-7,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
20,2006,2006-11-05,8,27.154,DEN,@,PIT,W 31-20,,,0,0,,0,0.0%,,0,0,0.0,,
21,2006,2006-11-12,9,27.161,DEN,@,OAK,W 17-13,,3,3,33,11.00,0,100.0%,11.00,0,0,0.0,,
22,2006,2006-11-19,10,27.168,DEN,,SDG,L 27-35,,0,0,0,,0,0.0%,,0,0,0.0,,
23,2006,2006-11-23,11,27.172,DEN,@,KAN,L 10-19,,,0,0,,0,0.0%,,0,0,0.0,,
24,2006,2006-12-03,12,27.182,DEN,,SEA,L 20-23,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
25,2006,2006-12-10,13,27.189,DEN,@,SDG,L 20-48,,,0,0,,0,0.0%,,0,0,0.0,,
26,2006,2006-12-17,14,27.196,DEN,@,ARI,W 37-20,,1,1,7,7.00,0,100.0%,7.00,0,0,0.0,,
27,2006,2006-12-24,15,27.203,DEN,,CIN,W 24-23,,,0,0,,0,0.0%,,0,0,0.0,,
28,2006,2006-12-31,16,27.210,DEN,,SFO,L 23-26,,0,0,0,,0,0.0%,,0,0,0.0,,
29,2007,2007-09-09,1,28.097,DEN,@,BUF,W 15-14,,0,0,0,,0,0.0%,,0,0,0.0,,
30,2007,2007-09-16,2,28.104,DEN,,OAK,W 23-20,,0,0,0,,0,0.0%,,0,0,0.0,,
31,2007,2007-09-23,3,28.111,DEN,,JAX,L 14-23,,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,,
32,2007,2007-09-30,4,28.118,DEN,@,IND,L 20-38,,2,1,24,24.00,0,50.0%,12.00,0,0,0.0,,
33,2007,2007-10-07,5,28.125,DEN,,SDG,L 3-41,*,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
34,2008,2008-09-08,1,29.096,DEN,@,OAK,W 41-14,*,3,2,5,2.50,0,66.7%,1.67,0,0,0.0,0,0
35,2008,2008-09-14,2,29.102,DEN,,SDG,W 39-38,,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,1
36,2008,2008-09-21,3,29.109,DEN,,NOR,W 34-32,,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,0,0
37,2008,2008-09-28,4,29.116,DEN,@,KAN,L 19-33,,0,0,0,,0,0.0%,,0,0,0.0,0,0
38,2008,2008-10-05,5,29.123,DEN,,TAM,W 16-13,,,,,,,0.0%,,,,,,
39,2008,2008-10-12,6,29.130,DEN,,JAX,L 17-24,*,1,,,,,0.0%,,,,,,
40,2008,2008-10-20,7,29.138,DEN,@,NWE,L 7-41,*,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0
41,2008,2008-11-02,8,29.151,DEN,,MIA,L 17-26,,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
42,2008,2008-11-06,9,29.155,DEN,@,CLE,W 34-30,,5,3,36,12.00,0,60.0%,7.20,0,0,0.0,1,0
43,2008,2008-11-16,10,29.165,DEN,@,ATL,W 24-20,,2,2,32,16.00,0,100.0%,16.00,0,0,0.0,0,1
