ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1972,1972-11-26,11,23.327,NYG,,PHI,W 62-10,8,37,4.63,0,2,57,28.50,0,0,0
2,1972,1972-12-03,12,23.334,NYG,@,CIN,L 10-13,4,16,4.00,0,1,6,6.00,0,0,0
3,1972,1972-12-10,13,23.341,NYG,,MIA,L 13-23,11,63,5.73,0,4,35,8.75,0,0,0
4,1972,1972-12-17,14,23.348,NYG,@,DAL,W 23-3,23,105,4.57,0,2,20,10.00,0,0,0
5,1973,1973-09-16,1,24.255,NYG,,HOU,W 34-14,19,90,4.74,0,2,12,6.00,0,0,0
6,1973,1973-09-23,2,24.262,NYG,,PHI,T 23-23,9,21,2.33,1,3,36,12.00,0,1,6
7,1973,1973-10-14,5,24.283,NYG,,WAS,L 3-21,5,16,3.20,0,2,5,2.50,0,0,0
8,1973,1973-10-21,6,24.290,NYG,@,DAL,L 28-45,11,54,4.91,0,4,41,10.25,1,1,6
9,1973,1973-10-28,7,24.297,NYG,@,STL,L 27-35,4,12,3.00,0,3,24,8.00,0,0,0
10,1973,1973-11-04,8,24.304,NYG,@,OAK,L 0-42,1,2,2.00,0,0,0,,0,0,0
11,1973,1973-11-11,9,24.311,NYG,,DAL,L 10-23,,,,,,,,,,
12,1973,1973-11-18,10,24.318,NYG,,STL,W 24-13,,,,,,,,,,
13,1973,1973-11-25,11,24.325,NYG,@,PHI,L 16-20,,,,,,,,,,
14,1973,1973-12-02,12,24.332,NYG,@,WAS,L 24-27,1,5,5.00,0,0,0,,0,0,0
15,1973,1973-12-10,13,24.340,NYG,@,RAM,L 6-40,1,0,0.00,0,0,0,,0,0,0
16,1973,1973-12-16,14,24.346,NYG,,MIN,L 7-31,6,14,2.33,0,1,11,11.00,0,0,0
