ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2015,2015-09-13,1,24.124,JAX,,CAR,L 9-20,,,1,0.0,1,2,50.0,0,3
2,2015,2015-09-20,2,24.131,JAX,,MIA,W 23-20,,2,2,100.0,3,3,100.0,0,11
3,2015,2015-09-27,3,24.138,JAX,@,NWE,L 17-51,,2,2,100.0,1,1,100.0,0,5
4,2015,2015-10-04,4,24.145,JAX,@,IND,L 13-16,,1,1,100.0,2,4,50.0,0,7
5,2015,2015-10-11,5,24.152,JAX,@,TAM,L 31-38,,4,4,100.0,1,1,100.0,0,7
6,2015,2015-10-18,6,24.159,JAX,,HOU,L 20-31,,2,3,66.7,,,,0,2
7,2015,2015-10-25,7,24.166,JAX,,BUF,W 34-31,,4,5,80.0,,,,0,4
8,2015,2015-11-08,8,24.180,JAX,@,NYJ,L 23-28,,2,2,100.0,3,3,100.0,0,11
9,2015,2015-11-15,9,24.187,JAX,@,BAL,W 22-20,,1,1,100.0,3,4,75.0,0,10
10,2015,2015-11-19,10,24.191,JAX,,TEN,W 19-13,,1,1,100.0,4,4,100.0,0,13
11,2015,2015-11-29,11,24.201,JAX,,SDG,L 25-31,,1,2,50.0,4,4,100.0,0,13
12,2015,2015-12-06,12,24.208,JAX,@,TEN,L 39-42,,3,5,60.0,,,,0,3
13,2015,2015-12-13,13,24.215,JAX,,IND,W 51-16,,6,7,85.7,1,1,100.0,0,9
14,2015,2015-12-20,14,24.222,JAX,,ATL,L 17-23,,2,2,100.0,1,1,100.0,0,5
15,2015,2015-12-27,15,24.229,JAX,@,NOR,L 27-38,,1,1,100.0,,,,0,1
16,2015,2016-01-03,16,24.236,JAX,@,HOU,L 6-30,,,,,2,2,100.0,0,6
17,2016,2016-09-11,1,25.122,JAX,,GNB,L 23-27,,2,2,100.0,3,3,100.0,0,11
18,2016,2016-09-18,2,25.129,JAX,@,SDG,L 14-38,,2,2,100.0,,1,0.0,0,2
19,2016,2016-09-25,3,25.136,JAX,,BAL,L 17-19,,2,2,100.0,1,2,50.0,0,5
20,2016,2016-10-02,4,25.143,JAX,,IND,W 30-27,,3,3,100.0,3,3,100.0,0,12
21,2016,2016-10-16,5,25.157,JAX,@,CHI,W 17-16,,2,2,100.0,1,1,100.0,0,5
22,2016,2016-10-23,6,25.164,JAX,,OAK,L 16-33,,1,1,100.0,3,3,100.0,0,10
23,2016,2016-10-27,7,25.168,JAX,@,TEN,L 22-36,,2,2,100.0,,,,0,2
24,2016,2016-11-06,8,25.178,JAX,@,KAN,L 14-19,,2,2,100.0,,1,0.0,0,2
25,2016,2016-11-13,9,25.185,JAX,,HOU,L 21-24,,1,1,100.0,2,2,100.0,0,7
26,2016,2016-11-20,10,25.192,JAX,@,DET,L 19-26,,1,2,50.0,2,2,100.0,0,7
27,2016,2016-11-27,11,25.199,JAX,@,BUF,L 21-28,,3,3,100.0,,,,0,3
28,2016,2016-12-04,12,25.206,JAX,,DEN,L 10-20,,1,1,100.0,1,1,100.0,0,4
29,2016,2016-12-11,13,25.213,JAX,,MIN,L 16-25,,1,1,100.0,3,5,60.0,0,10
30,2016,2016-12-18,14,25.220,JAX,@,HOU,L 20-21,,2,2,100.0,2,2,100.0,0,8
31,2016,2016-12-24,15,25.226,JAX,,TEN,W 38-17,,2,4,50.0,4,4,100.0,0,14
32,2016,2017-01-01,16,25.234,JAX,@,IND,L 20-24,,2,2,100.0,2,4,50.0,0,8
33,2017,2017-09-10,1,26.121,JAX,@,HOU,W 29-7,,2,3,66.7,3,4,75.0,0,11
34,2017,2017-09-17,2,26.128,JAX,,TEN,L 16-37,,1,1,100.0,1,1,100.0,0,4
35,2017,2017-09-24,3,26.135,JAX,,BAL,W 44-7,,5,5,100.0,3,3,100.0,0,14
36,2017,2017-10-01,4,26.142,JAX,@,NYJ,L 20-23,,2,2,100.0,2,3,66.7,0,8
37,2017,2017-10-08,5,26.149,JAX,@,PIT,W 30-9,,3,4,75.0,1,1,100.0,0,6
38,2017,2017-10-15,6,26.156,JAX,,LAR,L 17-27,,2,2,100.0,1,3,33.3,0,5
39,2018,2018-09-10,1,27.121,NYJ,@,DET,W 48-17,,6,6,100.0,2,2,100.0,0,12
40,2018,2018-09-16,2,27.127,NYJ,,MIA,L 12-20,,,1,0.0,2,2,100.0,0,6
41,2018,2018-09-20,3,27.131,NYJ,@,CLE,L 17-21,,2,2,100.0,1,1,100.0,0,5
