ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-10-02,3,24.313,BAL,@,CRD,L 13-55,1,6,6.00,1
2,1950,1950-11-19,9,24.361,BAL,,NYG,L 20-55,3,-4,-1.33,0
