ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-10,1,24.021,ARI,@,SFO,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,3,1,0.33,0,0,0,0.0,,
2,2007,2007-09-16,2,24.027,ARI,,SEA,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,2,33,16.50,0,0,0,0.0,,
3,2007,2007-09-23,3,24.034,ARI,@,BAL,L 23-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,1,33,33.00,0,1,13,13.00,0,0,0,0.0,,
4,2007,2007-09-30,4,24.041,ARI,,PIT,W 21-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,4,101,25.25,1,1,6,0.0,,
5,2007,2007-10-07,5,24.048,ARI,@,STL,W 34-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,55,27.50,0,4,37,9.25,0,0,0,0.0,,
6,2007,2007-10-14,6,24.055,ARI,,CAR,L 10-25,,1,0,0,,0,0.0%,0.00,1,10,10.00,0,0,0,,0,0,0,,0,0,,,5,123,24.60,0,4,21,5.25,0,0,0,0.0,,
7,2007,2007-10-21,7,24.062,ARI,@,WAS,L 19-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,57,14.25,0,2,17,8.50,0,0,0,0.0,,
8,2007,2007-11-04,8,24.076,ARI,@,TAM,L 10-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,4,81,20.25,0,4,28,7.00,0,0,0,0.0,,
9,2007,2007-11-11,9,24.083,ARI,,DET,W 31-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,2,69,34.50,0,4,69,17.25,0,0,0,0.0,,
10,2007,2007-11-18,10,24.090,ARI,@,CIN,W 35-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,6,122,20.33,0,0,0,,0,0,0,0.0,,
