ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1953,1953-11-08,7,25.022,PHI,,NYG,W 30-7,2,14,7.00,0,0,
2,1954,1954-09-26,1,25.344,NYG,@,CRD,W 41-10,2,64,32.00,2,2,
3,1954,1954-10-02,2,25.350,NYG,@,BAL,L 14-20,1,7,7.00,0,0,
4,1954,1954-10-10,3,25.358,NYG,@,WAS,W 51-21,8,136,17.00,3,3,
5,1954,1954-10-17,4,26.000,NYG,,CRD,W 31-17,1,23,23.00,1,1,
6,1954,1954-10-24,5,26.007,NYG,,WAS,W 24-7,5,56,11.20,1,1,
7,1954,1954-10-31,6,26.014,NYG,@,CLE,L 14-24,1,29,29.00,0,0,
8,1954,1954-11-14,8,26.028,NYG,,PHI,W 27-14,3,36,12.00,0,0,
9,1954,1954-11-21,9,26.035,NYG,,RAM,L 16-17,6,171,28.50,1,1,
10,1954,1954-11-28,10,26.042,NYG,,CLE,L 7-16,2,19,9.50,0,0,
11,1954,1954-12-05,11,26.049,NYG,,PIT,W 24-3,1,9,9.00,0,0,
12,1955,1955-09-24,1,26.342,NYG,@,PHI,L 17-27,1,22,22.00,0,0,
13,1955,1955-10-02,2,26.350,NYG,@,CRD,L 17-28,3,15,5.00,1,1,
14,1955,1955-10-09,3,26.357,NYG,@,PIT,L 23-30,1,31,31.00,0,0,
15,1955,1955-10-23,5,27.006,NYG,,PIT,L 17-19,3,50,16.67,1,1,
16,1955,1955-11-06,7,27.020,NYG,@,CLE,L 14-24,4,48,12.00,0,0,
17,1955,1955-11-27,10,27.041,NYG,,CLE,T 35-35,7,81,11.57,0,0,
18,1955,1955-12-04,11,27.048,NYG,@,WAS,W 27-20,4,50,12.50,0,0,
19,1955,1955-12-11,12,27.055,NYG,@,DET,W 24-19,2,29,14.50,0,0,
20,1956,1956-09-30,1,27.349,NYG,@,SFO,W 38-21,1,19,19.00,0,0,
