ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-29,4,22.140,PHI,,HOU,W 35-17,,,,,
2,2002,2002-10-06,5,22.147,PHI,@,JAX,L 25-28,,,,,
3,2002,2002-10-20,6,22.161,PHI,,TAM,W 20-10,,,,,
4,2002,2002-10-28,7,22.169,PHI,,NYG,W 17-3,,,,,
5,2002,2002-11-03,8,22.175,PHI,@,CHI,W 19-13,,,,,
6,2002,2002-11-10,9,22.182,PHI,,IND,L 13-35,,,,,
7,2002,2002-11-17,10,22.189,PHI,,ARI,W 38-14,,,,,
8,2002,2002-11-25,11,22.197,PHI,@,SFO,W 38-17,,,,,
9,2002,2002-12-01,12,22.203,PHI,,STL,W 10-3,,1,12,12.00,0
10,2002,2002-12-08,13,22.210,PHI,@,SEA,W 27-20,,,,,
11,2002,2002-12-15,14,22.217,PHI,,WAS,W 34-21,,,,,
12,2002,2002-12-21,15,22.223,PHI,@,DAL,W 27-3,,,,,
13,2002,2002-12-28,16,22.230,PHI,@,NYG,L 7-10,,1,10,10.00,0
14,2003,2003-12-21,15,23.223,HOU,,TEN,L 24-27,,,,,
15,2003,2003-12-28,16,23.230,HOU,,IND,L 17-20,,,,,
