ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-09-21,1,23.184,ATL,,SFO,W 24-12,5,69,13.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,2,17,8.50,0,1,6
2,1969,1969-09-28,2,23.191,ATL,@,RAM,L 7-17,17,82,4.82,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,1,4,4.00,0,0,0
3,1969,1969-10-05,3,23.198,ATL,,BAL,L 14-21,4,9,2.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0
4,1969,1969-10-12,4,23.205,ATL,,DAL,L 17-24,4,3,0.75,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,0,0
5,1969,1969-10-19,5,23.212,ATL,@,SFO,W 21-7,4,23,5.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1969,1969-10-26,6,23.219,ATL,@,GNB,L 10-28,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1969,1969-11-02,7,23.226,ATL,,RAM,L 6-38,9,8,0.89,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0
8,1969,1969-11-09,8,23.233,ATL,@,DET,L 21-27,4,24,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1969,1969-11-16,9,23.240,ATL,,CHI,W 48-31,6,47,7.83,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0
10,1969,1969-11-23,10,23.247,ATL,@,WAS,L 20-27,7,35,5.00,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1970,1970-09-20,1,24.183,ATL,@,NOR,W 14-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0
12,1970,1970-09-27,2,24.190,ATL,@,GNB,L 24-27,0,0,,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0
13,1970,1970-10-04,3,24.197,ATL,,SFO,W 21-20,,,,,,,,,,,,,,,,,,,,,,,,,
14,1970,1970-10-18,5,24.211,ATL,@,DEN,L 10-24,,,,,,,,,,,,,,,,,,,,,,,,,
15,1970,1970-10-25,6,24.218,ATL,,NOR,W 32-14,5,28,5.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1970,1970-11-01,7,24.225,ATL,,CHI,L 14-23,4,15,3.75,0,2,25,12.50,1,0,0,,0,0,0,,0,0,,,1,24,24.00,0,1,6
17,1970,1970-11-08,8,24.232,ATL,@,RAM,T 10-10,,,,,,,,,,,,,,,,,,,,,,,,,
18,1970,1970-11-15,9,24.239,ATL,@,PHI,T 13-13,5,17,3.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1970,1970-11-22,10,24.246,ATL,,RAM,L 7-17,5,21,4.20,0,5,110,22.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
20,1970,1970-11-30,11,24.254,ATL,,MIA,L 7-20,8,29,3.63,0,2,6,3.00,1,0,0,,0,0,0,,0,0,,,1,30,30.00,0,1,6
21,1970,1970-12-06,12,24.260,ATL,@,SFO,L 20-24,7,32,4.57,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1970,1970-12-13,13,24.267,ATL,,PIT,W 27-16,10,31,3.10,0,1,22,22.00,0,0,0,,0,0,0,,0,0,,,2,53,26.50,0,0,0
23,1970,1970-12-20,14,24.274,ATL,,MIN,L 7-37,8,4,0.50,0,4,19,4.75,0,0,0,,0,0,0,,0,0,,,2,41,20.50,0,0,0
24,1971,1971-09-20,1,25.183,DET,,MIN,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0
25,1971,1971-09-26,2,25.189,DET,@,NWE,W 34-7,4,12,3.00,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0
26,1971,1971-10-03,3,25.196,DET,,ATL,W 41-38,,,,,,,,,,,,,,,,,,,,,,,,,
27,1971,1971-10-10,4,25.203,DET,,GNB,W 31-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,69,23.00,0,0,0
28,1971,1971-10-17,5,25.210,DET,@,HOU,W 31-7,,,,,,,,,,,,,,,,,,,,,,,,,
29,1973,1973-09-16,1,27.179,NWE,,BUF,L 13-31,,,,,,,,,,,,,,,,,,,,,,,,,
30,1973,1973-09-23,2,27.186,NWE,,KAN,L 7-10,5,-1,-0.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1973,1973-09-30,3,27.193,NWE,@,MIA,L 23-44,,,,,,,,,,,,,,,,,,,,,,,,,
32,1973,1973-10-07,4,27.200,NWE,,BAL,W 24-16,,,,,,,,,,,,,,,,,,,,,,,,,
33,1973,1973-10-14,5,27.207,NWE,,NYJ,L 7-9,,,,,,,,,,,,,,,,,,,,,,,,,
