ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1978,1978-09-03,1,22.176,HOU,@,ATL,L 14-20,,,,,,,,,
2,1978,1978-09-10,2,22.183,HOU,@,KAN,W 20-17,,,,,,,,,
3,1978,1978-09-17,3,22.190,HOU,,SFO,W 20-19,,,,,,,,,
4,1978,1978-09-24,4,22.197,HOU,,RAM,L 6-10,,,,,,,,,
5,1978,1978-10-01,5,22.204,HOU,@,CLE,W 16-13,,,,,,,,,
6,1978,1978-10-08,6,22.211,HOU,@,OAK,L 17-21,,,,,,,,,
7,1978,1978-10-15,7,22.218,HOU,,BUF,W 17-10,,,,,,,,,
8,1978,1978-10-23,8,22.226,HOU,@,PIT,W 24-17,,,,,,,,,
9,1978,1978-10-29,9,22.232,HOU,@,CIN,L 13-28,,,,,,,,,
10,1978,1978-11-05,10,22.239,HOU,,CLE,W 14-10,,,,,,,,,
11,1978,1978-11-12,11,22.246,HOU,@,NWE,W 26-23,0,0,,0,0,0,1,10,0
12,1978,1978-11-20,12,22.254,HOU,,MIA,W 35-30,,,,,,,,,
13,1978,1978-11-26,13,22.260,HOU,,CIN,W 17-10,,,,,,,,,
14,1978,1978-12-03,14,22.267,HOU,,PIT,L 3-13,,,,,,,,,
15,1978,1978-12-10,15,22.274,HOU,@,NOR,W 17-12,,,,,,,,,
16,1978,1978-12-17,16,22.281,HOU,,SDG,L 24-45,0,0,,0,0,0,1,0,0
17,1979,1979-09-02,1,23.175,HOU,@,WAS,W 29-27,,,,,,,,,
18,1979,1979-09-09,2,23.182,HOU,@,PIT,L 7-38,,,,,,,,,
19,1979,1979-09-16,3,23.189,HOU,,KAN,W 20-6,0,0,,0,0,0,2,32,0
20,1979,1979-09-23,4,23.196,HOU,@,CIN,W 30-27,,,,,,,,,
21,1979,1979-09-30,5,23.203,HOU,,CLE,W 31-10,0,0,,0,1,6,1,34,1
22,1979,1979-10-07,6,23.210,HOU,,STL,L 17-24,0,0,,0,0,0,1,3,0
23,1979,1979-10-14,7,23.217,HOU,@,BAL,W 28-16,,,,,,,,,
24,1979,1979-10-21,8,23.224,HOU,@,SEA,L 14-34,,,,,,,,,
25,1979,1979-10-28,9,23.231,HOU,,NYJ,W 27-24,0,0,,0,0,0,1,66,0
26,1979,1979-11-05,10,23.239,HOU,@,MIA,W 9-6,,,,,,,,,
27,1979,1979-11-11,11,23.245,HOU,,OAK,W 31-17,,,,,,,,,
28,1979,1979-11-18,12,23.252,HOU,,CIN,W 42-21,,,,,,,,,
29,1979,1979-11-22,13,23.256,HOU,@,DAL,W 30-24,0,0,,0,0,0,1,0,0
30,1979,1979-12-02,14,23.266,HOU,@,CLE,L 7-14,,,,,,,,,
31,1979,1979-12-10,15,23.274,HOU,,PIT,W 20-17,,,,,,,,,
32,1979,1979-12-16,16,23.280,HOU,,PHI,L 20-26,,,,,,,,,
33,1980,1980-09-07,1,24.180,HOU,@,PIT,L 17-31,,,,,,,,,
34,1980,1980-09-15,2,24.188,HOU,@,CLE,W 16-7,,,,,,,,,
35,1980,1980-09-21,3,24.194,HOU,,BAL,W 21-16,,,,,,,,,
36,1980,1980-09-28,4,24.201,HOU,@,CIN,W 13-10,,,,,,,,,
37,1980,1980-10-05,5,24.208,HOU,,SEA,L 7-26,,,,,,,,,
38,1980,1980-10-12,6,24.215,HOU,@,KAN,L 20-21,,,,,,,,,
39,1980,1980-10-19,7,24.222,HOU,,TAM,W 20-14,,,,,,,,,
40,1980,1980-10-26,8,24.229,HOU,,CIN,W 23-3,,,,,,,,,
41,1980,1980-11-02,9,24.236,HOU,@,DEN,W 20-16,,,,,,,,,
42,1980,1980-11-10,10,24.244,HOU,,NWE,W 38-34,,,,,,,,,
43,1980,1980-11-16,11,24.250,HOU,@,CHI,W 10-6,,,,,,,,,
44,1980,1980-11-23,12,24.257,HOU,@,NYJ,L 28-31,,,,,,,,,
45,1980,1980-11-30,13,24.264,HOU,,CLE,L 14-17,,,,,,,,,
46,1980,1980-12-04,14,24.268,HOU,,PIT,W 6-0,,,,,,,,,
47,1980,1980-12-14,15,24.278,HOU,@,GNB,W 22-3,0,0,,0,0,0,1,0,0
48,1980,1980-12-21,16,24.285,HOU,,MIN,W 20-16,0,0,,0,0,0,1,26,0
49,1981,1981-09-06,1,25.179,HOU,@,RAM,W 27-20,0,0,,0,0,0,1,1,0
50,1981,1981-09-13,2,25.186,HOU,@,CLE,W 9-3,0,0,,0,,,,,
51,1981,1981-09-20,3,25.193,HOU,,MIA,L 10-16,0,0,,0,,,,,
52,1981,1981-09-27,4,25.200,HOU,@,NYJ,L 17-33,0,0,,0,,,,,
53,1981,1981-10-04,5,25.207,HOU,,CIN,W 17-10,0,0,,0,,,,,
54,1981,1981-10-11,6,25.214,HOU,,SEA,W 35-17,0,0,,0,,,,,
