ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.013,PHI,@,DAL,L 7-27,,,,,,,
2,1976,1976-09-19,2,22.020,PHI,,NYG,W 20-7,,,,,,,
3,1976,1976-09-27,3,22.028,PHI,,WAS,L 17-20,,,,,,,
4,1976,1976-10-03,4,22.034,PHI,@,ATL,W 14-13,,,,,,,
5,1976,1976-10-10,5,22.041,PHI,@,STL,L 14-33,,,,,,,
6,1976,1976-10-17,6,22.048,PHI,@,GNB,L 13-28,,,,,,,
7,1976,1976-10-24,7,22.055,PHI,,MIN,L 12-31,,,,,,,
8,1976,1976-10-31,8,22.062,PHI,@,NYG,W 10-0,,,,,,,
9,1976,1976-11-07,9,22.069,PHI,,STL,L 14-17,,,,,,,
10,1976,1976-11-14,10,22.076,PHI,@,CLE,L 3-24,,,,,,,
11,1976,1976-11-21,11,22.083,PHI,,OAK,L 7-26,,,,,,,
12,1976,1976-11-28,12,22.090,PHI,@,WAS,L 0-24,,,,,,,
13,1976,1976-12-05,13,22.097,PHI,,DAL,L 7-26,,,,,,,
14,1977,1977-09-18,1,23.019,PHI,,TAM,W 13-3,,,,,,,
15,1977,1977-09-25,2,23.026,PHI,@,RAM,L 0-20,,,,,,,
16,1977,1977-10-02,3,23.033,PHI,@,DET,L 13-17,,,,,,,
17,1977,1977-10-09,4,23.040,PHI,@,NYG,W 28-10,,,,,,,
18,1977,1977-10-16,5,23.047,PHI,,STL,L 17-21,,,,,,,
19,1977,1977-10-23,6,23.054,PHI,,DAL,L 10-16,,,,,,,
20,1977,1977-10-30,7,23.061,PHI,@,WAS,L 17-23,,,,,,,
21,1977,1977-11-06,8,23.068,PHI,,NOR,W 28-7,,,,,,,
22,1977,1977-11-13,9,23.075,PHI,,WAS,L 14-17,,,,,,,
23,1977,1977-11-20,10,23.082,PHI,@,STL,L 16-21,,,,,,,
24,1977,1977-11-27,11,23.089,PHI,@,NWE,L 6-14,,,,,,,
25,1977,1977-12-04,12,23.096,PHI,@,DAL,L 14-24,,,,,,,
26,1977,1977-12-11,13,23.103,PHI,,NYG,W 17-14,,,,,,,
27,1977,1977-12-18,14,23.110,PHI,,NYJ,W 27-0,,,,,,,
28,1978,1978-09-03,1,24.004,PHI,,RAM,L 14-16,,,,,,,
29,1978,1978-09-10,2,24.011,PHI,@,WAS,L 30-35,,,,,,,
30,1978,1978-09-17,3,24.018,PHI,@,NOR,W 24-17,,,,,,,
31,1978,1978-09-24,4,24.025,PHI,,MIA,W 17-3,,,,,,,
32,1978,1978-10-01,5,24.032,PHI,@,BAL,W 17-14,,,,,,,
