ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1990,1990-09-09,1,25.264,CLE,,PIT,W 13-3,0,0,,0,0,0,,0
2,1990,1990-09-16,2,25.271,CLE,@,NYJ,L 21-24,1,9,9.00,0,0,0,,0
3,1990,1990-09-23,3,25.278,CLE,,SDG,L 14-24,0,0,,0,0,0,,0
4,1990,1990-09-30,4,25.285,CLE,@,KAN,L 0-34,1,19,19.00,0,1,6,6.00,0
5,1990,1990-10-08,5,25.293,CLE,@,DEN,W 30-29,0,0,,0,0,0,,0
6,1990,1990-10-14,6,25.299,CLE,@,NOR,L 20-25,0,0,,0,0,0,,0
7,1990,1990-10-22,7,25.307,CLE,,CIN,L 13-34,0,0,,0,0,0,,0
8,1990,1990-10-28,8,25.313,CLE,@,SFO,L 17-20,0,0,,0,0,0,,0
9,1990,1990-11-04,9,25.320,CLE,,BUF,L 0-42,0,0,,0,0,0,,0
10,1990,1990-11-18,10,25.334,CLE,,HOU,L 23-35,0,0,,0,0,0,,0
11,1990,1990-11-25,11,25.341,CLE,,MIA,L 13-30,0,0,,0,0,0,,0
12,1990,1990-12-02,12,25.348,CLE,,RAM,L 23-38,0,0,,0,0,0,,0
13,1990,1990-12-09,13,25.355,CLE,@,HOU,L 14-58,0,0,,0,0,0,,0
14,1990,1990-12-30,16,26.011,CLE,@,CIN,L 14-21,0,0,,0,0,0,,0
15,1991,1991-10-13,6,26.298,CLE,@,WAS,L 17-42,1,13,13.00,0,0,0,,0
16,1991,1991-10-20,7,26.305,CLE,@,SDG,W 30-24,0,0,,0,,,,
17,1991,1991-10-27,8,26.312,CLE,,PIT,W 17-14,0,0,,0,,,,
