ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1953,1953-10-04,2,22.232,GNB,,CHI,L 13-17,2,30,15.00,0,0,0,,0
2,1953,1953-10-11,3,22.239,GNB,,RAM,L 20-38,7,101,14.43,0,0,0,,0
3,1953,1953-10-18,4,22.246,GNB,,BAL,W 37-14,2,29,14.50,0,0,0,,0
4,1953,1953-11-08,7,22.267,GNB,@,CHI,T 21-21,1,8,8.00,0,0,0,,0
5,1953,1953-11-26,10,22.285,GNB,@,DET,L 15-34,1,13,13.00,0,0,0,,0
6,1953,1953-12-06,11,22.295,GNB,@,SFO,L 14-48,1,9,9.00,0,0,0,,0
7,1953,1953-12-12,12,22.301,GNB,@,RAM,L 17-33,0,0,,0,1,-6,-6.00,0
