ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1976,1976-09-12,1,22.200,OAK,,PIT,W 31-28
2,1976,1976-09-20,2,22.208,OAK,@,KAN,W 24-21
3,1976,1976-09-26,3,22.214,OAK,@,HOU,W 14-13
4,1976,1976-10-03,4,22.221,OAK,@,NWE,L 17-48
5,1976,1976-10-10,5,22.228,OAK,@,SDG,W 27-17
6,1976,1976-10-17,6,22.235,OAK,@,DEN,W 17-10
7,1976,1976-10-24,7,22.242,OAK,,GNB,W 18-14
8,1976,1976-10-31,8,22.249,OAK,,DEN,W 19-6
9,1976,1976-11-07,9,22.256,OAK,@,CHI,W 28-27
10,1976,1976-11-14,10,22.263,OAK,,KAN,W 21-10
11,1976,1976-11-21,11,22.270,OAK,@,PHI,W 26-7
12,1976,1976-11-28,12,22.277,OAK,,TAM,W 49-16
13,1976,1976-12-06,13,22.285,OAK,,CIN,W 35-20
14,1976,1976-12-12,14,22.291,OAK,,SDG,W 24-0
15,1977,1977-10-09,4,23.226,OAK,@,CLE,W 26-10
16,1977,1977-10-23,6,23.240,OAK,@,NYJ,W 28-27
17,1977,1977-11-06,8,23.254,OAK,,SEA,W 44-7
18,1978,1978-09-10,2,24.197,OAK,@,SDG,W 21-20
19,1978,1978-09-17,3,24.204,OAK,@,GNB,W 28-3
20,1978,1978-09-24,4,24.211,OAK,,NWE,L 14-21
21,1978,1978-10-01,5,24.218,OAK,@,CHI,W 25-19
22,1978,1978-10-08,6,24.225,OAK,,HOU,W 21-17
23,1978,1978-10-15,7,24.232,OAK,,KAN,W 28-6
24,1978,1978-10-22,8,24.239,OAK,@,SEA,L 7-27
25,1978,1978-10-29,9,24.246,OAK,,SDG,L 23-27
26,1978,1978-11-05,10,24.253,OAK,@,KAN,W 20-10
27,1978,1978-11-13,11,24.261,OAK,@,CIN,W 34-21
28,1978,1978-11-19,12,24.267,OAK,,DET,W 29-17
29,1978,1978-11-26,13,24.274,OAK,,SEA,L 16-17
30,1978,1978-12-03,14,24.281,OAK,,DEN,L 6-21
31,1978,1978-12-10,15,24.288,OAK,@,MIA,L 6-23
32,1978,1978-12-17,16,24.295,OAK,,MIN,W 27-20
33,1979,1979-09-30,5,25.217,OAK,,DEN,W 27-3
34,1979,1979-10-08,6,25.225,OAK,,MIA,W 13-3
35,1979,1979-10-14,7,25.231,OAK,,ATL,W 50-19
36,1979,1979-10-21,8,25.238,OAK,@,NYJ,L 19-28
37,1979,1979-10-25,9,25.242,OAK,,SDG,W 45-22
38,1979,1979-11-04,10,25.252,OAK,,SFO,W 23-10
39,1979,1979-11-11,11,25.259,OAK,@,HOU,L 17-31
40,1979,1979-11-18,12,25.266,OAK,,KAN,L 21-24
41,1979,1979-11-25,13,25.273,OAK,@,DEN,W 14-10
42,1979,1979-12-03,14,25.281,OAK,@,NOR,W 42-35
43,1979,1979-12-09,15,25.287,OAK,,CLE,W 19-14
44,1979,1979-12-16,16,25.294,OAK,,SEA,L 24-29
