ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1963,1963-09-15,1,22.243,SFO,,MIN,L 20-24,2,4,2.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
2,1963,1963-09-29,3,22.257,SFO,@,MIN,L 14-45,9,50,5.56,0,3,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0
3,1963,1963-10-06,4,22.264,SFO,@,DET,L 3-26,12,53,4.42,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1963,1963-10-13,5,22.271,SFO,@,BAL,L 3-20,9,16,1.78,0,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0
5,1963,1963-10-20,6,22.278,SFO,,CHI,W 20-14,12,40,3.33,0,1,51,51.00,0,0,0,,0,0,0,,0,0,,,0,0
6,1963,1963-10-27,7,22.285,SFO,@,RAM,L 21-28,7,22,3.14,0,1,14,14.00,0,1,1,100.00,45,1,0,158.3,0,0,45.00,65.00,0,0
7,1963,1963-11-03,8,22.292,SFO,,DET,L 7-45,3,12,4.00,0,1,22,22.00,0,0,0,,0,0,0,,0,0,,,0,0
8,1963,1963-11-10,9,22.299,SFO,,DAL,W 31-24,11,62,5.64,0,5,102,20.40,2,0,0,,0,0,0,,0,0,,,2,12
9,1963,1963-11-17,10,22.306,SFO,@,NYG,L 14-48,4,-5,-1.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1963,1963-11-24,11,22.313,SFO,@,GNB,L 10-28,10,58,5.80,0,2,12,6.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
11,1963,1963-12-01,12,22.320,SFO,,RAM,L 17-21,10,30,3.00,0,2,10,5.00,0,0,0,,0,0,0,,0,0,,,0,0
12,1963,1963-12-08,13,22.327,SFO,@,CHI,L 7-27,15,53,3.53,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0
13,1963,1963-12-14,14,22.333,SFO,,GNB,L 17-21,5,4,0.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1964,1964-09-13,1,23.242,SFO,,DET,L 17-26,6,14,2.33,0,5,2,0.40,0,0,0,,0,0,0,,0,0,,,0,0
15,1964,1964-09-20,2,23.249,SFO,@,PHI,W 28-24,10,32,3.20,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0
16,1964,1964-09-27,3,23.256,SFO,,STL,L 13-23,11,74,6.73,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
17,1964,1964-10-04,4,23.263,SFO,,CHI,W 31-21,11,-3,-0.27,0,3,49,16.33,1,0,0,,0,0,0,,0,0,,,1,6
18,1964,1964-10-11,5,23.270,SFO,@,GNB,L 14-24,14,50,3.57,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
19,1964,1964-10-18,6,23.277,SFO,@,RAM,L 14-42,3,-5,-1.67,0,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0
