ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1995,1995-10-01,5,21.243,ATL,,NWE,W 30-17,,,,,,
2,1995,1995-10-12,6,21.254,ATL,@,STL,L 19-21,,,,,,
3,1995,1995-10-22,7,21.264,ATL,@,TAM,W 24-21,,,,,,
4,1995,1995-10-29,8,21.271,ATL,,DAL,L 13-28,,,,,,
5,1995,1995-11-05,9,21.278,ATL,,DET,W 34-22,,,,,,
6,1995,1995-11-12,10,21.285,ATL,@,BUF,L 17-23,,,,,,
7,1995,1995-11-19,11,21.292,ATL,,STL,W 31-6,,,,,,
8,1995,1995-11-26,12,21.299,ATL,@,ARI,L 37-40,,,,,,
9,1995,1995-12-03,13,21.306,ATL,@,MIA,L 20-21,,,,,,
10,1995,1995-12-10,14,21.313,ATL,,NOR,W 19-14,,,,,,
11,1995,1995-12-17,15,21.320,ATL,@,CAR,L 17-21,,,,,,
12,1995,1995-12-24,16,21.327,ATL,,SFO,W 28-27,,,,,,
13,1996,1996-09-01,1,22.214,ATL,@,CAR,L 6-29,,0,0,,0,
14,1996,1996-09-08,2,22.221,ATL,,MIN,L 17-23,,0,0,,0,
15,1996,1996-09-22,3,22.235,ATL,,PHI,L 18-33,,1,12,12.00,0,0.0
16,1996,1996-09-29,4,22.242,ATL,@,SFO,L 17-39,,0,0,,0,
17,1996,1996-10-06,5,22.249,ATL,@,DET,L 24-28,,0,0,,0,
18,1996,1996-10-13,6,22.256,ATL,,HOU,L 13-23,,0,0,,0,
19,1996,1996-10-20,7,22.263,ATL,@,DAL,L 28-32,,0,0,,0,
20,1996,1996-10-27,8,22.270,ATL,,PIT,L 17-20,,0,0,,0,
21,1996,1996-11-03,9,22.277,ATL,,CAR,W 20-17,,0,0,,0,
22,1996,1996-11-10,10,22.284,ATL,@,STL,L 16-59,,0,0,,0,
23,1996,1996-11-17,11,22.291,ATL,,NOR,W 17-15,,0,0,,0,
24,1996,1996-11-24,12,22.298,ATL,@,CIN,L 31-41,,0,0,,0,
25,1996,1996-12-02,13,22.306,ATL,,SFO,L 10-34,,0,0,,0,
26,1996,1996-12-08,14,22.312,ATL,@,NOR,W 31-15,,0,0,,0,
27,1996,1996-12-15,15,22.319,ATL,,STL,L 27-34,,0,0,,0,
28,1996,1996-12-22,16,22.326,ATL,@,JAX,L 17-19,,0,0,,0,
29,1997,1997-11-09,10,23.282,STL,@,GNB,L 7-17,,,,,,
30,1997,1997-11-30,13,23.303,STL,@,WAS,W 23-20,,,,,,
31,1997,1997-12-07,14,23.310,STL,@,NOR,W 34-27,,,,,,
32,1998,1998-09-06,1,24.218,STL,,NOR,L 17-24,,,,,,
33,1998,1998-09-13,2,24.225,STL,,MIN,L 31-38,,,,,,
34,1998,1998-09-20,3,24.232,STL,@,BUF,W 34-33,,,,,,
35,1998,1998-10-11,5,24.253,STL,,NYJ,W 30-10,,,,,,
