ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1983,1983-10-02,5,24.170,GNB,,TAM,W 55-14,,,,,,,,
2,1983,1983-10-09,6,24.177,GNB,@,DET,L 14-38,,,,,,,,
3,1983,1983-10-17,7,24.185,GNB,,WAS,W 48-47,,,,,,,,
4,1983,1983-10-23,8,24.191,GNB,,MIN,L 17-20,,,,,,,,
5,1983,1983-10-30,9,24.198,GNB,@,CIN,L 14-34,,,,,,,,
6,1983,1983-11-06,10,24.205,GNB,,CLE,W 35-21,,,,,,,,
7,1983,1983-11-13,11,24.212,GNB,@,MIN,W 29-21,,,,,,,,
8,1983,1983-11-20,12,24.219,GNB,,DET,L 20-23,,,,,,,,
9,1983,1983-11-27,13,24.226,GNB,@,ATL,L 41-47,,,,,,,,
10,1983,1983-12-04,14,24.233,GNB,,CHI,W 31-28,,,,,,,,
11,1983,1983-12-12,15,24.241,GNB,@,TAM,W 12-9,,,,,,,,
12,1983,1983-12-18,16,24.247,GNB,@,CHI,L 21-23,,,,,,,,
13,1984,1984-09-02,1,25.140,GNB,,STL,W 24-23,3,3,100.0,1,2,50.0,0,6
14,1984,1984-09-09,2,25.147,GNB,@,RAI,L 7-28,1,1,100.0,,,,0,1
15,1984,1984-09-16,3,25.154,GNB,,CHI,L 7-9,1,1,100.0,,1,0.0,0,1
16,1984,1984-09-23,4,25.161,GNB,@,DAL,L 6-20,,1,0.0,,1,0.0,0,0
17,1984,1984-09-30,5,25.168,GNB,@,TAM,L 27-30,3,3,100.0,2,3,66.7,0,9
18,1984,1984-10-07,6,25.175,GNB,,SDG,L 28-34,4,4,100.0,,,,0,4
19,1984,1984-10-15,7,25.183,GNB,@,DEN,L 14-17,2,2,100.0,,2,0.0,0,2
