ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-05,5,22.343,ARI,,BUF,W 41-17,,7,6,42,7.00,0,85.7%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2008,2008-10-12,6,22.350,ARI,,DAL,W 30-24,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2008,2008-10-26,7,22.364,ARI,@,CAR,L 23-27,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2008,2008-12-07,13,23.040,ARI,,STL,W 34-10,,,,,,,0.0%,,,,,,,,,,,,,,
5,2008,2008-12-14,14,23.047,ARI,,MIN,L 14-35,,,,,,,0.0%,,,,,,,,,,,,,,
6,2008,2008-12-21,15,23.054,ARI,@,NWE,L 7-47,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2008,2008-12-28,16,23.061,ARI,,SEA,W 34-21,,4,4,29,7.25,0,100.0%,7.25,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2009,2009-11-08,8,24.011,ARI,@,CHI,W 41-21,,4,4,31,7.75,0,100.0%,7.75,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2009,2009-11-15,9,24.018,ARI,,SEA,W 31-20,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2009,2009-11-22,10,24.025,ARI,@,STL,W 21-13,,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2009,2009-11-29,11,24.032,ARI,@,TEN,L 17-20,,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2009,2009-12-06,12,24.039,ARI,,MIN,W 30-17,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,1
13,2009,2009-12-14,13,24.047,ARI,@,SFO,L 9-24,,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2009,2009-12-20,14,24.053,ARI,@,DET,W 31-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,1
15,2009,2009-12-27,15,24.060,ARI,,STL,W 31-10,,2,2,43,21.50,1,100.0%,21.50,0,0,,0,0,0,,0,1,6,0.0,0,0
16,2009,2010-01-03,16,24.067,ARI,,GNB,L 7-33,,5,4,28,7.00,0,80.0%,5.60,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2010,2010-09-12,1,24.319,ARI,@,STL,W 17-13,,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2010,2010-10-24,6,24.361,ARI,@,SEA,L 10-22,*,8,2,33,16.50,0,25.0%,4.13,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2010,2010-10-31,7,25.003,ARI,,TAM,L 35-38,,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2010,2010-11-07,8,25.010,ARI,@,MIN,L 24-27,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2010,2010-11-14,9,25.017,ARI,,SEA,L 18-36,,10,6,71,11.83,1,60.0%,7.10,1,2,2.00,0,0,0,,0,1,6,0.0,0,0
22,2010,2010-11-21,10,25.024,ARI,@,KAN,L 13-31,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2010,2010-11-29,11,25.032,ARI,,SFO,L 6-27,*,10,5,60,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,1,0
24,2010,2010-12-05,12,25.038,ARI,,STL,L 6-19,,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,0.0,1,0
25,2010,2010-12-12,13,25.045,ARI,,DEN,W 43-13,*,8,2,24,12.00,0,25.0%,3.00,1,3,3.00,0,0,0,,0,0,0,0.0,0,0
26,2010,2010-12-19,14,25.052,ARI,@,CAR,L 12-19,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2011,2011-09-11,1,25.318,ARI,,CAR,W 28-21,,3,3,105,35.00,1,100.0%,35.00,0,0,,0,0,0,,0,1,6,0.0,0,0
28,2011,2011-09-18,2,25.325,ARI,@,WAS,L 21-22,*,6,2,20,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2011,2011-09-25,3,25.332,ARI,@,SEA,L 10-13,*,6,5,50,10.00,0,83.3%,8.33,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2011,2011-10-02,4,25.339,ARI,,NYG,L 27-31,,6,3,42,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,1
31,2011,2011-10-09,5,25.346,ARI,@,MIN,L 10-34,*,16,8,92,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,0.0,1,0
32,2011,2011-10-23,6,25.360,ARI,,PIT,L 20-32,,5,5,30,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0
33,2011,2011-10-30,7,26.002,ARI,@,BAL,L 27-30,*,6,2,20,10.00,1,33.3%,3.33,0,0,,0,0,0,,0,1,6,0.0,0,0
34,2011,2011-11-06,8,26.009,ARI,,STL,W 19-13,,6,6,78,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2011,2011-11-13,9,26.016,ARI,@,PHI,W 21-17,,4,2,24,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0
36,2011,2011-11-20,10,26.023,ARI,@,SFO,L 7-23,,10,6,50,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2011,2011-11-27,11,26.030,ARI,@,STL,W 23-20,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2011,2011-12-04,12,26.037,ARI,,DAL,W 19-13,,6,2,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2011,2011-12-11,13,26.044,ARI,,SFO,W 21-19,*,4,3,73,24.33,1,75.0%,18.25,0,0,,0,0,0,,0,1,6,0.0,0,0
40,2011,2011-12-18,14,26.051,ARI,,CLE,W 20-17,,9,3,37,12.33,0,33.3%,4.11,0,0,,0,0,0,,0,0,0,0.0,1,0
41,2011,2011-12-24,15,26.057,ARI,@,CIN,L 16-23,,6,2,47,23.50,0,33.3%,7.83,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2011,2012-01-01,16,26.065,ARI,,SEA,W 23-20,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2012,2012-09-09,1,26.317,ARI,,SEA,W 20-16,,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2012,2012-09-16,2,26.324,ARI,@,NWE,W 20-18,,4,3,21,7.00,0,75.0%,5.25,0,0,,0,1,18,18.00,0,0,0,0.0,0,0
45,2012,2012-09-23,3,26.331,ARI,,PHI,W 27-6,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2012,2012-09-30,4,26.338,ARI,,MIA,W 24-21,,7,4,31,7.75,0,57.1%,4.43,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2012,2012-10-04,5,26.342,ARI,@,STL,L 3-17,*,7,3,29,9.67,0,42.9%,4.14,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2012,2012-10-14,6,26.352,ARI,,BUF,L 16-19,,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2012,2012-10-21,7,26.359,ARI,@,MIN,L 14-21,,6,3,19,6.33,0,50.0%,3.17,2,9,4.50,0,0,0,,0,0,0,0.0,0,0
50,2012,2012-10-29,8,27.001,ARI,,SFO,L 3-24,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2012,2012-11-04,9,27.007,ARI,@,GNB,L 17-31,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2012,2012-11-18,10,27.021,ARI,@,ATL,L 19-23,,7,5,28,5.60,0,71.4%,4.00,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2012,2012-12-02,12,27.035,ARI,@,NYJ,L 6-7,*,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2012,2012-12-09,13,27.042,ARI,@,SEA,L 0-58,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,0.0,0,0
