ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1979,1979-09-02,1,23.132,MIA,@,BUF,W 9-7,,1,0.0,1,3,33.3,0,3,0,0,,0
2,1979,1979-09-09,2,23.139,MIA,,SEA,W 19-10,1,2,50.0,2,2,100.0,0,7,0,0,,0
3,1979,1979-09-16,3,23.146,MIA,@,MIN,W 27-12,3,4,75.0,,,,0,3,,,,
4,1979,1979-09-23,4,23.153,MIA,,CHI,W 31-16,4,4,100.0,1,3,33.3,0,7,0,0,,0
5,1979,1979-09-30,5,23.160,MIA,@,NYJ,L 27-33,3,3,100.0,2,2,100.0,0,9,0,0,,0
6,1979,1979-10-08,6,23.168,MIA,@,OAK,L 3-13,,,,1,1,100.0,0,3,0,0,,0
7,1979,1979-10-14,7,23.174,MIA,,BUF,W 17-7,2,2,100.0,1,2,50.0,0,5,1,31,31.00,0
8,1979,1979-10-21,8,23.181,MIA,@,NWE,L 13-28,1,1,100.0,2,2,100.0,0,7,0,0,,0
9,1979,1979-10-28,9,23.188,MIA,,GNB,W 27-7,3,3,100.0,2,3,66.7,0,9,0,0,,0
10,1979,1979-11-05,10,23.196,MIA,,HOU,L 6-9,,,,2,2,100.0,0,6,0,0,,0
11,1979,1979-11-11,11,23.202,MIA,,BAL,W 19-0,1,2,50.0,2,2,100.0,0,7,0,0,,0
12,1979,1979-11-18,12,23.209,MIA,@,CLE,L 24-30,3,3,100.0,1,1,100.0,0,6,0,0,,0
13,1979,1979-11-25,13,23.216,MIA,@,BAL,W 28-24,4,4,100.0,,,,0,4,,,,
14,1979,1979-11-29,14,23.220,MIA,,NWE,W 39-24,4,4,100.0,3,3,100.0,0,13,0,0,,0
15,1979,1979-12-09,15,23.230,MIA,@,DET,W 28-10,4,4,100.0,,,,0,4,,,,
