ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1980,1980-09-21,3,24.082,CIN,,PIT,W 30-28,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
2,1980,1980-09-28,4,24.089,CIN,,HOU,L 10-13,0,0,,0,0,0,,0,2,31,15.50,0,2,23,11.50,0,0,0
3,1980,1980-10-05,5,24.096,CIN,@,GNB,L 9-14,0,0,,0,0,0,,0,3,98,32.67,0,3,16,5.33,0,0,0
4,1980,1980-10-12,6,24.103,CIN,@,PIT,W 17-16,0,0,,0,0,0,,0,2,42,21.00,0,1,6,6.00,0,0,0
5,1980,1980-10-19,7,24.110,CIN,,MIN,W 14-0,0,0,,0,0,0,,0,1,33,33.00,0,4,8,2.00,0,0,0
6,1980,1980-10-26,8,24.117,CIN,@,HOU,L 3-23,0,0,,0,0,0,,0,6,88,14.67,0,3,59,19.67,0,0,0
7,1980,1980-11-02,9,24.124,CIN,,SDG,L 14-31,0,0,,0,0,0,,0,6,142,23.67,0,3,47,15.67,0,0,0
8,1980,1980-11-09,10,24.131,CIN,@,OAK,L 17-28,0,0,,0,0,0,,0,3,60,20.00,0,1,12,12.00,0,0,0
9,1980,1980-11-16,11,24.138,CIN,,BUF,L 0-14,1,12,12.00,0,0,0,,0,3,63,21.00,0,3,16,5.33,0,0,0
10,1980,1980-11-23,12,24.145,CIN,@,CLE,L 7-31,0,0,,0,0,0,,0,2,31,15.50,0,2,14,7.00,0,0,0
11,1980,1980-11-30,13,24.152,CIN,@,KAN,W 20-6,0,0,,0,0,0,,0,3,50,16.67,0,0,0,,0,0,0
12,1980,1980-12-07,14,24.159,CIN,,BAL,W 34-33,0,0,,0,0,0,,0,5,76,15.20,0,4,7,1.75,0,0,0
