ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1984,1984-09-02,1,23.021,RAI,@,HOU,W 24-14,
2,1984,1984-09-09,2,23.028,RAI,,GNB,W 28-7,
3,1984,1984-09-16,3,23.035,RAI,@,KAN,W 22-20,
4,1984,1984-11-25,13,23.105,RAI,,IND,W 21-7,
5,1987,1987-10-04,3,26.053,NOR,,RAM,W 37-10,
6,1987,1987-10-11,4,26.060,NOR,@,STL,L 19-24,
7,1987,1987-10-18,5,26.067,NOR,@,CHI,W 19-17,2.0
