ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1995,1995-09-03,1,27.079,WAS,,ARI,W 27-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,179,44.75,0
2,1995,1995-09-10,2,27.086,WAS,,OAK,L 8-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,77,38.50,0
3,1995,1995-09-17,3,27.093,WAS,@,DEN,L 31-38,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,98,49.00,0
4,1995,1995-09-24,4,27.100,WAS,@,TAM,L 6-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,164,41.00,0
5,1995,1995-10-01,5,27.107,WAS,,DAL,W 27-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,121,40.33,0
6,1995,1995-10-08,6,27.114,WAS,@,PHI,L 34-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,204,40.80,0
7,1995,1995-10-15,7,27.121,WAS,@,ARI,L 20-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,171,42.75,0
8,1995,1995-10-22,8,27.128,WAS,,DET,W 36-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,269,44.83,0
9,1995,1995-10-29,9,27.135,WAS,,NYG,L 15-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,145,48.33,0
10,1995,1995-11-05,10,27.142,WAS,@,KAN,L 3-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,10,397,39.70,0
11,1995,1995-11-19,11,27.156,WAS,,SEA,L 20-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,189,37.80,0
12,1995,1995-11-26,12,27.163,WAS,,PHI,L 7-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,197,39.40,0
13,1995,1995-12-03,13,27.170,WAS,@,DAL,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,273,45.50,0
14,1995,1995-12-10,14,27.177,WAS,@,NYG,L 13-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,144,48.00,0
15,1995,1995-12-17,15,27.184,WAS,@,STL,W 35-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,231,46.20,0
16,1995,1995-12-24,16,27.191,WAS,,CAR,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,281,40.14,0
17,1996,1996-09-01,1,28.077,WAS,,PHI,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,341,48.71,0
18,1996,1996-09-08,2,28.084,WAS,,CHI,W 10-3,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,340,42.50,0
19,1996,1996-09-15,3,28.091,WAS,@,NYG,W 31-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,177,44.25,0
20,1996,1996-09-22,4,28.098,WAS,@,STL,W 17-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,283,47.17,0
21,1996,1996-09-29,5,28.105,WAS,,NYJ,W 31-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,87,43.50,0
22,1996,1996-10-13,6,28.119,WAS,@,NWE,W 27-22,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,221,44.20,0
23,1996,1996-10-20,7,28.126,WAS,,NYG,W 31-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,216,43.20,0
24,1996,1996-10-27,8,28.133,WAS,,IND,W 31-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,78,39.00,0
25,1996,1996-11-03,9,28.140,WAS,@,BUF,L 13-38,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,297,42.43,0
26,1996,1996-11-10,10,28.147,WAS,,ARI,L 34-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,288,48.00,0
27,1996,1996-11-17,11,28.154,WAS,@,PHI,W 26-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,149,49.67,0
28,1996,1996-11-24,12,28.161,WAS,,SFO,L 16-19,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,128,42.67,0
29,1996,1996-11-28,13,28.165,WAS,@,DAL,L 10-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,305,50.83,0
30,1996,1996-12-08,14,28.175,WAS,@,TAM,L 10-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,137,45.67,0
31,1996,1996-12-15,15,28.182,WAS,@,ARI,L 26-27,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,,,5,231,46.20,0
32,1996,1996-12-22,16,28.189,WAS,,DAL,W 37-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,108,36.00,0
33,1997,1997-08-31,1,29.076,WAS,@,CAR,W 24-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,254,42.33,0
34,1997,1997-09-07,2,29.083,WAS,@,PIT,L 13-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,1,44,44.00,0
35,1997,1997-09-14,3,29.090,WAS,,ARI,W 19-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,349,49.86,1
36,1997,1997-09-28,4,29.104,WAS,,JAX,W 24-12,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,85,42.50,0
37,1997,1997-10-05,5,29.111,WAS,@,PHI,L 10-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,313,44.71,0
38,1997,1997-10-13,6,29.119,WAS,,DAL,W 21-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,344,49.14,0
39,1997,1997-10-19,7,29.125,WAS,@,TEN,L 14-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,154,51.33,0
40,1997,1997-10-26,8,29.132,WAS,,BAL,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,223,44.60,0
41,1997,1997-11-02,9,29.139,WAS,@,CHI,W 31-8,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,119,39.67,0
42,1997,1997-11-09,10,29.146,WAS,,DET,W 30-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,335,47.86,0
43,1997,1997-11-16,11,29.153,WAS,@,DAL,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,331,41.38,0
44,1997,1997-11-23,12,29.160,WAS,,NYG,T 7-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,9,365,40.56,0
45,1997,1997-11-30,13,29.167,WAS,,STL,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,295,49.17,0
