ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1980,1980-09-07,1,22.197,CLE,@,NWE,L 17-34,,,,,,,,,,,,,,,,,,,,,,
2,1980,1980-09-15,2,22.205,CLE,,HOU,L 7-16,,,,,,,,,,,,,,,,,,,,,,
3,1980,1980-09-21,3,22.211,CLE,,KAN,W 20-13,,,,,,,,,,,,,,,,,,,,,,
4,1980,1980-09-28,4,22.218,CLE,@,TAM,W 34-27,,,,,,,,,,,,,,,,,,,,,,
5,1980,1980-10-05,5,22.225,CLE,,DEN,L 16-19,,,,,,,,,,,,,,,,,,,,,,
6,1980,1980-10-12,6,22.232,CLE,@,SEA,W 27-3,,,,,,,,,,,,,,,,,,,,,,
7,1980,1980-10-19,7,22.239,CLE,,GNB,W 26-21,,,,,,,,,,,,,,,,,,,,,,
8,1980,1980-10-26,8,22.246,CLE,,PIT,W 27-26,,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,0,0
9,1980,1980-11-03,9,22.254,CLE,,CHI,W 27-21,,,,,,,,,,,,,,,,,,,,,,
10,1980,1980-11-09,10,22.260,CLE,@,BAL,W 28-27,,0,0,,0,0,0,,0,0,,,1,-2,-2.00,0,0,0,,0,0,0
11,1980,1980-11-16,11,22.267,CLE,@,PIT,L 13-16,,,,,,,,,,,,,,,,,,,,,,
12,1980,1980-11-23,12,22.274,CLE,,CIN,W 31-7,,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,0,0
13,1980,1980-11-30,13,22.281,CLE,@,HOU,W 17-14,,,,,,,,,,,,,,,,,,,,,,
14,1980,1980-12-07,14,22.288,CLE,,NYJ,W 17-14,,,,,,,,,,,,,,,,,,,,,,
15,1980,1980-12-14,15,22.295,CLE,@,MIN,L 23-28,,,,,,,,,,,,,,,,,,,,,,
16,1981,1981-10-04,5,23.223,CLE,@,RAM,L 16-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
17,1981,1981-10-11,6,23.230,CLE,@,PIT,L 7-13,,8,16,50.00,106,0,1,45.3,0,0,6.63,3.81,0,0,,0,0,0,,0,0,0
18,1981,1981-10-18,7,23.237,CLE,,NOR,W 20-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
19,1981,1981-10-25,8,23.244,CLE,,BAL,W 42-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
20,1981,1981-11-01,9,23.251,CLE,@,BUF,L 13-22,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
21,1981,1981-11-08,10,23.258,CLE,@,DEN,L 20-23,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
22,1981,1981-11-15,11,23.265,CLE,@,SFO,W 15-12,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
23,1981,1981-11-22,12,23.272,CLE,,PIT,L 10-32,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
24,1981,1981-11-29,13,23.279,CLE,,CIN,L 21-41,,3,6,50.00,60,1,0,125.0,0,0,10.00,13.33,0,0,,0,0,0,,0,0,0
25,1981,1981-12-03,14,23.283,CLE,@,HOU,L 13-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
26,1981,1981-12-12,15,23.292,CLE,,NYJ,L 13-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
27,1981,1981-12-20,16,23.300,CLE,@,SEA,L 21-42,,24,34,70.59,297,3,1,114.5,6,43,8.74,9.18,2,0,0.00,0,0,0,,0,0,0
28,1982,1982-09-12,1,24.201,CLE,@,SEA,W 21-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
29,1982,1982-09-19,2,24.208,CLE,,PHI,L 21-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
30,1982,1982-11-21,3,24.271,CLE,,NWE,W 10-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
31,1982,1982-11-25,4,24.275,CLE,@,DAL,L 14-31,,9,15,60.00,151,1,1,88.5,1,10,10.07,8.40,0,0,,0,0,0,,0,0,0
32,1982,1982-12-05,5,24.285,CLE,,SDG,L 13-30,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
33,1982,1982-12-12,6,24.292,CLE,@,CIN,L 10-23,,5,13,38.46,54,0,2,11.9,1,5,4.15,-2.77,0,0,,0,0,0,,0,0,0
34,1982,1982-12-19,7,24.299,CLE,,PIT,W 10-9,*,19,40,47.50,227,0,1,54.9,6,41,5.68,4.55,4,-5,-1.25,0,0,0,,0,0,0
35,1982,1982-12-26,8,24.306,CLE,@,HOU,W 20-14,*,18,34,52.94,248,1,0,86.4,2,19,7.29,7.88,2,-11,-5.50,0,0,0,,0,0,0
36,1982,1983-01-02,9,24.313,CLE,@,PIT,L 21-37,*,22,47,46.81,313,3,4,54.7,3,20,6.66,4.11,1,3,3.00,0,0,0,,0,0,0
37,1983,1983-09-04,1,25.193,CLE,,MIN,L 21-27,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,0
38,1983,1983-09-11,2,25.200,CLE,@,DET,W 31-26,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
39,1983,1983-09-15,3,25.204,CLE,,CIN,W 17-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
40,1983,1983-09-25,4,25.214,CLE,@,SDG,W 30-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
41,1983,1983-10-02,5,25.221,CLE,,SEA,L 9-24,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
42,1983,1983-10-09,6,25.228,CLE,,NYJ,W 10-7,,1,2,50.00,3,0,0,56.2,0,0,1.50,1.50,0,0,,0,0,0,,0,0,0
43,1983,1983-10-16,7,25.235,CLE,@,PIT,L 17-44,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
44,1983,1983-10-23,8,25.242,CLE,@,CIN,L 21-28,,1,1,100.00,-5,0,0,79.2,0,0,-5.00,-5.00,0,0,,0,0,0,,0,0,0
45,1983,1983-10-30,9,25.249,CLE,,HOU,W 25-19,*,19,41,46.34,209,1,2,49.7,3,20,5.10,3.39,2,7,3.50,0,0,0,,0,0,0
46,1983,1983-11-06,10,25.256,CLE,@,GNB,L 21-35,*,11,23,47.83,134,0,1,48.1,3,18,5.83,3.87,1,10,10.00,0,0,0,,0,0,0
47,1983,1983-11-13,11,25.263,CLE,,TAM,W 20-0,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
48,1983,1983-11-20,12,25.270,CLE,@,NWE,W 30-0,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
49,1983,1983-11-27,13,25.277,CLE,,BAL,W 41-23,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
50,1983,1983-12-04,14,25.284,CLE,@,DEN,L 6-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
51,1983,1983-12-11,15,25.291,CLE,@,HOU,L 27-34,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
52,1983,1983-12-18,16,25.298,CLE,,PIT,W 30-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
53,1984,1984-09-03,1,26.193,CLE,@,SEA,L 0-33,*,8,27,29.63,114,0,2,13.8,5,35,4.22,0.89,0,0,,0,0,0,,0,0,0
54,1984,1984-09-09,2,26.199,CLE,@,RAM,L 17-20,*,18,35,51.43,263,1,1,73.9,2,12,7.51,6.80,1,2,2.00,0,0,0,,0,0,0
55,1984,1984-09-16,3,26.206,CLE,,DEN,L 14-24,*,22,42,52.38,282,0,3,43.9,7,51,6.71,3.50,2,3,1.50,0,0,0,,0,0,0
56,1984,1984-09-23,4,26.213,CLE,,PIT,W 20-10,*,15,28,53.57,293,2,1,99.3,1,8,10.46,10.29,3,4,1.33,0,0,0,,0,0,0
57,1984,1984-09-30,5,26.220,CLE,@,KAN,L 6-10,*,17,38,44.74,186,0,4,20.2,11,78,4.89,0.16,0,0,,0,0,0,,0,0,0
58,1984,1984-10-07,6,26.227,CLE,,NWE,L 16-17,*,23,37,62.16,320,1,1,87.7,4,15,8.65,7.97,0,0,,0,0,0,,0,0,0
59,1984,1984-10-14,7,26.234,CLE,,NYJ,L 20-24,*,25,37,67.57,299,0,0,92.1,5,32,8.08,8.08,1,8,8.00,0,1,-4,-4.00,0,0,0
60,1984,1984-10-21,8,26.241,CLE,@,CIN,L 9-12,*,27,47,57.45,300,0,2,58.8,5,32,6.38,4.47,0,0,,0,0,0,,0,0,0
61,1984,1984-10-28,9,26.248,CLE,,NOR,L 14-16,*,16,23,69.57,193,2,0,124.0,2,14,8.39,10.13,1,0,0.00,0,0,0,,0,0,0
62,1984,1984-11-04,10,26.255,CLE,@,BUF,W 13-10,*,7,18,38.89,86,0,1,31.3,2,13,4.78,2.28,5,-3,-0.60,0,0,0,,0,0,0
63,1984,1984-11-11,11,26.262,CLE,,SFO,L 7-41,*,13,33,39.39,220,1,1,60.2,2,12,6.67,5.91,2,0,0.00,0,0,0,,0,0,0
64,1984,1984-11-18,12,26.269,CLE,@,ATL,W 23-7,*,13,23,56.52,205,2,1,97.2,1,4,8.91,8.70,2,-8,-4.00,0,0,0,,0,0,0
65,1984,1984-11-25,13,26.276,CLE,,HOU,W 27-10,*,16,26,61.54,151,3,1,100.0,1,9,5.81,6.38,1,-4,-4.00,0,0,0,,0,0,0
