ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1984,1984-09-03,1,23.178,SEA,,CLE,W 33-0,,,,,
2,1984,1984-09-09,2,23.184,SEA,,SDG,W 31-17,,,,,
3,1984,1984-09-16,3,23.191,SEA,@,NWE,L 23-38,,,,,
4,1984,1984-09-23,4,23.198,SEA,,CHI,W 38-9,,,,,
5,1984,1984-09-30,5,23.205,SEA,@,MIN,W 20-12,0,0,,0,0.5
6,1984,1984-10-07,6,23.212,SEA,@,RAI,L 14-28,,,,,
7,1984,1984-10-14,7,23.219,SEA,,BUF,W 31-28,,,,,
8,1984,1984-10-21,8,23.226,SEA,@,GNB,W 30-24,,,,,
9,1984,1984-11-04,10,23.240,SEA,,KAN,W 45-0,,,,,
10,1984,1984-11-25,13,23.261,SEA,@,DEN,W 27-24,,,,,
11,1984,1984-12-02,14,23.268,SEA,,DET,W 38-17,0,0,,0,1.0
12,1984,1984-12-09,15,23.275,SEA,@,KAN,L 7-34,,,,,
13,1984,1984-12-15,16,23.281,SEA,,DEN,L 14-31,,,,,
14,1985,1985-09-08,1,24.183,SEA,@,CIN,W 28-24,,,,,
15,1985,1985-09-15,2,24.190,SEA,@,SDG,W 49-35,,,,,
16,1985,1985-09-23,3,24.198,SEA,,RAM,L 24-35,,,,,
17,1985,1985-09-29,4,24.204,SEA,@,KAN,L 7-28,0,0,,0,2.0
18,1985,1985-10-06,5,24.211,SEA,,SDG,W 26-21,,,,,
19,1985,1985-10-13,6,24.218,SEA,,ATL,W 30-26,0,0,,0,1.0
20,1985,1985-10-20,7,24.225,SEA,@,DEN,L 10-13,,,,,
21,1985,1985-10-27,8,24.232,SEA,@,NYJ,L 14-17,0,0,,0,2.5
22,1985,1985-11-03,9,24.239,SEA,,RAI,W 33-3,0,0,,0,0.5
23,1985,1985-11-10,10,24.246,SEA,@,NOR,W 27-3,0,0,,0,1.0
24,1985,1985-11-17,11,24.253,SEA,,NWE,L 13-20,,,,,
25,1985,1985-11-25,12,24.261,SEA,@,SFO,L 6-19,,,,,
26,1985,1985-12-01,13,24.267,SEA,,KAN,W 24-6,0,0,,0,2.0
27,1985,1985-12-08,14,24.274,SEA,,CLE,W 31-13,0,0,,0,1.5
28,1985,1985-12-15,15,24.281,SEA,@,RAI,L 3-13,,,,,
29,1985,1985-12-20,16,24.286,SEA,,DEN,L 24-27,,,,,
30,1986,1986-09-07,1,25.182,SEA,,PIT,W 30-0,0,0,,0,
31,1986,1986-09-14,2,25.189,SEA,,KAN,W 23-17,0,0,,0,
32,1986,1986-09-21,3,25.196,SEA,@,NWE,W 38-31,0,0,,0,
33,1986,1986-09-28,4,25.203,SEA,@,WAS,L 14-19,0,0,,0,
34,1986,1986-10-06,5,25.211,SEA,,SDG,W 33-7,0,0,,0,1.0
35,1986,1986-10-12,6,25.217,SEA,@,RAI,L 10-14,0,0,,0,1.0
36,1986,1986-10-19,7,25.224,SEA,,NYG,W 17-12,0,0,,0,
37,1986,1986-10-26,8,25.231,SEA,@,DEN,L 13-20,0,0,,0,
38,1986,1986-11-02,9,25.238,SEA,,NYJ,L 7-38,0,0,,0,
39,1986,1986-11-09,10,25.245,SEA,@,KAN,L 7-27,0,0,,0,
40,1986,1986-11-16,11,25.252,SEA,@,CIN,L 7-34,1,13,13.00,0,0.0
41,1986,1986-11-23,12,25.259,SEA,,PHI,W 24-20,0,0,,0,
42,1986,1986-11-27,13,25.263,SEA,@,DAL,W 31-14,0,0,,0,
43,1986,1986-12-08,14,25.274,SEA,,RAI,W 37-0,0,0,,0,1.0
44,1986,1986-12-14,15,25.280,SEA,@,SDG,W 34-24,0,0,,0,1.0
45,1986,1986-12-20,16,25.286,SEA,,DEN,W 41-16,0,0,,0,
46,1987,1987-09-13,1,26.188,SEA,@,DEN,L 17-40,,,,,
47,1987,1987-09-20,2,26.195,SEA,,KAN,W 43-14,,,,,
48,1987,1987-10-25,6,26.230,SEA,@,RAI,W 35-13,,,,,
49,1987,1987-11-01,7,26.237,SEA,,MIN,W 28-17,,,,,
50,1987,1987-11-09,8,26.245,SEA,@,NYJ,L 14-30,,,,,
51,1987,1987-11-15,9,26.251,SEA,,GNB,W 24-13,,,,,
52,1987,1987-11-22,10,26.258,SEA,,SDG,W 34-3,,,,,
