ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,22.056,SFO,@,CLE,L 7-24,5,63,12.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,50,16.67,0,0,0
2,1978,1978-09-10,2,22.063,SFO,,CHI,L 13-16,3,18,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0
3,1978,1978-09-17,3,22.070,SFO,@,HOU,L 19-20,2,50,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0
4,1979,1979-09-02,1,23.055,SFO,@,MIN,L 22-28,,,,,,,,,,,,,,,,,,,,,,,,,
5,1979,1979-09-09,2,23.062,SFO,,DAL,L 13-21,,,,,,,,,,,,,,,,,,,,,,,,,
6,1979,1979-09-30,5,23.083,MIN,@,DET,W 13-10,,,,,,,,,,,,,,,,,,,,,,,,,
7,1979,1979-10-07,6,23.090,MIN,,DAL,L 20-36,,,,,,,,,,,,,,,,,,,,,,,,,
8,1979,1979-10-15,7,23.098,MIN,@,NYJ,L 7-14,,,,,,,,,,,,,,,,,,,,,,,,,
9,1979,1979-10-21,8,23.104,MIN,,CHI,W 30-27,,,,,,,,,,,,,,,,,,,,,,,,,
10,1979,1979-10-28,9,23.111,MIN,,TAM,L 10-12,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1979,1979-11-04,10,23.118,MIN,@,STL,L 7-37,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1979,1979-11-11,11,23.125,MIN,@,GNB,L 7-19,,,,,,,,,,,,,,,,,,,,,,,,,
13,1979,1979-11-18,12,23.132,MIN,,DET,W 14-7,,,,,,,,,,,,,,,,,,,,,,,,,
14,1979,1979-11-25,13,23.139,MIN,@,TAM,W 23-22,1,26,26.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
15,1979,1979-12-02,14,23.146,MIN,@,RAM,L 21-27,1,36,36.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
16,1979,1979-12-09,15,23.153,MIN,,BUF,W 10-3,,,,,,,,,,,,,,,,,,,,,,,,,
17,1979,1979-12-16,16,23.160,MIN,@,NWE,L 23-27,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1980,1980-09-07,1,24.060,MIN,,ATL,W 24-23,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1980,1980-09-14,2,24.067,MIN,,PHI,L 7-42,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1980,1980-09-21,3,24.074,MIN,@,CHI,W 34-14,,,,,,,,,,,,,,,,,,,,,,,,,
21,1980,1980-09-28,4,24.081,MIN,@,DET,L 7-27,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1980,1980-10-05,5,24.088,MIN,,PIT,L 17-23,,,,,,,,,,,,,,,,,,,,,,,,,
