ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1967,1967-11-19,10,23.005,SFO,@,GNB,L 0-13,1,2,2.00,0,0,0,,0
2,1968,1968-12-15,14,24.031,SFO,@,ATL,W 14-12,0,0,,0,1,4,4.00,0
3,1969,1969-09-21,1,24.311,STL,@,DAL,L 3-24,0,0,,0,1,2,2.00,0
4,1969,1969-12-07,12,25.023,STL,@,NYG,L 6-49,0,0,,0,1,0,0.00,0
5,1970,1970-09-18,1,25.308,STL,@,RAM,L 13-34,,,,,,,,
6,1970,1970-09-27,2,25.317,STL,,WAS,W 27-17,,,,,,,,
7,1970,1970-10-25,6,25.345,STL,@,NYG,L 17-35,,,,,,,,
8,1970,1970-11-01,7,25.352,STL,,HOU,W 44-0,,,,,,,,
9,1970,1970-11-08,8,25.359,STL,,BOS,W 31-0,,,,,,,,
10,1970,1970-11-16,9,26.002,STL,@,DAL,W 38-0,,,,,,,,
11,1970,1970-11-22,10,26.008,STL,@,KAN,T 6-6,,,,,,,,
12,1970,1970-11-29,11,26.015,STL,,PHI,W 23-14,,,,,,,,
13,1970,1970-12-06,12,26.022,STL,@,DET,L 3-16,,,,,,,,
14,1970,1970-12-13,13,26.029,STL,,NYG,L 17-34,,,,,,,,
15,1970,1970-12-20,14,26.036,STL,@,WAS,L 27-28,,,,,,,,
16,1971,1971-09-19,1,26.309,HOU,@,CLE,L 0-31,,,,,,,,
17,1971,1971-09-26,2,26.316,HOU,,KAN,L 16-20,,,,,,,,
18,1971,1971-10-03,3,26.323,HOU,,NOR,T 13-13,,,,,,,,
19,1971,1971-10-10,4,26.330,HOU,@,WAS,L 13-22,,,,,,,,
20,1971,1971-10-17,5,26.337,HOU,,DET,L 7-31,,,,,,,,
21,1971,1971-10-24,6,26.344,HOU,@,PIT,L 16-23,,,,,,,,
22,1971,1971-10-31,7,26.351,HOU,,CIN,W 10-6,,,,,,,,
23,1971,1971-11-07,8,26.358,HOU,@,NWE,L 20-28,,,,,,,,
24,1971,1971-11-14,9,27.000,HOU,@,OAK,L 21-41,,,,,,,,
25,1971,1971-11-21,10,27.007,HOU,@,CIN,L 13-28,,,,,,,,
26,1971,1971-11-28,11,27.014,HOU,,CLE,L 24-37,,,,,,,,
27,1971,1971-12-05,12,27.021,HOU,,PIT,W 29-3,,,,,,,,
28,1971,1971-12-12,13,27.028,HOU,@,BUF,W 20-14,,,,,,,,
29,1971,1971-12-19,14,27.035,HOU,,SDG,W 49-33,,,,,,,,
30,1972,1972-10-01,3,27.322,SFO,@,NOR,W 37-2,,,,,,,,
31,1972,1972-10-08,4,27.329,SFO,@,RAM,L 7-31,,,,,,,,
32,1972,1972-10-15,5,27.336,SFO,,NYG,L 17-23,,,,,,,,
33,1972,1972-10-22,6,27.343,SFO,,NOR,T 20-20,,,,,,,,
34,1972,1972-10-29,7,27.350,SFO,@,ATL,W 49-14,,,,,,,,
35,1972,1972-11-05,8,27.357,SFO,@,GNB,L 24-34,,,,,,,,
36,1972,1972-11-12,9,27.364,SFO,,BAL,W 24-21,,,,,,,,
37,1972,1972-11-19,10,28.005,SFO,@,CHI,W 34-21,,,,,,,,
38,1972,1972-11-23,11,28.009,SFO,@,DAL,W 31-10,,,,,,,,
39,1972,1972-12-04,12,28.020,SFO,,RAM,L 16-26,,,,,,,,
40,1972,1972-12-10,13,28.026,SFO,,ATL,W 20-0,,,,,,,,
41,1972,1972-12-16,14,28.032,SFO,,MIN,W 20-17,,,,,,,,
42,1973,1973-09-16,1,28.306,SFO,@,MIA,L 13-21,,,,,,,,
43,1973,1973-09-23,2,28.313,SFO,@,DEN,W 36-34,,,,,,,,
44,1973,1973-09-30,3,28.320,SFO,,RAM,L 20-40,,,,,,,,
45,1973,1973-10-07,4,28.327,SFO,@,ATL,W 13-9,,,,,,,,
46,1973,1973-10-14,5,28.334,SFO,,MIN,L 13-17,,,,,,,,
47,1973,1973-10-21,6,28.341,SFO,,NOR,W 40-0,,,,,,,,
48,1973,1973-10-28,7,28.348,SFO,,ATL,L 3-17,0,0,,0,1,12,12.00,0
49,1973,1973-11-04,8,28.355,SFO,@,DET,L 20-30,,,,,,,,
50,1973,1973-11-11,9,28.362,SFO,@,WAS,L 9-33,,,,,,,,
51,1973,1973-11-18,10,29.004,SFO,@,RAM,L 13-31,,,,,,,,
52,1973,1973-11-26,11,29.012,SFO,,GNB,W 20-6,,,,,,,,
53,1973,1973-12-02,12,29.018,SFO,,PHI,W 38-28,,,,,,,,
54,1973,1973-12-09,13,29.025,SFO,@,NOR,L 10-16,0,0,,0,1,5,5.00,0
55,1973,1973-12-15,14,29.031,SFO,,PIT,L 14-37,,,,,,,,
