ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,22.316,NOR,,RAM,W 37-10,0,0,,0,0.0,1,8,0
2,1987,1987-10-11,4,22.323,NOR,@,STL,L 19-24,,,,,,,,
3,1987,1987-10-18,5,22.330,NOR,@,CHI,W 19-17,,,,,,,,
4,1987,1987-10-25,6,22.337,NOR,,SFO,L 22-24,,,,,,,,
5,1987,1987-11-01,7,22.344,NOR,@,ATL,W 38-0,,,,,,,,
6,1987,1987-11-08,8,22.351,NOR,@,RAM,W 31-14,,,,,,,,
7,1987,1987-11-15,9,22.358,NOR,@,SFO,W 26-24,,,,,,,,
8,1987,1987-11-22,10,23.000,NOR,,NYG,W 23-14,0,0,,0,0.0,2,4,0
9,1987,1987-11-29,11,23.007,NOR,@,PIT,W 20-16,,,,,,,,
10,1987,1987-12-06,12,23.014,NOR,,TAM,W 44-34,,,,,,,,
11,1987,1987-12-13,13,23.021,NOR,,HOU,W 24-10,,,,,,,,
12,1987,1987-12-20,14,23.028,NOR,@,CIN,W 41-24,,,,,,,,
13,1987,1987-12-27,15,23.035,NOR,,GNB,W 33-24,,,,,,,,
14,1988,1988-09-04,1,23.287,NOR,,SFO,L 33-34,0,0,,0,,,,
15,1988,1988-09-11,2,23.294,NOR,@,ATL,W 29-21,0,0,,0,0.0,1,0,0
16,1988,1988-09-18,3,23.301,NOR,@,DET,W 22-14,2,54,27.00,0,0.0,1,2,0
17,1988,1988-09-25,4,23.308,NOR,,TAM,W 13-9,2,84,42.00,0,0.0,0,0,0
18,1988,1988-10-03,5,23.316,NOR,,DAL,W 20-17,0,0,,0,,,,
19,1988,1988-10-09,6,23.322,NOR,@,SDG,W 23-17,0,0,,0,,,,
20,1988,1988-10-16,7,23.329,NOR,@,SEA,W 20-19,0,0,,0,,,,
21,1988,1988-10-23,8,23.336,NOR,,RAI,W 20-6,1,24,24.00,0,0.0,0,0,0
22,1988,1988-10-30,9,23.343,NOR,,RAM,L 10-12,2,37,18.50,0,0.0,0,0,0
23,1988,1988-11-06,10,23.350,NOR,@,WAS,L 24-27,0,0,,0,0.0,1,40,0
24,1988,1988-11-13,11,23.357,NOR,@,RAM,W 14-10,1,7,7.00,0,0.0,1,0,0
25,1988,1988-11-20,12,23.364,NOR,,DEN,W 42-0,0,0,,0,,,,
26,1988,1988-11-27,13,24.005,NOR,,NYG,L 12-13,4,75,18.75,0,0.0,0,0,0
27,1988,1988-12-04,14,24.012,NOR,@,MIN,L 3-45,0,0,,0,,,,
28,1988,1988-12-11,15,24.019,NOR,@,SFO,L 17-30,4,58,14.50,0,0.0,0,0,0
29,1988,1988-12-18,16,24.026,NOR,,ATL,W 10-9,4,85,21.25,0,0.0,0,0,0
