ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-09-20,1,23.269,BAL,@,SDG,W 16-14,10,43,4.30,1,2,22,11.00,0,0,0,,0,1,6
2,1970,1970-09-28,2,23.277,BAL,,KAN,L 24-44,15,33,2.20,0,1,6,6.00,0,0,0,,0,0,0
3,1970,1970-10-04,3,23.283,BAL,@,BOS,W 14-6,14,53,3.79,0,4,52,13.00,0,0,0,,0,0,0
4,1970,1970-10-11,4,23.290,BAL,@,HOU,W 24-20,9,24,2.67,0,0,0,,0,0,0,,0,0,0
5,1970,1970-10-18,5,23.297,BAL,@,NYJ,W 29-22,8,7,0.88,0,1,10,10.00,0,0,0,,0,0,0
6,1970,1970-11-01,7,23.311,BAL,,MIA,W 35-0,9,28,3.11,1,1,15,15.00,0,0,0,,0,1,6
7,1970,1970-11-09,8,23.319,BAL,@,GNB,W 13-10,21,69,3.29,0,0,0,,0,0,0,,0,0,0
8,1970,1970-11-15,9,23.325,BAL,,BUF,T 17-17,22,86,3.91,0,1,9,9.00,0,0,0,,0,0,0
9,1970,1970-11-22,10,23.332,BAL,@,MIA,L 17-34,10,58,5.80,0,1,9,9.00,0,0,0,,0,0,0
10,1970,1970-11-29,11,23.339,BAL,,CHI,W 21-20,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0
11,1970,1970-12-13,13,23.353,BAL,@,BUF,W 20-14,15,18,1.20,1,0,0,,0,0,0,,0,1,6
12,1970,1970-12-19,14,23.359,BAL,,NYJ,W 35-20,5,12,2.40,0,0,0,,0,0,0,,0,0,0
13,1971,1971-09-19,1,24.268,BAL,,NYJ,W 22-0,22,198,9.00,1,0,0,,0,0,0,,0,1,6
14,1971,1971-09-26,2,24.275,BAL,,CLE,L 13-14,11,63,5.73,0,0,0,,0,0,0,,0,0,0
15,1971,1971-10-03,3,24.282,BAL,@,NWE,W 23-3,,,,,,,,,,,,,,
16,1971,1971-10-10,4,24.289,BAL,@,BUF,W 43-0,11,51,4.64,1,2,37,18.50,1,0,0,,0,2,12
17,1971,1971-10-17,5,24.296,BAL,@,NYG,W 31-7,15,108,7.20,1,1,27,27.00,1,0,0,,0,2,12
18,1971,1971-10-25,6,24.304,BAL,@,MIN,L 3-10,18,83,4.61,0,6,62,10.33,0,0,0,,0,0,0
19,1971,1971-10-31,7,24.310,BAL,,PIT,W 34-21,9,6,0.67,1,1,-3,-3.00,0,0,0,,0,1,6
20,1971,1971-11-08,8,24.318,BAL,,RAM,W 24-17,7,28,4.00,0,1,10,10.00,0,0,0,,0,0,0
21,1971,1971-11-14,9,24.324,BAL,@,NYJ,W 14-13,9,5,0.56,0,0,0,,0,0,0,,0,0,0
22,1971,1971-11-21,10,24.331,BAL,@,MIA,L 14-17,8,23,2.88,1,5,41,8.20,0,0,0,,0,1,6
23,1971,1971-11-28,11,24.338,BAL,@,OAK,W 37-14,13,83,6.38,2,1,6,6.00,0,0,0,,0,2,12
