ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1966,1966-09-11,1,24.220,ATL,,RAM,L 14-19,2,2,100.0,,1,0.0,0,2
2,1967,1967-09-17,1,25.226,ATL,@,BAL,L 31-38,4,4,100.0,1,2,50.0,0,7
3,1967,1967-09-24,2,25.233,ATL,@,SFO,L 7-38,1,1,100.0,,,,0,1
4,1967,1967-10-01,3,25.240,ATL,@,GNB,L 0-23,,,,,2,0.0,0,0
5,1967,1967-10-08,4,25.247,ATL,,PHI,L 7-38,1,1,100.0,,1,0.0,0,1
6,1967,1967-10-15,5,25.254,ATL,,WAS,T 20-20,2,2,100.0,2,2,100.0,0,8
7,1967,1967-10-22,6,25.261,ATL,@,DET,L 3-24,,,,1,1,100.0,0,3
8,1967,1967-10-29,7,25.268,ATL,,MIN,W 21-20,3,3,100.0,,,,0,3
9,1967,1967-11-05,8,25.275,ATL,@,DAL,L 7-37,1,1,100.0,,1,0.0,0,1
10,1967,1967-11-12,9,25.282,ATL,,BAL,L 7-49,1,1,100.0,,,,0,1
11,1967,1967-11-19,10,25.289,ATL,,RAM,L 3-31,,,,1,2,50.0,0,3
12,1967,1967-11-26,11,25.296,ATL,@,NOR,L 24-27,3,3,100.0,1,2,50.0,0,6
13,1967,1967-12-03,12,25.303,ATL,@,RAM,L 3-20,,,,1,2,50.0,0,3
14,1967,1967-12-10,13,25.310,ATL,,SFO,L 28-34,4,4,100.0,,2,0.0,0,4
15,1967,1967-12-17,14,25.317,ATL,,CHI,L 14-23,2,2,100.0,,1,0.0,0,2
