ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1992,1992-10-11,5,22.279,CLE,,PIT,W 17-9,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
2,1992,1992-12-27,16,22.356,CLE,@,PIT,L 13-23,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1993,1993-09-05,1,23.242,CLE,,CIN,W 27-14,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1993,1993-09-13,2,23.250,CLE,,SFO,W 23-13,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1993,1993-12-12,13,23.340,CLE,@,HOU,L 17-19,,3,2,55,27.50,0,66.7%,18.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
6,1993,1993-12-19,14,23.347,CLE,,NWE,L 17-20,,5,4,51,12.75,2,80.0%,10.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
7,1993,1993-12-26,15,23.354,CLE,@,RAM,W 42-14,,4,4,72,18.00,2,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
8,1993,1994-01-02,16,23.361,CLE,@,PIT,L 9-16,,4,3,56,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
9,1994,1994-09-04,1,24.241,CLE,@,CIN,W 28-20,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
10,1994,1994-09-18,3,24.255,CLE,,ARI,W 32-0,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1994,1994-09-25,4,24.262,CLE,@,IND,W 21-14,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1994,1994-10-02,5,24.269,CLE,,NYJ,W 27-7,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1994,1994-10-13,6,24.280,CLE,@,HOU,W 11-8,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1994,1994-10-23,7,24.290,CLE,,CIN,W 37-13,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
15,1994,1994-10-30,8,24.297,CLE,@,DEN,L 14-26,,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,1994,1994-11-06,9,24.304,CLE,,NWE,W 13-6,,7,4,80,20.00,0,57.1%,11.43,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
17,1994,1994-11-13,10,24.311,CLE,@,PHI,W 26-7,,4,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
18,1994,1994-11-20,11,24.318,CLE,@,KAN,L 13-20,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
19,1994,1994-11-27,12,24.325,CLE,,HOU,W 34-10,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1994,1994-12-10,14,24.338,CLE,@,DAL,W 19-14,,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1994,1994-12-24,16,24.352,CLE,,SEA,W 35-9,,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
22,1995,1995-09-03,1,25.240,CLE,@,NWE,L 14-17,,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,,,,,5,108,21.60,0,2,21,10.50,0,0,0
