ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1994,1994-09-04,1,22.299,NOR,,KAN,L 17-30,,,,,,0.0%,
2,1994,1994-09-11,2,22.306,NOR,,WAS,L 24-38,,,,,,0.0%,
3,1994,1994-09-18,3,22.313,NOR,@,TAM,W 9-7,,,,,,0.0%,
4,1994,1994-09-25,4,22.320,NOR,@,SFO,L 13-24,,,,,,0.0%,
5,1994,1994-10-02,5,22.327,NOR,,NYG,W 27-22,,,,,,0.0%,
6,1994,1994-10-16,7,22.341,NOR,,SDG,L 22-36,,,,,,0.0%,
7,1994,1994-10-23,8,22.348,NOR,,RAM,W 37-34,,,,,,0.0%,
8,1995,1995-09-03,1,23.298,NOR,,SFO,L 22-24,,0,0,,0,0.0%,
9,1995,1995-09-10,2,23.305,NOR,@,STL,L 13-17,,0,0,,0,0.0%,
10,1995,1995-09-17,3,23.312,NOR,,ATL,L 24-27,,0,0,,0,0.0%,
11,1995,1995-10-01,5,23.326,NOR,,PHI,L 10-15,,0,0,,0,0.0%,
12,1995,1995-10-15,6,23.340,NOR,,MIA,W 33-30,0,0,0,,0,0.0%,
13,1995,1995-10-22,7,23.347,NOR,@,CAR,L 3-20,5,4,50,12.50,0,80.0%,10.00
14,1995,1995-12-10,14,24.031,NOR,@,ATL,L 14-19,,0,0,,0,0.0%,
15,1995,1995-12-24,16,24.045,NOR,@,NYJ,W 12-0,0,0,0,,0,0.0%,
