ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1971,1971-09-19,1,23.284,ATL,,SFO,W 20-17,0,0,,0,2,2,100.0,2,3,66.7,0,8,4,160,40.00,0
2,1971,1971-09-26,2,23.291,ATL,@,RAM,T 20-20,0,0,,0,2,2,100.0,2,4,50.0,0,8,2,59,29.50,0
3,1971,1971-10-03,3,23.298,ATL,@,DET,L 38-41,0,0,,0,5,5,100.0,1,1,100.0,0,8,1,37,37.00,0
4,1971,1971-10-10,4,23.305,ATL,,STL,L 9-26,0,0,,0,,1,0.0,1,1,100.0,0,3,4,143,35.75,0
5,1971,1971-10-17,5,23.312,ATL,,RAM,L 16-24,0,0,,0,1,2,50.0,1,1,100.0,0,4,5,178,35.60,0
6,1971,1971-10-24,6,23.319,ATL,,NOR,W 28-6,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
7,1971,1971-10-31,7,23.326,ATL,@,CLE,W 31-14,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
8,1971,1971-11-07,8,23.333,ATL,@,CIN,W 9-6,0,0,,0,,1,0.0,1,2,50.0,0,3,0,0,,0
9,1971,1971-11-14,9,23.340,ATL,,NYG,L 17-21,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
10,1971,1971-11-22,10,23.348,ATL,,GNB,W 28-21,0,0,,0,2,3,66.7,,1,0.0,0,2,0,0,,0
11,1971,1971-11-28,11,23.354,ATL,@,MIN,L 7-24,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
12,1971,1971-12-05,12,23.361,ATL,,OAK,W 24-13,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
13,1971,1971-12-12,13,24.003,ATL,@,SFO,L 3-24,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
14,1971,1971-12-19,14,24.010,ATL,@,NOR,W 24-20,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
15,1972,1972-09-17,1,24.283,ATL,@,CHI,W 37-21,0,0,,0,4,4,100.0,3,3,100.0,0,13,0,0,,0
16,1972,1972-09-24,2,24.290,ATL,@,NWE,L 20-21,0,0,,0,2,2,100.0,2,4,50.0,0,8,0,0,,0
17,1972,1972-10-01,3,24.297,ATL,,RAM,W 31-3,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
18,1972,1972-10-08,4,24.304,ATL,,DET,L 23-26,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
19,1972,1972-10-15,5,24.311,ATL,@,NOR,W 21-14,0,0,,0,3,3,100.0,,,,0,3,,,,
20,1972,1972-10-22,6,24.318,ATL,@,GNB,W 10-9,1,-3,-3.00,0,1,1,100.0,1,3,33.3,0,4,0,0,,0
21,1972,1972-10-29,7,24.325,ATL,,SFO,L 14-49,0,0,,0,2,2,100.0,,,,0,2,,,,
22,1972,1972-11-05,8,24.332,ATL,@,RAM,L 7-20,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
23,1972,1972-11-12,9,24.339,ATL,,NOR,W 36-20,0,0,,0,4,4,100.0,2,3,66.7,0,10,0,0,,0
24,1972,1972-11-20,10,24.347,ATL,@,WAS,L 13-24,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
25,1972,1972-11-26,11,24.353,ATL,,DEN,W 23-20,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
26,1972,1972-12-03,12,24.360,ATL,,HOU,W 20-10,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
27,1972,1972-12-10,13,25.001,ATL,@,SFO,L 0-20,0,0,,0,,,,,2,0.0,0,0,0,0,,0
28,1972,1972-12-17,14,25.008,ATL,,KAN,L 14-17,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
29,1973,1973-09-16,1,25.281,NWE,,BUF,L 13-31,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
30,1973,1973-09-23,2,25.288,NWE,,KAN,L 7-10,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
31,1973,1973-09-30,3,25.295,NWE,@,MIA,L 23-44,0,0,,0,2,3,66.7,1,2,50.0,0,5,0,0,,0
