ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2002,2002-09-08,1,22.196,SEA,@,OAK,L 17-31,,0,,,,,0.0%,,,,,,,,,,,
2,2002,2002-09-15,2,22.203,SEA,,ARI,L 13-24,,,,,,,0.0%,,,,,,,,,,,
3,2002,2002-09-22,3,22.210,SEA,@,NYG,L 6-9,,,,,,,0.0%,,,,,,,,,,,
4,2002,2002-09-29,4,22.217,SEA,,MIN,W 48-23,,,,,,,0.0%,,,,,,,,,,,
5,2002,2002-10-14,5,22.232,SEA,,SFO,L 21-28,,0,,,,,0.0%,,,,,,,,,,,
6,2002,2002-10-20,6,22.238,SEA,@,STL,L 20-37,,0,,,,,0.0%,,,,,,,,,,,
7,2002,2002-11-03,8,22.252,SEA,,WAS,L 3-14,,,,,,,0.0%,,,,,,,,,,,
8,2002,2002-11-10,9,22.259,SEA,@,ARI,W 27-6,,1,1,16,16.00,1,100.0%,16.00,0,0,,0,0,0,,0,1,6
9,2002,2002-11-17,10,22.266,SEA,,DEN,L 9-31,,,,,,,0.0%,,,,,,,,,,,
10,2002,2002-11-24,11,22.273,SEA,,KAN,W 39-32,,,,,,,0.0%,,,,,,,,,,,
11,2002,2002-12-01,12,22.280,SEA,@,SFO,L 24-31,,,,,,,0.0%,,,,,,,,,,,
12,2002,2002-12-08,13,22.287,SEA,,PHI,L 20-27,,,,,,,0.0%,,,,,,,,,,,
13,2002,2002-12-15,14,22.294,SEA,@,ATL,W 30-24,,,,,,,0.0%,,,,,,,,,,,
14,2002,2002-12-22,15,22.301,SEA,,STL,W 30-10,,,,,,,0.0%,,,,,,,,,,,
15,2002,2002-12-29,16,22.308,SEA,@,SDG,W 31-28,,0,,,,,0.0%,,,,,,,,,,,
16,2003,2003-09-14,2,23.202,SEA,@,ARI,W 38-0,,,,,,,0.0%,,,,,,,,,,,
17,2003,2003-09-21,3,23.209,SEA,,STL,W 24-23,,,,,,,0.0%,,,,,,,,,,,
18,2003,2003-10-05,4,23.223,SEA,@,GNB,L 13-35,,,,,,,0.0%,,,,,,,,,,,
19,2003,2003-10-12,5,23.230,SEA,,SFO,W 20-19,,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,,0,0,0
20,2003,2003-10-19,6,23.237,SEA,,CHI,W 24-17,,,,,,,0.0%,,,,,,,,,,,
21,2004,2004-09-12,1,24.201,SEA,@,NOR,W 21-7,,,,,,,0.0%,,,,,,,,,,,
22,2004,2004-09-19,2,24.208,SEA,@,TAM,W 10-6,,,,,,,0.0%,,,,,,,,,,,
23,2004,2004-09-26,3,24.215,SEA,,SFO,W 34-0,,,,,,,0.0%,,,,,,,,,,,
24,2004,2004-10-10,4,24.229,SEA,,STL,L 27-33,,,,,,,0.0%,,,,,,,,,,,
25,2004,2004-10-17,5,24.236,SEA,@,NWE,L 20-30,,,,,,,0.0%,,,,,,,,,,,
26,2004,2004-10-24,6,24.243,SEA,@,ARI,L 17-25,,1,,,,,0.0%,,,,,,,,,,,
27,2004,2004-10-31,7,24.250,SEA,,CAR,W 23-17,,,,,,,0.0%,,,,,,,,,,,
28,2004,2004-11-07,8,24.257,SEA,@,SFO,W 42-27,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,0,0
29,2004,2004-11-14,9,24.264,SEA,@,STL,L 12-23,,1,,,,,0.0%,,,,,,,,,,,
30,2004,2004-11-21,10,24.271,SEA,,MIA,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0
31,2004,2004-11-28,11,24.278,SEA,,BUF,L 9-38,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
32,2004,2004-12-06,12,24.286,SEA,,DAL,L 39-43,,,,,,,0.0%,,,,,,,,,,,
33,2004,2004-12-12,13,24.292,SEA,@,MIN,W 27-23,,2,2,44,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,0,0
34,2004,2004-12-19,14,24.299,SEA,@,NYJ,L 14-37,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0
35,2004,2004-12-26,15,24.306,SEA,,ARI,W 24-21,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0
36,2004,2005-01-02,16,24.313,SEA,,ATL,W 28-26,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
37,2005,2005-09-11,1,25.199,SEA,@,JAX,L 14-26,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
38,2005,2005-09-18,2,25.206,SEA,,ATL,W 21-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
39,2005,2005-09-25,3,25.213,SEA,,ARI,W 37-12,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
40,2005,2005-10-02,4,25.220,SEA,@,WAS,L 17-20,*,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0,,0,0,0
41,2005,2005-10-09,5,25.227,SEA,@,STL,W 37-31,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0
42,2005,2005-10-16,6,25.234,SEA,,HOU,W 42-10,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
43,2005,2005-10-23,7,25.241,SEA,,DAL,W 13-10,*,2,2,6,3.00,1,100.0%,3.00,0,0,,0,0,0,,0,1,6
44,2005,2005-11-06,8,25.255,SEA,@,ARI,W 33-19,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
45,2005,2005-11-13,9,25.262,SEA,,STL,W 31-16,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0
46,2005,2005-11-20,10,25.269,SEA,@,SFO,W 27-25,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
47,2005,2005-11-27,11,25.276,SEA,,NYG,W 24-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
48,2005,2005-12-05,12,25.284,SEA,@,PHI,W 42-0,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
49,2005,2005-12-11,13,25.290,SEA,,SFO,W 41-3,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
50,2005,2005-12-18,14,25.297,SEA,@,TEN,W 28-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
51,2005,2005-12-24,15,25.303,SEA,,IND,W 28-13,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
52,2005,2006-01-01,16,25.311,SEA,@,GNB,L 17-23,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
53,2006,2006-09-10,1,26.198,DAL,@,JAX,L 17-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
54,2006,2006-10-01,3,26.219,DAL,@,TEN,W 45-14,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
