ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2001,2001-09-09,1,26.047,DAL,,TAM,L 6-10,,0,0,0,,0,0.0%,,0,0,,0,3,131,43.67,0,0,0,,0,0,0
2,2001,2001-09-23,2,26.061,DAL,,SDG,L 21-32,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,5,127,25.40,0,0,0,,0,0,0
3,2001,2001-09-30,3,26.068,DAL,@,PHI,L 18-40,,1,0,0,,0,0.0%,0.00,0,0,,0,5,105,21.00,0,2,14,7.00,0,0,0
4,2001,2001-10-07,4,26.075,DAL,@,OAK,L 21-28,*,5,2,15,7.50,0,40.0%,3.00,0,0,,0,3,92,30.67,0,2,70,35.00,0,0,0
5,2001,2001-10-15,5,26.083,DAL,,WAS,W 9-7,,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0,,0,0,0
6,2001,2001-11-04,7,26.103,DAL,@,NYG,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,6,131,21.83,0,4,56,14.00,0,0,0
7,2001,2001-11-11,8,26.110,DAL,@,ATL,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,4,79,19.75,0,2,13,6.50,0,0,0
8,2001,2001-11-18,9,26.117,DAL,,PHI,L 3-36,,0,0,0,,0,0.0%,,0,0,,0,7,187,26.71,0,2,12,6.00,0,0,0
9,2001,2001-11-22,10,26.121,DAL,,DEN,L 24-26,,1,0,0,,0,0.0%,0.00,0,0,,0,6,124,20.67,0,5,100,20.00,1,1,6
10,2001,2001-12-02,11,26.131,DAL,@,WAS,W 20-14,,1,0,0,,0,0.0%,0.00,0,0,,0,2,54,27.00,0,2,29,14.50,0,0,0
11,2001,2001-12-09,12,26.138,DAL,,NYG,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,2,83,41.50,0,4,42,10.50,0,0,0
12,2001,2001-12-16,13,26.145,DAL,@,SEA,L 3-29,,1,0,0,,0,0.0%,0.00,0,0,,0,6,93,15.50,0,2,2,1.00,0,0,0
13,2001,2001-12-23,14,26.152,DAL,@,ARI,L 10-17,,5,3,72,24.00,1,60.0%,14.40,1,-4,-4.00,0,3,40,13.33,0,4,67,16.75,0,1,6
14,2001,2001-12-30,15,26.159,DAL,,SFO,W 27-21,,0,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
