ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2011,2011-09-11,1,24.066,CIN,@,CLE,W 27-17,*,,,,,,0.0%,,,
2,2011,2011-09-18,2,24.073,CIN,@,DEN,L 22-24,,1,0,0,,0,0.0%,0.00,0,0
3,2011,2011-10-30,7,24.115,CIN,@,SEA,W 34-12,*,0,,,,,0.0%,,,
4,2011,2011-11-06,8,24.122,CIN,@,TEN,W 24-17,,2,2,7,3.50,1,100.0%,3.50,1,6
5,2011,2011-11-13,9,24.129,CIN,,PIT,L 17-24,,1,1,25,25.00,0,100.0%,25.00,0,0
6,2011,2011-11-20,10,24.136,CIN,@,BAL,L 24-31,,2,1,6,6.00,0,50.0%,3.00,0,0
7,2011,2011-11-27,11,24.143,CIN,,CLE,W 23-20,,,,,,,0.0%,,,
8,2011,2011-12-04,12,24.150,CIN,@,PIT,L 7-35,,2,0,0,,0,0.0%,0.00,0,0
9,2011,2011-12-11,13,24.157,CIN,,HOU,L 19-20,*,,,,,,0.0%,,,
10,2011,2011-12-18,14,24.164,CIN,@,STL,W 20-13,,1,1,6,6.00,0,100.0%,6.00,0,0
