ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-09-19,1,26.009,SDG,@,CIN,W 34-7,,,,,
2,1999,1999-09-26,2,26.016,SDG,,IND,L 19-27,,,,,
3,1999,1999-10-03,3,26.023,SDG,,KAN,W 21-14,,,,,
4,1999,1999-10-10,4,26.030,SDG,@,DET,W 20-10,*,,,,
5,1999,1999-10-17,5,26.037,SDG,,SEA,W 13-10,*,,,,
6,1999,1999-10-24,6,26.044,SDG,,GNB,L 3-31,*,,,,
7,1999,1999-10-31,7,26.051,SDG,@,KAN,L 0-34,,,,,
8,1999,1999-11-07,8,26.058,SDG,,DEN,L 17-33,,,,,
9,1999,1999-11-14,9,26.065,SDG,@,OAK,L 9-28,,,,,
10,1999,1999-11-21,10,26.072,SDG,,CHI,L 20-23,*,,,,
11,1999,1999-11-28,11,26.079,SDG,@,MIN,L 27-35,*,,,,
12,1999,1999-12-05,12,26.086,SDG,,CLE,W 23-10,*,,,,
13,1999,1999-12-12,13,26.093,SDG,@,SEA,W 19-16,*,,,,
14,1999,1999-12-19,14,26.100,SDG,@,MIA,L 9-12,*,,,,
15,1999,1999-12-26,15,26.107,SDG,,OAK,W 23-20,*,,,,
16,1999,2000-01-02,16,26.114,SDG,@,DEN,W 12-6,*,,,,
17,2000,2000-09-10,2,27.000,SDG,,NOR,L 27-28,,,,,
18,2000,2000-09-17,3,27.007,SDG,@,KAN,L 10-42,,,,,
19,2000,2000-09-24,4,27.014,SDG,,SEA,L 12-20,,,,,
20,2000,2000-10-01,5,27.021,SDG,@,STL,L 31-57,,,,,
21,2000,2000-10-08,6,27.028,SDG,,DEN,L 7-21,,,,,
22,2000,2000-10-15,7,27.035,SDG,@,BUF,L 24-27,,1,0,0.00,0
23,2000,2000-10-29,8,27.049,SDG,,OAK,L 13-15,,,,,
24,2000,2000-11-05,9,27.056,SDG,@,SEA,L 15-17,,,,,
25,2000,2000-11-12,10,27.063,SDG,,MIA,L 7-17,,,,,
26,2000,2000-11-19,11,27.070,SDG,@,DEN,L 37-38,,,,,
27,2000,2000-11-26,12,27.077,SDG,,KAN,W 17-16,,,,,
28,2000,2000-12-03,13,27.084,SDG,,SFO,L 17-45,,,,,
29,2000,2000-12-10,14,27.091,SDG,@,BAL,L 3-24,*,,,,
30,2000,2000-12-17,15,27.098,SDG,@,CAR,L 22-30,,,,,
31,2001,2001-09-09,1,27.364,SDG,,WAS,W 30-3,*,,,,
32,2001,2001-09-23,2,28.013,SDG,@,DAL,W 32-21,*,,,,
33,2001,2001-09-30,3,28.020,SDG,,CIN,W 28-14,*,,,,
34,2001,2001-10-07,4,28.027,SDG,@,CLE,L 16-20,*,,,,
35,2001,2001-10-14,5,28.034,SDG,@,NWE,L 26-29,*,,,,
36,2001,2001-10-21,6,28.041,SDG,,DEN,W 27-10,*,,,,
37,2001,2001-10-28,7,28.048,SDG,,BUF,W 27-24,*,,,,
38,2001,2001-11-04,8,28.055,SDG,,KAN,L 20-25,*,,,,
39,2001,2001-11-11,9,28.062,SDG,@,DEN,L 16-26,*,,,,
40,2001,2001-11-18,10,28.069,SDG,@,OAK,L 24-34,*,,,,
41,2001,2001-11-25,11,28.076,SDG,,ARI,L 17-20,*,,,,
42,2001,2001-12-02,12,28.083,SDG,@,SEA,L 10-13,*,,,,
43,2001,2001-12-09,13,28.090,SDG,@,PHI,L 14-24,*,,,,
44,2001,2001-12-15,14,28.096,SDG,,OAK,L 6-13,*,,,,
45,2001,2001-12-23,15,28.104,SDG,@,KAN,L 17-20,*,,,,
46,2001,2001-12-30,16,28.111,SDG,,SEA,L 22-25,*,,,,
47,2002,2002-09-08,1,28.363,HOU,,DAL,W 19-10,*,,,,
48,2002,2002-09-15,2,29.005,HOU,@,SDG,L 3-24,*,,,,
49,2002,2002-09-22,3,29.012,HOU,,IND,L 3-23,*,,,,
50,2002,2002-09-29,4,29.019,HOU,@,PHI,L 17-35,*,,,,
51,2002,2002-10-13,5,29.033,HOU,,BUF,L 24-31,*,,,,
52,2002,2002-10-20,6,29.040,HOU,@,CLE,L 17-34,*,,,,
53,2002,2002-10-27,7,29.047,HOU,@,JAX,W 21-19,*,,,,
54,2002,2002-11-03,8,29.054,HOU,,CIN,L 3-38,*,,,,
55,2002,2002-11-10,9,29.061,HOU,@,TEN,L 10-17,*,,,,
56,2002,2002-11-17,10,29.068,HOU,,JAX,L 21-24,*,,,,
57,2002,2002-11-24,11,29.075,HOU,,NYG,W 16-14,*,,,,
58,2002,2002-12-01,12,29.082,HOU,@,IND,L 3-19,,,,,
59,2002,2002-12-08,13,29.089,HOU,@,PIT,W 24-6,,,,,
60,2002,2002-12-15,14,29.096,HOU,,BAL,L 19-23,,,,,
