ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.277,NOR,,MIN,L 9-40,3,63,21.00,0,0,0,0,0,0
2,1977,1977-09-18,1,23.282,NOR,,GNB,L 20-24,,,,,,,,,
3,1977,1977-09-25,2,23.289,NOR,@,DET,L 19-23,,,,,,,,,
4,1977,1977-10-02,3,23.296,NOR,@,CHI,W 42-24,,,,,,,,,
5,1977,1977-10-09,4,23.303,NOR,,SDG,L 0-14,,,,,,,,,
6,1977,1977-10-16,5,23.310,NOR,@,RAM,L 7-14,0,0,,0,0,0,1,16,0
7,1977,1977-10-23,6,23.317,NOR,@,STL,L 31-49,,,,,,,,,
8,1977,1977-10-30,7,23.324,NOR,,RAM,W 27-26,1,30,30.00,0,0,0,0,0,0
9,1977,1977-11-06,8,23.331,NOR,@,PHI,L 7-28,1,18,18.00,0,0,0,0,0,0
10,1977,1977-11-13,9,23.338,NOR,,SFO,L 7-10,2,35,17.50,0,0,0,0,0,0
11,1977,1977-11-20,10,23.345,NOR,,ATL,W 21-20,5,115,23.00,0,0,0,0,0,0
12,1977,1977-11-27,11,23.352,NOR,@,SFO,L 17-20,2,114,57.00,1,1,6,0,0,0
13,1977,1977-12-04,12,23.359,NOR,,NYJ,L 13-16,1,7,7.00,0,0,0,0,0,0
14,1977,1977-12-11,13,24.001,NOR,,TAM,L 14-33,1,23,23.00,0,0,0,0,0,0
15,1977,1977-12-18,14,24.008,NOR,@,ATL,L 7-35,2,43,21.50,0,0,0,0,0,0
16,1978,1978-09-03,1,24.267,NOR,,MIN,W 31-24,2,40,20.00,0,0,0,0,0,0
17,1978,1978-09-10,2,24.274,NOR,@,GNB,L 17-28,1,5,5.00,0,0,0,0,0,0
18,1978,1978-09-17,3,24.281,NOR,,PHI,L 17-24,1,19,19.00,0,0,0,0,0,0
19,1978,1978-09-24,4,24.288,NOR,@,CIN,W 20-18,1,28,28.00,0,0,0,0,0,0
20,1978,1978-10-01,5,24.295,NOR,,RAM,L 20-26,1,18,18.00,0,0,0,1,0,0
21,1978,1978-10-08,6,24.302,NOR,,CLE,L 16-24,1,14,14.00,0,0,0,0,0,0
22,1978,1978-10-15,7,24.309,NOR,@,SFO,W 14-7,,,,,,,,,
23,1978,1978-10-22,8,24.316,NOR,@,RAM,W 10-3,1,16,16.00,0,0,0,0,0,0
24,1978,1978-10-29,9,24.323,NOR,,NYG,W 28-17,,,,,,,,,
25,1978,1978-11-05,10,24.330,NOR,@,PIT,L 14-20,1,9,9.00,0,0,0,1,-4,0
26,1978,1978-11-12,11,24.337,NOR,,ATL,L 17-20,,,,,,,,,
27,1978,1978-11-19,12,24.344,NOR,@,DAL,L 7-27,,,,,,,,,
28,1978,1978-11-26,13,24.351,NOR,@,ATL,L 17-20,,,,,,,,,
29,1978,1978-12-17,16,25.007,NOR,@,TAM,W 17-10,,,,,,,,,
30,1979,1979-09-02,1,25.266,NOR,,ATL,L 34-40,,,,,,,,,
31,1979,1979-09-09,2,25.273,NOR,@,GNB,L 19-28,,,,,,,,,
32,1979,1979-09-16,3,25.280,NOR,,PHI,L 14-26,,,,,,,,,
33,1979,1979-09-23,4,25.287,NOR,@,SFO,W 30-21,,,,,,,,,
34,1979,1979-09-30,5,25.294,NOR,,NYG,W 24-14,,,,,,,,,
35,1979,1979-10-07,6,25.301,NOR,,RAM,L 17-35,,,,,,,,,
36,1979,1979-10-14,7,25.308,NOR,@,TAM,W 42-14,,,,,,,,,
37,1979,1979-10-21,8,25.315,NOR,,DET,W 17-7,0,0,,0,0,0,1,0,0
38,1979,1979-10-28,9,25.322,NOR,@,WAS,W 14-10,,,,,,,,,
39,1979,1979-11-04,10,25.329,NOR,@,DEN,L 3-10,,,,,,,,,
40,1979,1979-11-11,11,25.336,NOR,,SFO,W 31-20,,,,,,,,,
41,1979,1979-11-18,12,25.343,NOR,@,SEA,L 24-38,,,,,,,,,
42,1979,1979-11-25,13,25.350,NOR,@,ATL,W 37-6,0,0,,0,0,0,1,12,0
43,1979,1979-12-03,14,25.358,NOR,,OAK,L 35-42,,,,,,,,,
44,1979,1979-12-09,15,25.364,NOR,,SDG,L 0-35,,,,,,,,,
45,1979,1979-12-16,16,26.006,NOR,@,RAM,W 29-14,,,,,,,,,
46,1980,1980-09-07,1,26.272,NOR,,SFO,L 23-26,,,,,,,,,
47,1980,1980-09-14,2,26.279,NOR,@,CHI,L 3-22,,,,,,,,,
48,1980,1980-09-21,3,26.286,NOR,,BUF,L 26-35,,,,,,,,,
49,1980,1980-09-28,4,26.293,NOR,@,MIA,L 16-21,,,,,,,,,
50,1980,1980-10-05,5,26.300,NOR,,STL,L 7-40,,,,,,,,,
51,1980,1980-10-12,6,26.307,NOR,@,DET,L 13-24,,,,,,,,,
52,1980,1980-10-19,7,26.314,NOR,,ATL,L 14-41,,,,,,,,,
53,1980,1980-10-26,8,26.321,NOR,@,WAS,L 14-22,,,,,,,,,
54,1980,1980-11-02,9,26.328,NOR,@,RAM,L 31-45,,,,,,,,,
55,1980,1980-11-09,10,26.335,NOR,,PHI,L 21-34,,,,,,,,,
56,1980,1980-11-16,11,26.342,NOR,@,ATL,L 13-31,,,,,,,,,
57,1980,1980-11-30,13,26.356,NOR,,MIN,L 20-23,,,,,,,,,
58,1981,1981-09-06,1,27.270,CIN,,SEA,W 27-21,2,36,18.00,0,0,0,0,0,0
59,1981,1981-09-13,2,27.277,CIN,@,NYJ,W 31-30,1,15,15.00,0,0,0,0,0,0
60,1981,1981-09-20,3,27.284,CIN,,CLE,L 17-20,1,25,25.00,0,0,0,0,0,0
61,1981,1981-09-27,4,27.291,CIN,,BUF,W 27-24,1,29,29.00,0,0,0,0,0,0
62,1981,1981-10-04,5,27.298,CIN,@,HOU,L 10-17,3,66,22.00,0,0,0,0,0,0
63,1985,1985-09-08,1,31.272,DET,@,ATL,W 28-27,,,,,,,,,
64,1985,1985-09-15,2,31.279,DET,,DAL,W 26-21,,,,,,,,,
65,1985,1985-09-22,3,31.286,DET,@,IND,L 6-14,,,,,,,,,
