ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-11,1,23.128,KAN,,NYJ,W 27-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,97,48.50,0
2,2005,2005-09-18,2,23.135,KAN,@,OAK,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,120,40.00,0
3,2005,2005-09-26,3,23.143,KAN,@,DEN,L 10-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,227,37.83,0
4,2005,2005-10-02,4,23.149,KAN,,PHI,L 31-37,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,192,48.00,0
5,2005,2005-10-16,5,23.163,KAN,,WAS,W 28-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,168,33.60,0
6,2005,2005-10-21,6,23.168,KAN,@,MIA,W 30-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,227,45.40,0
7,2005,2005-10-30,7,23.177,KAN,@,SDG,L 20-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,238,39.67,0
8,2005,2005-11-06,8,23.184,KAN,,OAK,W 27-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,209,41.80,0
9,2005,2005-11-13,9,23.191,KAN,@,BUF,L 3-14,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,106,35.33,0
10,2005,2005-11-20,10,23.198,KAN,@,HOU,W 45-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,159,39.75,0
11,2005,2005-11-27,11,23.205,KAN,,NWE,W 26-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,108,36.00,0
12,2005,2005-12-04,12,23.212,KAN,,DEN,W 31-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,76,38.00,0
13,2005,2005-12-11,13,23.219,KAN,@,DAL,L 28-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,193,38.60,0
14,2005,2005-12-17,14,23.225,KAN,@,NYG,L 17-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,192,38.40,0
15,2005,2005-12-24,15,23.232,KAN,,SDG,W 20-7,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,153,30.60,0
16,2005,2006-01-01,16,23.240,KAN,,CIN,W 37-3,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,99,49.50,0
17,2006,2006-09-10,1,24.127,KAN,,CIN,L 10-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,165,41.25,0
18,2006,2006-09-17,2,24.134,KAN,@,DEN,L 6-9,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,281,46.83,0
19,2006,2006-10-01,3,24.148,KAN,,SFO,W 41-0,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,137,45.67,0
20,2006,2006-10-08,4,24.155,KAN,@,ARI,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,304,50.67,0
21,2006,2006-10-15,5,24.162,KAN,@,PIT,L 7-45,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,341,48.71,0
22,2006,2006-10-22,6,24.169,KAN,,SDG,W 30-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,237,47.40,0
23,2006,2006-10-29,7,24.176,KAN,,SEA,W 35-28,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,,,1,50,50.00,0
24,2006,2006-11-05,8,24.183,KAN,@,STL,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,262,43.67,0
25,2006,2006-11-12,9,24.190,KAN,@,MIA,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,325,40.63,0
26,2006,2006-11-19,10,24.197,KAN,,OAK,W 17-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,123,41.00,0
27,2006,2006-11-23,11,24.201,KAN,,DEN,W 19-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,2,75,37.50,0
28,2006,2006-12-03,12,24.211,KAN,@,CLE,L 28-31,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,135,45.00,0
29,2006,2006-12-10,13,24.218,KAN,,BAL,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,108,36.00,0
30,2006,2006-12-17,14,24.225,KAN,@,SDG,L 9-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,283,40.43,0
31,2006,2006-12-23,15,24.231,KAN,@,OAK,W 20-9,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,161,53.67,0
32,2006,2006-12-31,16,24.239,KAN,,JAX,W 35-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,158,39.50,0
33,2007,2007-09-09,1,25.126,KAN,@,HOU,L 3-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,182,45.50,0
34,2007,2007-09-16,2,25.133,KAN,@,CHI,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,346,43.25,0
35,2007,2007-09-23,3,25.140,KAN,,MIN,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,293,48.83,0
36,2007,2007-09-30,4,25.147,KAN,@,SDG,W 30-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,204,51.00,0
37,2007,2007-10-07,5,25.154,KAN,,JAX,L 7-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,322,46.00,0
38,2007,2007-10-14,6,25.161,KAN,,CIN,W 27-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,326,46.57,0
39,2007,2007-10-21,7,25.168,KAN,@,OAK,W 12-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,371,46.38,0
40,2007,2007-11-04,8,25.182,KAN,,GNB,L 22-33,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,320,45.71,0
41,2007,2007-11-11,9,25.189,KAN,,DEN,L 11-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,131,43.67,0
42,2007,2007-11-18,10,25.196,KAN,@,IND,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,184,36.80,0
43,2007,2007-11-25,11,25.203,KAN,,OAK,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,110,36.67,0
44,2007,2007-12-02,12,25.210,KAN,,SDG,L 10-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,278,46.33,0
45,2007,2007-12-09,13,25.217,KAN,@,DEN,L 7-41,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,370,46.25,0
46,2007,2007-12-16,14,25.224,KAN,,TEN,L 17-26,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,178,44.50,0
47,2007,2007-12-23,15,25.231,KAN,@,DET,L 20-25,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,265,53.00,1
48,2007,2007-12-30,16,25.238,KAN,@,NYJ,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,10,442,44.20,0
49,2008,2008-09-07,1,26.124,KAN,@,NWE,L 10-17,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,6,259,43.17,0
50,2008,2008-09-14,2,26.131,KAN,,OAK,L 8-23,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,8,395,49.38,0
51,2008,2008-09-21,3,26.138,KAN,@,ATL,L 14-38,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,6,309,51.50,0
52,2008,2008-09-28,4,26.145,KAN,,DEN,W 33-19,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,3,133,44.33,0
53,2008,2008-10-05,5,26.152,KAN,@,CAR,L 0-34,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,7,343,49.00,0
54,2008,2008-10-19,6,26.166,KAN,,TEN,L 10-34,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,7,333,47.57,0
55,2008,2008-11-09,9,26.187,KAN,@,SDG,L 19-20,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,6,244,40.67,0
56,2008,2008-11-16,10,26.194,KAN,,NOR,L 20-30,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,4,133,33.25,0
57,2008,2008-11-23,11,26.201,KAN,,BUF,L 31-54,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,3,110,36.67,0
58,2008,2008-11-30,12,26.208,KAN,@,OAK,W 20-13,,0,0,,0,0,0,,0,0,0,,0,,,,0.0,0,0,5,202,40.40,0
