ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1951,1951-09-30,1,24.239,SFO,,CLE,W 24-10,2,34,17.00,1,1,
2,1951,1951-10-21,4,24.260,SFO,@,CHI,L 7-13,2,42,21.00,0,0,
3,1951,1951-10-28,5,24.267,SFO,,RAM,W 44-17,1,16,16.00,0,0,
4,1951,1951-11-11,7,24.281,SFO,,NYY,W 19-14,2,19,9.50,1,1,
5,1951,1951-11-25,9,24.295,SFO,@,NYY,T 10-10,3,27,9.00,0,0,
6,1951,1951-12-02,10,24.302,SFO,@,DET,W 20-10,1,38,38.00,0,0,
7,1951,1951-12-09,11,24.309,SFO,,GNB,W 31-19,2,30,15.00,0,0,
8,1951,1951-12-16,12,24.316,SFO,,DET,W 21-17,5,62,12.40,1,1,
9,1952,1952-09-28,1,25.238,SFO,,DET,W 17-3,1,1,1.00,0,0,
10,1952,1952-10-05,2,25.245,SFO,@,DTX,W 37-14,6,70,11.67,0,0,
11,1952,1952-10-12,3,25.252,SFO,@,DET,W 28-0,2,11,5.50,1,1,
12,1952,1952-10-19,4,25.259,SFO,@,CHI,W 40-16,1,12,12.00,0,0,
13,1952,1952-10-26,5,25.266,SFO,,DTX,W 48-21,2,37,18.50,0,0,
14,1952,1952-11-02,6,25.273,SFO,,CHI,L 17-20,3,36,12.00,0,0,
15,1952,1952-11-09,7,25.280,SFO,@,NYG,L 14-23,2,13,6.50,1,1,
16,1952,1952-11-16,8,25.287,SFO,@,WAS,W 23-17,3,80,26.67,1,1,
17,1952,1952-11-23,9,25.294,SFO,@,RAM,L 9-35,1,20,20.00,0,0,
18,1952,1952-12-14,12,25.315,SFO,,GNB,W 24-14,2,18,9.00,0,0,
19,1953,1953-09-27,1,26.236,SFO,,PHI,W 31-21,3,77,25.67,2,2,
20,1953,1953-10-04,2,26.243,SFO,,RAM,W 31-30,5,62,12.40,1,1,
21,1953,1953-10-11,3,26.250,SFO,@,DET,L 21-24,2,43,21.50,0,0,
22,1953,1953-10-18,4,26.257,SFO,@,CHI,W 35-28,5,70,14.00,1,1,
23,1953,1953-10-25,5,26.264,SFO,,DET,L 10-14,3,37,12.33,0,0,
24,1953,1953-11-01,6,26.271,SFO,,CHI,W 24-14,5,85,17.00,1,1,
25,1953,1953-11-08,7,26.278,SFO,@,RAM,W 31-27,4,93,23.25,1,1,
26,1953,1953-11-15,8,26.285,SFO,@,CLE,L 21-23,5,62,12.40,0,0,
27,1953,1953-11-22,9,26.292,SFO,@,GNB,W 37-7,2,42,21.00,1,1,
28,1953,1953-11-29,10,26.299,SFO,@,BAL,W 38-21,3,81,27.00,1,1,
29,1953,1953-12-06,11,26.306,SFO,,GNB,W 48-14,5,61,12.20,1,1,
30,1953,1953-12-13,12,26.313,SFO,,BAL,W 45-14,9,127,14.11,1,1,
31,1954,1954-09-26,1,27.235,SFO,,WAS,W 41-7,5,48,9.60,1,1,
32,1954,1954-10-03,2,27.242,SFO,@,RAM,T 24-24,11,158,14.36,0,0,
33,1954,1954-10-10,3,27.249,SFO,@,GNB,W 23-17,5,70,14.00,0,0,
34,1954,1954-10-17,4,27.256,SFO,@,CHI,W 31-24,1,13,13.00,0,0,
35,1954,1954-10-24,5,27.263,SFO,,DET,W 37-31,4,74,18.50,2,2,
36,1954,1954-10-31,6,27.270,SFO,,CHI,L 27-31,6,92,15.33,1,1,
37,1954,1954-11-07,7,27.277,SFO,,RAM,L 34-42,5,58,11.60,0,0,
38,1954,1954-11-14,8,27.284,SFO,@,DET,L 7-48,5,82,16.40,1,1,
39,1954,1954-11-20,9,27.290,SFO,@,PIT,W 31-3,2,41,20.50,0,0,
40,1954,1954-11-28,10,27.298,SFO,@,BAL,L 13-17,5,60,12.00,0,0,
41,1954,1954-12-05,11,27.305,SFO,,GNB,W 35-0,3,43,14.33,0,0,
42,1954,1954-12-11,12,27.311,SFO,,BAL,W 10-7,8,91,11.38,0,0,
43,1955,1955-09-25,1,28.234,SFO,,RAM,L 14-23,4,54,13.50,0,0,
44,1955,1955-10-02,2,28.241,SFO,,CLE,L 3-38,2,28,14.00,0,0,
45,1955,1955-10-09,3,28.248,SFO,@,CHI,W 20-19,5,71,14.20,2,2,
46,1955,1955-10-16,4,28.255,SFO,@,DET,W 27-24,5,86,17.20,0,0,
47,1955,1955-10-23,5,28.262,SFO,,CHI,L 23-34,8,192,24.00,2,2,
48,1955,1955-10-30,6,28.269,SFO,,DET,W 38-21,5,62,12.40,0,0,
49,1955,1955-11-06,7,28.276,SFO,@,RAM,L 14-27,3,28,9.33,0,0,
50,1955,1955-11-13,8,28.283,SFO,@,WAS,L 0-7,3,43,14.33,0,0,
51,1955,1955-11-20,9,28.290,SFO,@,GNB,L 21-27,2,21,10.50,0,0,
52,1955,1955-11-27,10,28.297,SFO,@,BAL,L 14-26,7,143,20.43,1,1,
53,1955,1955-12-04,11,28.304,SFO,,GNB,L 7-28,5,52,10.40,1,1,
54,1955,1955-12-11,12,28.311,SFO,,BAL,W 35-24,4,51,12.75,1,1,
55,1956,1956-09-30,1,29.240,SFO,,NYG,L 21-38,6,73,12.17,1,1,
56,1956,1956-10-07,2,29.247,SFO,,RAM,W 33-30,1,9,9.00,0,0,
57,1956,1956-10-14,3,29.254,SFO,@,CHI,L 7-31,4,65,16.25,0,0,
58,1956,1956-10-21,4,29.261,SFO,@,DET,L 17-20,4,44,11.00,0,0,
59,1956,1956-10-28,5,29.268,SFO,,CHI,L 21-38,6,91,15.17,0,0,
60,1956,1956-11-04,6,29.275,SFO,,DET,L 13-17,4,70,17.50,0,0,
61,1956,1956-11-11,7,29.282,SFO,@,RAM,L 6-30,5,86,17.20,0,0,
