ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1973,1973-09-30,3,22.156,CHI,@,DEN,W 33-14,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
2,1973,1973-10-14,5,22.170,CHI,@,ATL,L 6-46,,5,12,41.67,26,0,0,49.3,0,0,2.17,2.17,0,0,,0,0,0
3,1973,1973-10-28,7,22.184,CHI,,HOU,W 35-14,,3,5,60.00,43,1,0,127.5,0,0,8.60,12.60,0,0,,0,0,0
4,1973,1973-11-18,10,22.205,CHI,,DET,L 7-30,,12,27,44.44,134,0,4,20.2,0,0,4.96,-1.70,2,8,4.00,0,0,0
5,1973,1973-11-25,11,22.212,CHI,@,MIN,L 13-31,,6,8,75.00,65,1,0,138.0,0,0,8.13,10.63,0,0,,0,0,0
6,1973,1973-12-02,12,22.219,CHI,,RAM,L 0-26,*,9,19,47.37,79,0,0,58.9,0,0,4.16,4.16,4,12,3.00,0,0,0
7,1973,1973-12-09,13,22.226,CHI,@,DET,L 7-40,,9,27,33.33,68,1,2,23.8,0,0,2.52,-0.07,1,-7,-7.00,0,0,0
8,1973,1973-12-16,14,22.233,CHI,,GNB,L 0-21,*,10,27,37.04,110,0,1,34.5,0,0,4.07,2.41,4,9,2.25,0,0,0
9,1974,1974-09-15,1,23.141,CHI,,DET,W 17-9,*,10,19,52.63,183,1,2,64.0,0,0,9.63,5.95,3,0,0.00,0,0,0
10,1974,1974-09-22,2,23.148,CHI,,NYJ,L 21-23,*,18,37,48.65,267,2,0,90.7,0,0,7.22,8.30,2,13,6.50,0,0,0
11,1974,1974-09-29,3,23.155,CHI,@,MIN,L 7-11,*,16,27,59.26,171,0,2,47.0,0,0,6.33,3.00,3,11,3.67,1,1,6
12,1974,1974-10-06,4,23.162,CHI,,NOR,W 24-10,*,12,25,48.00,146,1,1,63.1,0,0,5.84,4.84,3,4,1.33,1,1,6
13,1974,1974-10-13,5,23.169,CHI,@,ATL,L 10-13,*,14,25,56.00,177,1,2,58.2,0,0,7.08,4.28,1,-4,-4.00,0,0,0
14,1974,1974-10-21,6,23.177,CHI,,GNB,W 10-9,*,7,16,43.75,85,1,2,41.9,0,0,5.31,0.94,6,9,1.50,0,0,0
