ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1985,1985-09-08,1,22.156,RAM,,DEN,W 20-16,0,0,,0,5,198,39.60,0
2,1985,1985-09-15,2,22.163,RAM,@,PHI,W 17-6,0,0,,0,6,221,36.83,1
3,1985,1985-09-23,3,22.171,RAM,@,SEA,W 35-24,0,0,,0,5,222,44.40,0
4,1985,1985-09-29,4,22.177,RAM,,ATL,W 17-6,0,0,,0,5,225,45.00,0
5,1985,1985-10-06,5,22.184,RAM,,MIN,W 13-10,0,0,,0,3,144,48.00,0
6,1985,1985-10-13,6,22.191,RAM,@,TAM,W 31-27,0,0,,0,8,414,51.75,0
7,1985,1985-10-20,7,22.198,RAM,@,KAN,W 16-0,0,0,,0,8,302,37.75,0
8,1985,1985-10-27,8,22.205,RAM,,SFO,L 14-28,0,0,,0,4,157,39.25,0
9,1985,1985-11-03,9,22.212,RAM,,NOR,W 28-10,0,0,,0,7,272,38.86,0
10,1985,1985-11-10,10,22.219,RAM,@,NYG,L 19-24,0,0,,0,7,308,44.00,0
11,1985,1985-11-17,11,22.226,RAM,@,ATL,L 14-30,0,0,,0,7,301,43.00,0
12,1985,1985-11-24,12,22.233,RAM,,GNB,W 34-17,0,0,,0,2,82,41.00,0
13,1985,1985-12-01,13,22.240,RAM,@,NOR,L 3-29,0,0,,0,5,250,50.00,0
14,1985,1985-12-09,14,22.248,RAM,@,SFO,W 27-20,0,0,,0,5,213,42.60,0
15,1985,1985-12-15,15,22.254,RAM,,STL,W 46-14,0,0,,0,3,124,41.33,0
16,1985,1985-12-23,16,22.262,RAM,,RAI,L 6-16,0,0,,0,7,328,46.86,0
17,1986,1986-09-07,1,23.155,RAM,@,STL,W 16-10,0,0,,0,7,276,39.43,0
18,1986,1986-09-14,2,23.162,RAM,,SFO,W 16-13,0,0,,0,6,265,44.17,0
19,1986,1986-09-21,3,23.169,RAM,@,IND,W 24-7,0,0,,0,5,168,33.60,0
20,1986,1986-09-28,4,23.176,RAM,@,PHI,L 20-34,0,0,,0,7,280,40.00,0
21,1986,1986-10-05,5,23.183,RAM,,TAM,W 26-20,0,0,,0,6,244,40.67,0
22,1986,1986-10-12,6,23.190,RAM,@,ATL,L 14-26,0,0,,0,5,137,27.40,0
23,1986,1986-10-19,7,23.197,RAM,,DET,W 14-10,0,0,,0,9,381,42.33,0
24,1986,1986-10-26,8,23.204,RAM,,ATL,W 14-7,0,0,,0,5,186,37.20,0
25,1986,1986-11-03,9,23.212,RAM,@,CHI,W 20-17,0,0,,0,7,262,37.43,0
26,1986,1986-11-09,10,23.218,RAM,@,NOR,L 0-6,0,0,,0,7,293,41.86,0
27,1986,1986-11-16,11,23.225,RAM,,NWE,L 28-30,0,0,,0,7,229,32.71,1
28,1986,1986-11-23,12,23.232,RAM,,NOR,W 26-13,0,0,,0,6,222,37.00,0
29,1986,1986-11-30,13,23.239,RAM,@,NYJ,W 17-3,0,0,,0,3,106,35.33,0
