ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
30,1986,1986-12-07,14,23.246,RAM,,DAL,W 29-10,0,0,,0,4,155,38.75,0
31,1986,1986-12-14,15,23.253,RAM,,MIA,L 31-37,0,0,,0,5,217,43.40,0
32,1986,1986-12-19,16,23.258,RAM,@,SFO,L 14-24,0,0,,0,8,319,39.88,0
33,1987,1987-09-13,1,24.161,RAM,@,HOU,L 16-20,0,0,,0,7,325,46.43,0
34,1987,1987-09-20,2,24.168,RAM,,MIN,L 16-21,0,0,,0,7,303,43.29,0
35,1987,1987-10-04,3,24.182,RAM,@,NOR,L 10-37,0,0,,0,3,140,46.67,1
36,1987,1987-10-11,4,24.189,RAM,,PIT,W 31-21,0,0,,0,5,190,38.00,0
37,1987,1987-10-18,5,24.196,RAM,@,ATL,L 20-24,0,0,,0,7,271,38.71,0
38,1987,1987-10-26,6,24.204,RAM,@,CLE,L 17-30,0,0,,0,4,147,36.75,0
39,1987,1987-11-01,7,24.210,RAM,,SFO,L 10-31,0,0,,0,6,263,43.83,0
40,1987,1987-11-08,8,24.217,RAM,,NOR,L 14-31,0,0,,0,5,216,43.20,0
41,1987,1987-11-15,9,24.224,RAM,@,STL,W 27-24,0,0,,0,3,111,37.00,0
42,1987,1987-11-23,10,24.232,RAM,@,WAS,W 30-26,0,0,,0,8,289,36.13,0
43,1987,1987-11-29,11,24.238,RAM,,TAM,W 35-3,0,0,,0,4,142,35.50,0
44,1987,1987-12-06,12,24.245,RAM,@,DET,W 37-16,0,0,,0,2,68,34.00,0
45,1987,1987-12-13,13,24.252,RAM,,ATL,W 33-0,0,0,,0,3,147,49.00,0
46,1987,1987-12-21,14,24.260,RAM,,DAL,L 21-29,0,0,,0,5,222,44.40,0
47,1987,1987-12-27,15,24.266,RAM,@,SFO,L 0-48,0,0,,0,7,306,43.71,0
48,1988,1988-11-06,10,25.215,RAM,@,PHI,L 24-30,0,0,,0,4,158,39.50,0
49,1988,1988-11-13,11,25.222,RAM,,NOR,L 10-14,0,0,,0,7,285,40.71,0
50,1988,1988-11-20,12,25.229,RAM,,SDG,L 24-38,0,0,,0,7,278,39.71,0
51,1988,1988-11-27,13,25.236,RAM,@,DEN,L 24-35,0,0,,0,5,186,37.20,0
52,1988,1988-12-05,14,25.244,RAM,,CHI,W 23-3,0,0,,0,3,111,37.00,0
53,1988,1988-12-11,15,25.250,RAM,,ATL,W 22-7,0,0,,0,5,215,43.00,0
54,1988,1988-12-18,16,25.257,RAM,@,SFO,W 38-16,0,0,,0,5,191,38.20,0
55,1989,1989-09-10,1,26.158,RAM,@,ATL,W 31-21,0,0,,0,5,208,41.60,0
56,1989,1989-09-17,2,26.165,RAM,,IND,W 31-17,0,0,,0,2,67,33.50,0
57,1989,1989-09-24,3,26.172,RAM,,GNB,W 41-38,0,0,,0,4,156,39.00,0
58,1989,1989-10-01,4,26.179,RAM,@,SFO,W 13-12,0,0,,0,5,184,36.80,0
59,1989,1989-10-08,5,26.186,RAM,,ATL,W 26-14,0,0,,0,1,40,40.00,0
60,1989,1989-10-16,6,26.194,RAM,@,BUF,L 20-23,0,0,,0,7,261,37.29,0
61,1989,1989-10-22,7,26.200,RAM,,NOR,L 21-40,0,0,,0,6,217,36.17,0
62,1989,1989-10-29,8,26.207,RAM,@,CHI,L 10-20,0,0,,0,7,311,44.43,0
63,1989,1989-11-05,9,26.214,RAM,@,MIN,L 21-23,0,0,,0,5,193,38.60,1
64,1989,1989-11-12,10,26.221,RAM,,NYG,W 31-10,0,0,,0,4,139,34.75,0
65,1989,1989-11-19,11,26.228,RAM,,PHO,W 37-14,0,0,,0,5,214,42.80,0
66,1989,1989-11-26,12,26.235,RAM,@,NOR,W 20-17,0,0,,0,5,176,35.20,0
67,1989,1989-12-03,13,26.242,RAM,@,DAL,W 35-31,1,0,0.00,0,5,194,38.80,0
68,1989,1989-12-11,14,26.250,RAM,,SFO,L 27-30,0,0,,0,4,161,40.25,0
69,1989,1989-12-17,15,26.256,RAM,,NYJ,W 38-14,0,0,,0,5,172,34.40,0
70,1989,1989-12-24,16,26.263,RAM,@,NWE,W 24-20,0,0,,0,3,141,47.00,0
71,1991,1991-09-01,1,28.149,RAM,,PHO,L 14-24,0,0,,0,2,63,31.50,0
72,1991,1991-09-08,2,28.156,RAM,@,NYG,W 19-13,0,0,,0,4,142,35.50,0
73,1991,1991-09-15,3,28.163,RAM,@,NOR,L 7-24,0,0,,0,10,384,38.40,0
74,1991,1991-09-22,4,28.170,RAM,@,SFO,L 10-27,0,0,,0,6,227,37.83,0
75,1991,1991-09-29,5,28.177,RAM,,GNB,W 23-21,0,0,,0,3,101,33.67,0
76,1991,1991-10-13,6,28.191,RAM,,SDG,W 30-24,0,0,,0,5,177,35.40,0
77,1991,1991-10-20,7,28.198,RAM,@,RAI,L 17-20,0,0,,0,4,154,38.50,0
78,1991,1991-10-27,8,28.205,RAM,@,ATL,L 14-31,0,0,,0,8,324,40.50,0
79,1991,1991-11-03,9,28.212,RAM,,NOR,L 17-24,0,0,,0,4,168,42.00,0
80,1991,1991-11-10,10,28.219,RAM,,KAN,L 20-27,0,0,,0,1,43,43.00,0
81,1991,1991-11-17,11,28.226,RAM,@,DET,L 10-21,0,0,,0,5,205,41.00,0
82,1991,1991-11-25,12,28.234,RAM,,SFO,L 10-33,0,0,,0,5,192,38.40,0
83,1991,1991-12-01,13,28.240,RAM,,WAS,L 6-27,0,0,,0,6,223,37.17,0
84,1993,1993-09-05,1,30.153,MIA,@,IND,W 24-20,0,0,,0,8,316,39.50,0
85,1993,1993-09-12,2,30.160,MIA,,NYJ,L 14-24,0,0,,0,4,194,48.50,0
86,1993,1993-09-26,3,30.174,MIA,@,BUF,W 22-13,0,0,,0,3,73,24.33,0
87,1993,1993-10-04,4,30.182,MIA,,WAS,W 17-10,0,0,,0,5,218,43.60,0
88,1993,1993-10-10,5,30.188,MIA,@,CLE,W 24-14,0,0,,0,3,121,40.33,0
89,1993,1993-10-24,6,30.202,MIA,,IND,W 41-27,0,0,,0,1,32,32.00,0
90,1993,1993-10-31,7,30.209,MIA,,KAN,W 30-10,0,0,,0,1,44,44.00,0
91,1993,1993-11-07,8,30.216,MIA,@,NYJ,L 10-27,0,0,,0,4,142,35.50,0
92,1993,1993-11-14,9,30.223,MIA,@,PHI,W 19-14,0,0,,0,7,326,46.57,0
93,1993,1993-11-21,10,30.230,MIA,,NWE,W 17-13,0,0,,0,5,218,43.60,0
94,1993,1993-11-25,11,30.234,MIA,@,DAL,W 16-14,0,0,,0,3,103,34.33,0
95,1993,1993-12-05,12,30.244,MIA,,NYG,L 14-19,0,0,,0,3,109,36.33,0
96,1993,1993-12-13,13,30.252,MIA,,PIT,L 20-21,0,0,,0,3,112,37.33,0
97,1993,1993-12-19,14,30.258,MIA,,BUF,L 34-47,0,0,,0,2,83,41.50,0
98,1993,1993-12-27,15,30.266,MIA,@,SDG,L 20-45,0,0,,0,2,77,38.50,0
99,1993,1994-01-02,16,30.272,MIA,@,NWE,L 27-33,0,0,,0,4,136,34.00,0
