ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2010,2010-09-26,3,22.283,MIA,,NYJ,L 23-31,,,,,,,0.0%,,,,
2,2010,2010-10-31,7,22.318,MIA,@,CIN,W 22-14,,,,,,,0.0%,,,,
3,2010,2010-11-07,8,22.325,MIA,@,BAL,L 10-26,,,,,,,0.0%,,,,
4,2010,2010-11-14,9,22.332,MIA,,TEN,W 29-17,,,,,,,0.0%,,,,
5,2010,2010-11-28,11,22.346,MIA,@,OAK,W 33-17,,1,,,,,0.0%,,,,
6,2010,2010-12-05,12,22.353,MIA,,CLE,L 10-13,,,,,,,0.0%,,,,
7,2010,2010-12-12,13,22.360,MIA,@,NYJ,W 10-6,*,,,,,,0.0%,,,,
8,2010,2011-01-02,16,23.016,MIA,@,NWE,L 7-38,*,0,,,,,0.0%,,,,
9,2011,2011-09-12,1,23.269,MIA,,NWE,L 24-38,,,,,,,0.0%,,,,
10,2011,2011-09-18,2,23.275,MIA,,HOU,L 13-23,*,1,0,0,,0,0.0%,0.00,0.0,0,0
11,2011,2011-09-25,3,23.282,MIA,@,CLE,L 16-17,,0,,,,,0.0%,,,,
12,2011,2011-10-02,4,23.289,MIA,@,SDG,L 16-26,,1,1,8,8.00,0,100.0%,8.00,0.0,0,0
13,2011,2011-10-17,5,23.304,MIA,@,NYJ,L 6-24,,,,,,,0.0%,,,,
14,2011,2011-10-23,6,23.310,MIA,,DEN,L 15-18,,,,,,,0.0%,,,,
15,2011,2011-10-30,7,23.317,MIA,@,NYG,L 17-20,*,,,,,,0.0%,,,,
16,2011,2011-11-06,8,23.324,MIA,@,KAN,W 31-3,,,,,,,0.0%,,,,
17,2011,2011-11-13,9,23.331,MIA,,WAS,W 20-9,,,,,,,0.0%,,,,
18,2011,2011-11-20,10,23.338,MIA,,BUF,W 35-8,,0,,,,,0.0%,,,,
19,2011,2011-11-24,11,23.342,MIA,@,DAL,L 19-20,,,,,,,0.0%,,,,
20,2011,2011-12-04,12,23.352,MIA,,OAK,W 34-14,,,,,,,0.0%,,,,
21,2011,2011-12-11,13,23.359,MIA,,PHI,L 10-26,*,,,,,,0.0%,,,,
22,2011,2011-12-24,15,24.007,MIA,@,NWE,L 24-27,,0,,,,,0.0%,,,,
23,2012,2012-09-09,1,24.267,MIA,@,HOU,L 10-30,,,,,,,0.0%,,,,
24,2012,2012-09-16,2,24.274,MIA,,OAK,W 35-13,,,,,,,0.0%,,,,
25,2012,2012-09-23,3,24.281,MIA,,NYJ,L 20-23,,,,,,,0.0%,,,,
26,2012,2012-09-30,4,24.288,MIA,@,ARI,L 21-24,,,,,,,0.0%,,,,
27,2012,2012-10-07,5,24.295,MIA,@,CIN,W 17-13,,,,,,,0.0%,,,,
28,2012,2012-10-14,6,24.302,MIA,,STL,W 17-14,,,,,,,0.0%,,,,
29,2012,2012-10-28,7,24.316,MIA,@,NYJ,W 30-9,,,,,,,0.0%,,,,
30,2012,2012-11-04,8,24.323,MIA,@,IND,L 20-23,,,,,,,0.0%,,,,
31,2012,2012-11-25,11,24.344,MIA,,SEA,W 24-21,,,,,,,0.0%,,,,
32,2012,2012-12-02,12,24.351,MIA,,NWE,L 16-23,,,,,,,0.0%,,,,
33,2012,2012-12-09,13,24.358,MIA,@,SFO,L 13-27,,,,,,,0.0%,,,,
34,2012,2012-12-16,14,24.365,MIA,,JAX,W 24-3,,,,,,,0.0%,,,,
35,2012,2012-12-23,15,25.006,MIA,,BUF,W 24-10,*,,,,,,0.0%,,,,
36,2012,2012-12-30,16,25.013,MIA,@,NWE,L 0-28,,,,,,,0.0%,,,,
37,2013,2013-09-08,1,25.265,OAK,@,IND,L 17-21,*,1,1,41,41.00,0,100.0%,41.00,0.0,0,0
38,2013,2013-09-15,2,25.272,OAK,,JAX,W 19-9,*,1,0,0,,0,0.0%,0.00,0.0,0,0
39,2013,2013-09-23,3,25.280,OAK,@,DEN,L 21-37,,,,,,,0.0%,,,,
40,2013,2013-09-29,4,25.286,OAK,,WAS,L 14-24,,2,1,8,8.00,0,50.0%,4.00,0.0,0,0
41,2013,2013-10-06,5,25.293,OAK,,SDG,W 27-17,,,,,,,0.0%,,,,
42,2013,2013-10-13,6,25.300,OAK,@,KAN,L 7-24,*,2,1,13,13.00,0,50.0%,6.50,0.0,0,0
43,2013,2013-10-27,7,25.314,OAK,,PIT,W 21-18,*,1,1,9,9.00,0,100.0%,9.00,0.0,0,0
44,2013,2013-11-03,8,25.321,OAK,,PHI,L 20-49,*,1,0,0,,0,0.0%,0.00,0.0,0,0
45,2013,2013-11-10,9,25.328,OAK,@,NYG,L 20-24,*,,,,,,0.0%,,,,
46,2013,2013-11-17,10,25.335,OAK,@,HOU,W 28-23,*,0,,,,,0.0%,,,,
47,2013,2013-11-24,11,25.342,OAK,,TEN,L 19-23,*,1,1,5,5.00,0,100.0%,5.00,0.0,0,0
48,2013,2013-11-28,12,25.346,OAK,@,DAL,L 24-31,*,,,,,,0.0%,,,,
49,2013,2013-12-08,13,25.356,OAK,@,NYJ,L 27-37,*,0,,,,,0.0%,,,,
50,2013,2013-12-15,14,25.363,OAK,,KAN,L 31-56,,1,0,0,,0,0.0%,0.00,0.0,1,0
51,2013,2013-12-22,15,26.005,OAK,@,SDG,L 13-26,*,3,1,12,12.00,0,33.3%,4.00,0.0,0,0
52,2013,2013-12-29,16,26.012,OAK,,DEN,L 14-34,*,,,,,,0.0%,,,,
