ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
25,2010,2010-11-14,9,25.121,CIN,@,IND,L 17-23,,0,0,,0,4,161,40.25,0
26,2010,2010-11-21,10,25.128,CIN,,BUF,L 31-49,,0,0,,0,2,71,35.50,0
27,2010,2010-11-25,11,25.132,CIN,@,NYJ,L 10-26,,0,0,,0,7,290,41.43,0
28,2010,2010-12-05,12,25.142,CIN,,NOR,L 30-34,,0,0,,0,2,113,56.50,0
29,2010,2010-12-12,13,25.149,CIN,@,PIT,L 7-23,,0,0,,0,5,217,43.40,0
30,2010,2010-12-19,14,25.156,CIN,,CLE,W 19-17,,0,0,,0,1,34,34.00,0
31,2010,2010-12-26,15,25.163,CIN,,SDG,W 34-20,,0,0,,0,4,129,32.25,0
32,2010,2011-01-02,16,25.170,CIN,@,BAL,L 7-13,,0,0,,0,4,162,40.50,0
33,2011,2011-09-11,1,26.057,CIN,@,CLE,W 27-17,,0,0,,0,8,382,47.75,0
34,2011,2011-09-18,2,26.064,CIN,@,DEN,L 22-24,,0,0,,0,5,205,41.00,0
35,2011,2011-09-25,3,26.071,CIN,,SFO,L 8-13,,0,0,,0,7,317,45.29,0
36,2011,2011-10-02,4,26.078,CIN,,BUF,W 23-20,,0,0,,0,5,192,38.40,0
37,2011,2011-10-09,5,26.085,CIN,@,JAX,W 30-20,,0,0,,0,7,334,47.71,0
38,2011,2011-10-16,6,26.092,CIN,,IND,W 27-17,,0,0,,0,5,221,44.20,0
39,2011,2011-10-30,7,26.106,CIN,@,SEA,W 34-12,,0,0,,0,5,226,45.20,0
40,2011,2011-11-06,8,26.113,CIN,@,TEN,W 24-17,,0,0,,0,7,308,44.00,0
41,2011,2011-11-13,9,26.120,CIN,,PIT,L 17-24,,0,0,,0,6,276,46.00,0
42,2011,2011-11-20,10,26.127,CIN,@,BAL,L 24-31,,0,0,,0,7,270,38.57,0
43,2011,2011-11-27,11,26.134,CIN,,CLE,W 23-20,,0,0,,0,4,191,47.75,0
44,2011,2011-12-04,12,26.141,CIN,@,PIT,L 7-35,,0,0,,0,7,317,45.29,0
45,2011,2011-12-11,13,26.148,CIN,,HOU,L 19-20,,0,0,,0,4,186,46.50,0
46,2011,2011-12-18,14,26.155,CIN,@,STL,W 20-13,,0,0,,0,5,169,33.80,1
47,2011,2011-12-24,15,26.161,CIN,,ARI,W 23-16,,0,0,,0,5,215,43.00,0
48,2011,2012-01-01,16,26.169,CIN,,BAL,L 16-24,,0,0,,0,4,214,53.50,0
49,2012,2012-09-10,1,27.056,CIN,@,BAL,L 13-44,,0,0,,0,4,183,45.75,0
50,2012,2012-09-16,2,27.062,CIN,,CLE,W 34-27,,0,0,,0,3,126,42.00,0
51,2012,2012-09-23,3,27.069,CIN,@,WAS,W 38-31,,1,-1,-1.00,0,4,165,41.25,0
52,2012,2012-09-30,4,27.076,CIN,@,JAX,W 27-10,,0,0,,0,3,143,47.67,0
53,2012,2012-10-07,5,27.083,CIN,,MIA,L 13-17,,0,0,,0,6,243,40.50,0
54,2012,2012-10-14,6,27.090,CIN,@,CLE,L 24-34,,0,0,,0,7,354,50.57,0
55,2012,2012-10-21,7,27.097,CIN,,PIT,L 17-24,,0,0,,0,6,311,51.83,0
56,2012,2012-11-04,8,27.111,CIN,,DEN,L 23-31,,0,0,,0,4,206,51.50,0
57,2012,2012-11-11,9,27.118,CIN,,NYG,W 31-13,,0,0,,0,4,193,48.25,0
58,2012,2012-11-18,10,27.125,CIN,@,KAN,W 28-6,,0,0,,0,6,322,53.67,0
59,2012,2012-11-25,11,27.132,CIN,,OAK,W 34-10,,0,0,,0,5,204,40.80,0
60,2012,2012-12-02,12,27.139,CIN,@,SDG,W 20-13,,0,0,,0,3,114,38.00,0
61,2012,2012-12-09,13,27.146,CIN,,DAL,L 19-20,,0,0,,0,3,136,45.33,0
62,2012,2012-12-13,14,27.150,CIN,@,PHI,W 34-13,,0,0,,0,5,194,38.80,0
63,2012,2012-12-23,15,27.160,CIN,@,PIT,W 13-10,,0,0,,0,6,316,52.67,0
64,2012,2012-12-30,16,27.167,CIN,,BAL,W 23-17,,0,0,,0,7,330,47.14,0
65,2013,2013-09-08,1,28.054,CIN,@,CHI,L 21-24,,0,0,,0,4,193,48.25,0
66,2013,2013-09-16,2,28.062,CIN,,PIT,W 20-10,,0,0,,0,7,326,46.57,0
67,2013,2013-09-22,3,28.068,CIN,,GNB,W 34-30,,0,0,,0,3,131,43.67,0
68,2013,2013-09-29,4,28.075,CIN,@,CLE,L 6-17,,0,0,,0,4,155,38.75,0
69,2013,2013-10-06,5,28.082,CIN,,NWE,W 13-6,,0,0,,0,6,275,45.83,0
70,2013,2013-10-13,6,28.089,CIN,@,BUF,W 27-24,,0,0,,0,5,206,41.20,0
71,2013,2013-10-20,7,28.096,CIN,@,DET,W 27-24,,0,0,,0,4,189,47.25,0
72,2013,2013-10-27,8,28.103,CIN,,NYJ,W 49-9,,0,0,,0,3,161,53.67,0
73,2013,2013-10-31,9,28.107,CIN,@,MIA,L 20-22,,0,0,,0,4,154,38.50,0
74,2013,2013-11-10,10,28.117,CIN,@,BAL,L 17-20,,0,0,,0,6,223,37.17,0
75,2013,2013-11-17,11,28.124,CIN,,CLE,W 41-20,,0,0,,0,9,408,45.33,0
76,2013,2013-12-01,12,28.138,CIN,@,SDG,W 17-10,,0,0,,0,4,222,55.50,0
77,2013,2013-12-08,13,28.145,CIN,,IND,W 42-28,,0,0,,0,5,253,50.60,0
78,2013,2013-12-15,14,28.152,CIN,@,PIT,L 20-30,,1,0,0.00,0,2,86,43.00,0
79,2014,2014-09-07,1,29.053,CIN,@,BAL,W 23-16,,0,0,,0,4,151,37.75,0
80,2014,2014-09-14,2,29.060,CIN,,ATL,W 24-10,,0,0,,0,4,171,42.75,0
81,2014,2014-09-21,3,29.067,CIN,,TEN,W 33-7,,0,0,,0,4,197,49.25,0
82,2014,2014-10-05,4,29.081,CIN,@,NWE,L 17-43,,0,0,,0,4,166,41.50,0
83,2014,2014-10-12,5,29.088,CIN,,CAR,T 37-37,,0,0,,0,1,42,42.00,0
84,2014,2014-10-19,6,29.095,CIN,@,IND,L 0-27,,0,0,,0,11,558,50.73,0
85,2014,2014-10-26,7,29.102,CIN,,BAL,W 27-24,,0,0,,0,3,156,52.00,0
86,2014,2014-11-02,8,29.109,CIN,,JAX,W 33-23,,0,0,,0,5,252,50.40,0
87,2014,2014-11-06,9,29.113,CIN,,CLE,L 3-24,,0,0,,0,8,398,49.75,0
88,2014,2014-11-16,10,29.123,CIN,@,NOR,W 27-10,,0,0,,0,2,88,44.00,0
89,2014,2014-11-23,11,29.130,CIN,@,HOU,W 22-13,,0,0,,0,4,193,48.25,0
90,2014,2014-11-30,12,29.137,CIN,@,TAM,W 14-13,,0,0,,0,6,289,48.17,0
91,2014,2014-12-07,13,29.144,CIN,,PIT,L 21-42,,0,0,,0,7,322,46.00,0
92,2014,2014-12-14,14,29.151,CIN,@,CLE,W 30-0,,0,0,,0,2,77,38.50,0
93,2014,2014-12-22,15,29.159,CIN,,DEN,W 37-28,,0,0,,0,5,211,42.20,0
94,2014,2014-12-28,16,29.165,CIN,@,PIT,L 17-27,,0,0,,0,3,148,49.33,0
95,2015,2015-09-13,1,30.059,CIN,@,OAK,W 33-13,,0,0,,0,5,219,43.80,0
96,2015,2015-09-20,2,30.066,CIN,,SDG,W 24-19,,0,0,,0,3,161,53.67,0
97,2015,2015-09-27,3,30.073,CIN,@,BAL,W 28-24,,0,0,,0,3,164,54.67,0
98,2015,2015-10-04,4,30.080,CIN,,KAN,W 36-21,,0,0,,0,3,143,47.67,0
99,2015,2015-10-11,5,30.087,CIN,,SEA,W 27-24,,0,0,,0,6,293,48.83,0
100,2015,2015-10-18,6,30.094,CIN,@,BUF,W 34-21,,0,0,,0,3,121,40.33,0
101,2015,2015-11-01,7,30.108,CIN,@,PIT,W 16-10,,0,0,,0,4,136,34.00,0
102,2015,2015-11-05,8,30.112,CIN,,CLE,W 31-10,,0,0,,0,2,79,39.50,1
103,2015,2015-11-16,9,30.123,CIN,,HOU,L 6-10,,0,0,,0,7,288,41.14,0
104,2015,2015-11-22,10,30.129,CIN,@,ARI,L 31-34,,0,0,,0,5,243,48.60,0
105,2015,2015-11-29,11,30.136,CIN,,STL,W 31-7,,0,0,,0,4,193,48.25,0
106,2015,2015-12-06,12,30.143,CIN,@,CLE,W 37-3,,0,0,,0,1,27,27.00,0
107,2015,2015-12-13,13,30.150,CIN,,PIT,L 20-33,,0,0,,0,2,96,48.00,0
108,2015,2015-12-20,14,30.157,CIN,@,SFO,W 24-14,,0,0,,0,8,413,51.63,0
109,2015,2015-12-28,15,30.165,CIN,@,DEN,L 17-20,,0,0,,0,5,237,47.40,0
110,2015,2016-01-03,16,30.171,CIN,,BAL,W 24-16,,0,0,,0,7,303,43.29,0
111,2016,2016-09-11,1,31.057,CIN,@,NYJ,W 23-22,,0,0,,0,3,144,48.00,0
112,2016,2016-09-18,2,31.064,CIN,@,PIT,L 16-24,,0,0,,0,9,407,45.22,0
113,2016,2016-09-25,3,31.071,CIN,,DEN,L 17-29,,0,0,,0,5,231,46.20,0
114,2016,2016-09-29,4,31.075,CIN,,MIA,W 22-7,,0,0,,0,4,184,46.00,0
115,2016,2016-10-09,5,31.085,CIN,@,DAL,L 14-28,,0,0,,0,5,196,39.20,0
116,2016,2016-10-16,6,31.092,CIN,@,NWE,L 17-35,,0,0,,0,4,164,41.00,0
117,2016,2016-10-23,7,31.099,CIN,,CLE,W 31-17,,0,0,,0,2,89,44.50,0
118,2016,2016-10-30,8,31.106,CIN,,WAS,T 27-27,,0,0,,0,5,261,52.20,0
119,2016,2016-11-14,9,31.121,CIN,@,NYG,L 20-21,,0,0,,0,7,336,48.00,0
120,2016,2016-11-20,10,31.127,CIN,,BUF,L 12-16,,0,0,,0,6,267,44.50,0
121,2016,2016-11-27,11,31.134,CIN,@,BAL,L 14-19,,0,0,,0,6,283,47.17,0
122,2016,2016-12-04,12,31.141,CIN,,PHI,W 32-14,,0,0,,0,1,49,49.00,0
123,2016,2016-12-11,13,31.148,CIN,@,CLE,W 23-10,,0,0,,0,5,248,49.60,0
124,2016,2016-12-18,14,31.155,CIN,,PIT,L 20-24,,0,0,,0,3,141,47.00,0
125,2016,2016-12-24,15,31.161,CIN,@,HOU,L 10-12,,0,0,,0,8,366,45.75,0
126,2016,2017-01-01,16,31.169,CIN,,BAL,W 27-10,,0,0,,0,5,247,49.40,0
127,2017,2017-09-10,1,32.056,CIN,,BAL,L 0-20,,0,0,,0,5,212,42.40,0
128,2017,2017-09-14,2,32.060,CIN,,HOU,L 9-13,,0,0,,0,7,334,47.71,0
129,2017,2017-09-24,3,32.070,CIN,@,GNB,L 24-27,,0,0,,0,6,296,49.33,0
130,2017,2017-10-01,4,32.077,CIN,@,CLE,W 31-7,,0,0,,0,4,191,47.75,0
131,2017,2017-10-08,5,32.084,CIN,,BUF,W 20-16,,0,0,,0,4,187,46.75,0
132,2017,2017-10-22,6,32.098,CIN,@,PIT,L 14-29,,0,0,,0,5,250,50.00,0
133,2017,2017-10-29,7,32.105,CIN,,IND,W 24-23,,0,0,,0,4,197,49.25,0
134,2017,2017-11-05,8,32.112,CIN,@,JAX,L 7-23,,0,0,,0,7,336,48.00,0
135,2017,2017-11-12,9,32.119,CIN,@,TEN,L 20-24,,0,0,,0,7,351,50.14,0
136,2017,2017-11-19,10,32.126,CIN,@,DEN,W 20-17,,0,0,,0,7,318,45.43,1
137,2017,2017-11-26,11,32.133,CIN,,CLE,W 30-16,,0,0,,0,2,73,36.50,0
138,2017,2017-12-04,12,32.141,CIN,,PIT,L 20-23,,0,0,,0,5,246,49.20,0
139,2017,2017-12-10,13,32.147,CIN,,CHI,L 7-33,,0,0,,0,5,251,50.20,0
140,2017,2017-12-17,14,32.154,CIN,@,MIN,L 7-34,,0,0,,0,8,365,45.63,0
141,2017,2017-12-24,15,32.161,CIN,,DET,W 26-17,,0,0,,0,4,152,38.00,0
142,2017,2017-12-31,16,32.168,CIN,@,BAL,W 31-27,,0,0,,0,8,342,42.75,0
143,2018,2018-09-09,1,33.055,CIN,@,IND,W 34-23,,0,0,,0,2,96,48.00,0
144,2018,2018-09-13,2,33.059,CIN,,BAL,W 34-23,,0,0,,0,6,241,40.17,0
145,2018,2018-09-23,3,33.069,CIN,@,CAR,L 21-31,,0,0,,0,3,132,44.00,0
