ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2009,2009-09-13,1,24.059,CIN,,DEN,L 7-12,,1,0,0.00,0,7,278,39.71,0
2,2009,2009-09-20,2,24.066,CIN,@,GNB,W 31-24,,0,0,,0,4,185,46.25,0
3,2009,2009-09-27,3,24.073,CIN,,PIT,W 23-20,,0,0,,0,5,204,40.80,0
4,2009,2009-10-04,4,24.080,CIN,@,CLE,W 23-20,,0,0,,0,9,406,45.11,0
5,2009,2009-10-11,5,24.087,CIN,@,BAL,W 17-14,,0,0,,0,4,160,40.00,0
6,2009,2009-10-18,6,24.094,CIN,,HOU,L 17-28,,0,0,,0,7,335,47.86,0
7,2009,2009-10-25,7,24.101,CIN,,CHI,W 45-10,,0,0,,0,1,36,36.00,0
8,2009,2009-11-08,8,24.115,CIN,,BAL,W 17-7,,0,0,,0,5,232,46.40,0
9,2009,2009-11-15,9,24.122,CIN,@,PIT,W 18-12,,0,0,,0,4,166,41.50,0
10,2009,2009-11-22,10,24.129,CIN,@,OAK,L 17-20,,0,0,,0,4,199,49.75,0
11,2009,2009-11-29,11,24.136,CIN,,CLE,W 16-7,,0,0,,0,6,252,42.00,0
12,2009,2009-12-06,12,24.143,CIN,,DET,W 23-13,,0,0,,0,4,176,44.00,0
13,2009,2009-12-13,13,24.150,CIN,@,MIN,L 10-30,,0,0,,0,7,287,41.00,0
14,2009,2009-12-20,14,24.157,CIN,@,SDG,L 24-27,,0,0,,0,5,233,46.60,0
15,2009,2009-12-27,15,24.164,CIN,,KAN,W 17-10,,0,0,,0,7,289,41.29,0
16,2009,2010-01-03,16,24.171,CIN,@,NYJ,L 0-37,,0,0,,0,7,275,39.29,0
17,2010,2010-09-12,1,25.058,CIN,@,NWE,L 24-38,,0,0,,0,3,139,46.33,0
18,2010,2010-09-19,2,25.065,CIN,,BAL,W 15-10,,0,0,,0,8,353,44.13,0
19,2010,2010-09-26,3,25.072,CIN,@,CAR,W 20-7,,0,0,,0,6,249,41.50,0
20,2010,2010-10-03,4,25.079,CIN,@,CLE,L 20-23,,0,0,,0,3,116,38.67,0
21,2010,2010-10-10,5,25.086,CIN,,TAM,L 21-24,,0,0,,0,6,308,51.33,0
22,2010,2010-10-24,6,25.100,CIN,@,ATL,L 32-39,,0,0,,0,3,125,41.67,0
23,2010,2010-10-31,7,25.107,CIN,,MIA,L 14-22,,0,0,,0,9,359,39.89,0
24,2010,2010-11-08,8,25.115,CIN,,PIT,L 21-27,,0,0,,0,4,166,41.50,1
