ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2017,2017-09-10,1,23.221,SEA,@,GNB,L 9-17,,1,0,0,,0,0.0%,0.00
2,2017,2017-09-17,2,23.228,SEA,,SFO,W 12-9,,1,1,16,16.00,0,100.0%,16.00
3,2017,2017-09-24,3,23.235,SEA,@,TEN,L 27-33,,1,0,0,,0,0.0%,0.00
4,2017,2017-10-01,4,23.242,SEA,,IND,W 46-18,,4,2,10,5.00,0,50.0%,2.50
5,2017,2017-10-08,5,23.249,SEA,@,LAR,W 16-10,,0,0,0,,0,0.0%,
6,2017,2017-10-22,6,23.263,SEA,@,NYG,W 24-7,,2,2,29,14.50,0,100.0%,14.50
7,2017,2017-10-29,7,23.270,SEA,,HOU,W 41-38,,0,0,0,,0,0.0%,
8,2017,2017-11-05,8,23.277,SEA,,WAS,L 14-17,,0,0,0,,0,0.0%,
9,2017,2017-11-09,9,23.281,SEA,@,ARI,W 22-16,,2,1,3,3.00,0,50.0%,1.50
10,2017,2017-11-20,10,23.292,SEA,,ATL,L 31-34,,0,0,0,,0,0.0%,
11,2017,2017-11-26,11,23.298,SEA,@,SFO,W 24-13,,0,0,0,,0,0.0%,
12,2017,2017-12-03,12,23.305,SEA,,PHI,W 24-10,,0,0,0,,0,0.0%,
13,2017,2017-12-10,13,23.312,SEA,@,JAX,L 24-30,,0,0,0,,0,0.0%,
14,2017,2017-12-17,14,23.319,SEA,,LAR,L 7-42,,1,1,8,8.00,0,100.0%,8.00
15,2017,2017-12-24,15,23.326,SEA,@,DAL,W 21-12,,0,0,0,,0,0.0%,
16,2017,2017-12-31,16,23.333,SEA,,ARI,L 24-26,,1,1,5,5.00,0,100.0%,5.00
