ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2007,2007-11-04,8,24.249,JAX,@,NOR,L 24-41,,,0,0,,0,0.0%,,0,0,,0
2,2007,2007-12-02,12,24.277,JAX,@,IND,L 25-28,,,0,0,,0,0.0%,,0,0,,0
3,2007,2007-12-09,13,24.284,JAX,,CAR,W 37-6,,1,0,0,,0,0.0%,0.00,0,0,,0
4,2007,2007-12-16,14,24.291,JAX,@,PIT,W 29-22,,,0,0,,0,0.0%,,0,0,,0
5,2007,2007-12-23,15,24.298,JAX,,OAK,W 49-11,,,0,0,,0,0.0%,,0,0,,0
6,2007,2007-12-30,16,24.305,JAX,@,HOU,L 28-42,,1,1,5,5.00,0,100.0%,5.00,1,12,12.00,0
