ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-10-08,5,21.256,HOU,,IND,L 20-27,,2,2,53,26.50,2,100.0%,26.50,2,12
2,2015,2015-10-18,6,21.266,HOU,@,JAX,W 31-20,,1,1,5,5.00,0,100.0%,5.00,0,0
3,2015,2015-10-25,7,21.273,HOU,@,MIA,L 26-44,,1,0,0,,0,0.0%,0.00,0,0
4,2015,2015-11-01,8,21.280,HOU,,TEN,W 20-6,,2,0,0,,0,0.0%,0.00,0,0
5,2015,2015-11-22,10,21.301,HOU,,NYJ,W 24-17,,1,0,0,,0,0.0%,0.00,0,0
6,2015,2015-12-06,12,21.315,HOU,@,BUF,L 21-30,,2,0,0,,0,0.0%,0.00,0,0
7,2015,2015-12-13,13,21.322,HOU,,NWE,L 6-27,,1,1,6,6.00,0,100.0%,6.00,0,0
8,2015,2015-12-20,14,21.329,HOU,@,IND,W 16-10,,2,2,23,11.50,1,100.0%,11.50,1,6
9,2015,2015-12-27,15,21.336,HOU,@,TEN,W 34-6,,5,2,18,9.00,0,40.0%,3.60,0,0
10,2015,2016-01-03,16,21.343,HOU,,JAX,W 30-6,*,7,6,56,9.33,0,85.7%,8.00,0,0
11,2016,2016-09-11,1,22.230,HOU,,CHI,W 23-14,,0,0,0,,0,0.0%,,0,0
12,2016,2016-09-18,2,22.237,HOU,,KAN,W 19-12,,1,0,0,,0,0.0%,0.00,0,0
13,2016,2016-09-22,3,22.241,HOU,@,NWE,L 0-27,*,4,1,15,15.00,0,25.0%,3.75,0,0
14,2016,2016-10-02,4,22.251,HOU,,TEN,W 27-20,,6,5,31,6.20,0,83.3%,5.17,0,0
15,2016,2016-10-09,5,22.258,HOU,@,MIN,L 13-31,,9,5,39,7.80,0,55.6%,4.33,0,0
16,2016,2016-10-16,6,22.265,HOU,,IND,W 26-23,*,2,1,36,36.00,0,50.0%,18.00,0,0
17,2016,2016-10-24,7,22.273,HOU,@,DEN,L 9-27,,2,2,10,5.00,0,100.0%,5.00,0,0
18,2016,2016-10-30,8,22.279,HOU,,DET,W 20-13,,0,0,0,,0,0.0%,,0,0
19,2017,2017-09-14,2,23.232,HOU,@,CIN,W 13-9,,0,0,0,,0,0.0%,,0,0
20,2017,2017-12-24,15,23.333,JAX,@,SFO,L 33-44,,4,3,38,12.67,1,75.0%,9.50,1,6
