ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,25.061,WAS,,MIA,W 16-13,,,,,,,,
2,2007,2007-09-17,2,25.069,WAS,@,PHI,W 20-12,,,,,,,,
3,2007,2007-09-23,3,25.075,WAS,,NYG,L 17-24,,,,,,,,
4,2007,2007-10-07,4,25.089,WAS,,DET,W 34-3,,,,,,,,
5,2007,2007-10-14,5,25.096,WAS,@,GNB,L 14-17,,0,0,,0,1.0,,
6,2007,2007-10-21,6,25.103,WAS,,ARI,W 21-19,,,,,,,,
7,2007,2007-10-28,7,25.110,WAS,@,NWE,L 7-52,,,,,,,,
8,2007,2007-11-04,8,25.117,WAS,@,NYJ,W 23-20,,,,,,,,
9,2007,2007-11-11,9,25.124,WAS,,PHI,L 25-33,,,,,,,,
10,2007,2007-11-18,10,25.131,WAS,@,DAL,L 23-28,,,,,,,,
11,2007,2007-11-25,11,25.138,WAS,@,TAM,L 13-19,,0,0,,0,1.0,,
12,2007,2007-12-02,12,25.145,WAS,,BUF,L 16-17,,,,,,,,
13,2007,2007-12-06,13,25.149,WAS,,CHI,W 24-16,,,,,,,,
14,2007,2007-12-16,14,25.159,WAS,@,NYG,W 22-10,,,,,,,,
15,2007,2007-12-23,15,25.166,WAS,@,MIN,W 32-21,,,,,,,,
16,2007,2007-12-30,16,25.173,WAS,,DAL,W 27-6,,0,0,,0,2.0,,
17,2008,2008-09-04,1,26.056,WAS,@,NYG,L 7-16,,0,0,,0,1.0,1,0
18,2008,2008-09-14,2,26.066,WAS,,NOR,W 29-24,,,,,,,,
19,2008,2008-09-21,3,26.073,WAS,,ARI,W 24-17,,0,0,,0,0.0,0,3
20,2008,2008-09-28,4,26.080,WAS,@,DAL,W 26-24,,0,0,,0,0.0,0,0
21,2008,2008-10-05,5,26.087,WAS,@,PHI,W 23-17,,0,0,,0,0.0,1,0
22,2008,2008-10-12,6,26.094,WAS,,STL,L 17-19,,0,0,,0,0.0,0,1
23,2008,2008-10-19,7,26.101,WAS,,CLE,W 14-11,,,,,,,,
24,2008,2008-10-26,8,26.108,WAS,@,DET,W 25-17,,,,,,,,
25,2008,2008-11-03,9,26.116,WAS,,PIT,L 6-23,,0,0,,0,0.0,1,0
26,2008,2008-11-16,10,26.129,WAS,,DAL,L 10-14,,0,0,,0,0.0,0,0
27,2008,2008-11-23,11,26.136,WAS,@,SEA,W 20-17,,,,,,,,
28,2008,2008-11-30,12,26.143,WAS,,NYG,L 7-23,,0,0,,0,0.0,0,2
29,2008,2008-12-07,13,26.150,WAS,@,BAL,L 10-24,,,,,,,,
30,2008,2008-12-14,14,26.157,WAS,@,CIN,L 13-20,,,,,,,,
31,2008,2008-12-21,15,26.164,WAS,,PHI,W 10-3,,0,0,,0,0.0,1,0
32,2008,2008-12-28,16,26.171,WAS,@,SFO,L 24-27,,,,,,,,
33,2009,2009-09-13,1,27.065,WAS,@,NYG,L 17-23,,,,,,,,
34,2009,2009-09-20,2,27.072,WAS,,STL,W 9-7,,0,0,,0,0.0,0,1
35,2009,2009-09-27,3,27.079,WAS,@,DET,L 14-19,,0,0,,0,0.0,1,0
36,2009,2009-10-04,4,27.086,WAS,,TAM,W 16-13,,0,0,,0,0.0,1,0
37,2009,2009-10-11,5,27.093,WAS,@,CAR,L 17-20,,0,0,,0,0.0,0,1
38,2009,2009-10-18,6,27.100,WAS,,KAN,L 6-14,,0,0,,0,1.0,2,0
39,2009,2009-10-26,7,27.108,WAS,,PHI,L 17-27,,0,0,,0,0.0,3,1
40,2009,2009-11-08,8,27.121,WAS,@,ATL,L 17-31,,,,,,,,
41,2009,2009-11-15,9,27.128,WAS,,DEN,W 27-17,,0,0,,0,0.0,0,0
42,2009,2009-11-22,10,27.135,WAS,@,DAL,L 6-7,,0,0,,0,0.0,1,0
43,2009,2009-11-29,11,27.142,WAS,@,PHI,L 24-27,,0,0,,0,0.0,1,0
44,2009,2009-12-06,12,27.149,WAS,,NOR,L 30-33,,,,,,,,
45,2009,2009-12-13,13,27.156,WAS,@,OAK,W 34-13,,0,0,,0,0.0,1,0
46,2009,2009-12-21,14,27.164,WAS,,NYG,L 12-45,,1,8,8.00,0,0.0,1,0
47,2009,2009-12-27,15,27.170,WAS,,DAL,L 0-17,,0,0,,0,0.0,3,0
48,2009,2010-01-03,16,27.177,WAS,@,SDG,L 20-23,,,,,,,,
49,2010,2010-09-12,1,28.064,WAS,,DAL,W 13-7,,,,,,,,
50,2010,2010-09-19,2,28.071,WAS,,HOU,L 27-30,,0,0,,0,0.0,0,1
51,2010,2010-09-26,3,28.078,WAS,@,STL,L 16-30,,0,0,,0,0.0,1,0
52,2010,2010-10-03,4,28.085,WAS,@,PHI,W 17-12,,0,0,,0,0.0,2,0
53,2010,2010-10-10,5,28.092,WAS,,GNB,W 16-13,,0,0,,0,0.0,0,1
54,2010,2010-10-17,6,28.099,WAS,,IND,L 24-27,,0,0,,0,0.0,0,1
