ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-09-11,1,23.002,KAN,,SDG,W 33-27,,0.0,1,0,0,0,0
2,2016,2016-09-18,2,23.009,KAN,@,HOU,L 12-19,,0.0,0,0,0,0,0
3,2016,2016-09-25,3,23.016,KAN,,NYJ,W 24-3,,0.0,0,0,1,0,0
4,2016,2016-10-02,4,23.023,KAN,@,PIT,L 14-43,,0.0,1,0,0,0,0
5,2016,2016-10-16,5,23.037,KAN,@,OAK,W 26-10,,0.0,3,1,0,0,0
6,2016,2016-10-23,6,23.044,KAN,,NOR,W 27-21,,0.0,5,0,0,0,0
7,2016,2016-11-20,10,23.072,KAN,,TAM,L 17-19,,0.0,0,0,0,0,0
8,2016,2016-11-27,11,23.079,KAN,@,DEN,W 30-27,,0.0,0,0,0,0,0
9,2016,2016-12-04,12,23.086,KAN,@,ATL,W 29-28,,0.0,0,0,0,0,0
10,2016,2016-12-18,14,23.100,KAN,,TEN,L 17-19,,0.0,0,0,0,0,0
11,2016,2016-12-25,15,23.107,KAN,,DEN,W 33-10,,0.0,0,0,0,0,0
12,2017,2017-12-14,14,24.096,IND,,DEN,L 13-25,,0.0,3,0,0,0,0
13,2017,2017-12-31,16,24.113,IND,,HOU,W 22-13,,0.0,0,0,0,0,0
