ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-10-09,5,22.262,BAL,,WAS,L 10-16,,3,-1,-0.33,0,1,1,6,6.00,0,100.0%,6.00,0,0
2,2016,2016-10-16,6,22.269,BAL,@,NYG,L 23-27,,2,11,5.50,0,2,1,1,1.00,0,50.0%,0.50,0,0
3,2016,2016-10-23,7,22.276,BAL,@,NYJ,L 16-24,,1,0,0.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0
4,2016,2016-11-06,8,22.290,BAL,,PIT,W 21-14,,9,13,1.44,0,2,2,0,0.00,0,100.0%,0.00,0,0
5,2016,2016-11-10,9,22.294,BAL,,CLE,W 28-7,,6,38,6.33,0,7,5,42,8.40,0,71.4%,6.00,0,0
6,2016,2016-11-20,10,22.304,BAL,@,DAL,L 17-27,,6,40,6.67,0,1,0,0,,0,0.0%,0.00,0,0
7,2016,2016-11-27,11,22.311,BAL,,CIN,W 19-14,,13,49,3.77,0,4,4,31,7.75,0,100.0%,7.75,0,0
8,2016,2016-12-04,12,22.318,BAL,,MIA,W 38-6,,6,56,9.33,0,4,4,21,5.25,0,100.0%,5.25,0,0
9,2016,2016-12-12,13,22.326,BAL,@,NWE,L 23-30,,11,39,3.55,0,11,8,42,5.25,1,72.7%,3.82,1,6
10,2016,2016-12-18,14,22.332,BAL,,PHI,W 27-26,,9,36,4.00,1,1,0,0,,0,0.0%,0.00,1,6
11,2016,2016-12-25,15,22.339,BAL,@,PIT,L 27-31,,12,57,4.75,0,3,1,1,1.00,0,33.3%,0.33,0,0
12,2016,2017-01-01,16,22.346,BAL,@,CIN,L 10-27,,10,44,4.40,1,4,3,19,6.33,0,75.0%,4.75,1,6
13,2018,2018-09-09,1,24.231,BAL,,BUF,W 47-3,,13,44,3.38,1,0,0,0,,0,0.0%,,1,6
