ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2004,2004-09-13,1,22.109,GNB,@,CAR,W 24-14,,,,,,,0.0%,,,,
2,2005,2005-12-11,13,23.198,DET,@,GNB,L 13-16,,0,0,0,,0,0.0%,,0.0,,
3,2005,2005-12-18,14,23.205,DET,,CIN,L 17-41,,1,0,0,,0,0.0%,0.00,0.0,,
4,2005,2005-12-24,15,23.211,DET,@,NOR,W 13-12,,0,0,0,,0,0.0%,,0.0,,
5,2006,2006-10-22,7,24.148,DET,@,NYJ,L 24-31,,,0,0,,0,0.0%,,0.0,,
6,2006,2006-11-05,8,24.162,DET,,ATL,W 30-14,*,1,1,7,7.00,0,100.0%,7.00,0.0,,
7,2006,2006-11-23,11,24.180,DET,,MIA,L 10-27,,1,0,0,,0,0.0%,0.00,0.0,,
8,2006,2006-12-17,14,24.204,DET,@,GNB,L 9-17,,,0,0,,0,0.0%,,0.0,,
9,2006,2006-12-24,15,24.211,DET,,CHI,L 21-26,*,1,1,11,11.00,0,100.0%,11.00,0.0,,
10,2006,2006-12-31,16,24.218,DET,@,DAL,W 39-31,,2,1,7,7.00,0,50.0%,3.50,0.0,,
11,2007,2007-09-09,1,25.105,DET,@,OAK,W 36-21,*,3,2,45,22.50,0,66.7%,15.00,0.0,,
12,2007,2007-09-16,2,25.112,DET,,MIN,W 20-17,,4,3,27,9.00,0,75.0%,6.75,0.0,,
13,2007,2007-09-23,3,25.119,DET,@,PHI,L 21-56,,,0,0,,0,0.0%,,0.0,,
14,2007,2007-09-30,4,25.126,DET,,CHI,W 37-27,*,1,1,23,23.00,0,100.0%,23.00,0.0,,
15,2007,2007-10-07,5,25.133,DET,@,WAS,L 3-34,*,2,1,3,3.00,0,50.0%,1.50,0.0,,
16,2007,2007-10-28,7,25.154,DET,@,CHI,W 16-7,*,3,1,11,11.00,0,33.3%,3.67,0.0,,
17,2007,2007-11-04,8,25.161,DET,,DEN,W 44-7,*,1,1,46,46.00,0,100.0%,46.00,0.0,,
18,2007,2007-11-11,9,25.168,DET,@,ARI,L 21-31,*,0,0,0,,0,0.0%,,0.0,,
19,2007,2007-11-18,10,25.175,DET,,NYG,L 10-16,*,1,1,18,18.00,0,100.0%,18.00,0.0,,
20,2007,2007-11-22,11,25.179,DET,,GNB,L 26-37,*,2,0,0,,0,0.0%,0.00,0.0,,
21,2007,2007-12-02,12,25.189,DET,@,MIN,L 10-42,*,1,1,5,5.00,0,100.0%,5.00,0.0,,
22,2007,2007-12-09,13,25.196,DET,,DAL,L 27-28,*,7,3,60,20.00,0,42.9%,8.57,0.0,,
23,2007,2007-12-16,14,25.203,DET,@,SDG,L 14-51,*,,0,0,,0,0.0%,,0.0,,
24,2007,2007-12-23,15,25.210,DET,,KAN,W 25-20,,1,1,7,7.00,0,100.0%,7.00,0.0,,
25,2007,2007-12-30,16,25.217,DET,@,GNB,L 13-34,*,3,2,7,3.50,0,66.7%,2.33,0.0,,
26,2008,2008-09-14,2,26.110,PIT,@,CLE,W 10-6,,,,,,,0.0%,,,,
27,2008,2008-09-21,3,26.117,PIT,@,PHI,L 6-15,*,,,,,,0.0%,,,,
28,2008,2008-09-29,4,26.125,PIT,,BAL,W 23-20,,,,,,,0.0%,,,,
29,2008,2008-10-05,5,26.131,PIT,@,JAX,W 26-21,,,,,,,0.0%,,,,
30,2008,2008-10-19,6,26.145,PIT,@,CIN,W 38-10,*,,,,,,0.0%,,,,
31,2008,2008-10-26,7,26.152,PIT,,NYG,L 14-21,,,,,,,0.0%,,,,
32,2008,2008-11-03,8,26.160,PIT,@,WAS,W 23-6,,,,,,,0.0%,,,,
33,2008,2008-11-09,9,26.166,PIT,,IND,L 20-24,,1,1,2,2.00,0,100.0%,2.00,0.0,1,0
34,2008,2008-11-16,10,26.173,PIT,,SDG,W 11-10,*,1,1,15,15.00,0,100.0%,15.00,0.0,0,0
35,2008,2008-11-20,11,26.177,PIT,,CIN,W 27-10,,,,,,,0.0%,,,,
36,2008,2008-11-30,12,26.187,PIT,@,NWE,W 33-10,,,,,,,0.0%,,,,
37,2008,2008-12-07,13,26.194,PIT,,DAL,W 20-13,,,,,,,0.0%,,,,
38,2008,2008-12-14,14,26.201,PIT,@,BAL,W 13-9,,2,1,7,7.00,0,50.0%,3.50,0.0,0,0
39,2008,2008-12-21,15,26.208,PIT,@,TEN,L 14-31,,,,,,,0.0%,,,,
40,2008,2008-12-28,16,26.215,PIT,,CLE,W 31-0,,,,,,,0.0%,,,,
