ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2004,2004-09-11,1,23.223,TEN,@,MIA,W 17-7,,,,
2,2004,2004-09-19,2,23.231,TEN,,IND,L 17-31,,,,
3,2004,2004-10-03,4,23.245,TEN,@,SDG,L 17-38,,,,
4,2004,2004-10-11,5,23.253,TEN,@,GNB,W 48-27,,,,
5,2004,2004-10-17,6,23.259,TEN,,HOU,L 10-20,,,,
6,2004,2004-10-24,7,23.266,TEN,@,MIN,L 3-20,,,,
7,2004,2004-10-31,8,23.273,TEN,,CIN,W 27-20,,,,
8,2004,2004-11-14,9,23.287,TEN,,CHI,L 17-19,,,,
9,2004,2004-11-21,10,23.294,TEN,@,JAX,W 18-15,,1,-1,0
10,2004,2004-11-28,11,23.301,TEN,@,HOU,L 21-31,,,,
11,2004,2004-12-05,12,23.308,TEN,@,IND,L 24-51,*,,,
12,2004,2004-12-13,13,23.316,TEN,,KAN,L 38-49,,,,
13,2004,2004-12-19,14,23.322,TEN,@,OAK,L 35-40,,,,
14,2004,2004-12-25,15,23.328,TEN,,DEN,L 16-37,,,,
15,2004,2005-01-02,16,23.336,TEN,,DET,W 24-19,,,,
16,2005,2005-09-25,3,24.236,TEN,@,STL,L 27-31,,,,
17,2005,2005-10-02,4,24.243,TEN,,IND,L 10-31,,,,
18,2005,2005-10-09,5,24.250,TEN,@,HOU,W 34-20,,,,
19,2005,2005-10-16,6,24.257,TEN,,CIN,L 23-31,,,,
20,2005,2005-10-23,7,24.264,TEN,@,ARI,L 10-20,,,,
21,2005,2005-10-30,8,24.271,TEN,,OAK,L 25-34,,,,
22,2005,2005-11-06,9,24.278,TEN,@,CLE,L 14-20,,,,
23,2005,2005-11-20,10,24.292,TEN,,JAX,L 28-31,,,,
24,2005,2005-11-27,11,24.299,TEN,,SFO,W 33-22,,,,
25,2005,2005-12-04,12,24.306,TEN,@,IND,L 3-35,,,,
26,2005,2005-12-11,13,24.313,TEN,,HOU,W 13-10,,,,
27,2005,2005-12-18,14,24.320,TEN,,SEA,L 24-28,,,,
28,2005,2005-12-24,15,24.326,TEN,@,MIA,L 10-24,,,,
