ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1956,1956-09-30,1,23.135,SFO,,NYG,L 21-38,1,9,9.00,0,0,
2,1956,1956-11-04,6,23.170,SFO,,DET,L 13-17,1,20,20.00,0,0,
3,1956,1956-11-11,7,23.177,SFO,@,RAM,L 6-30,2,24,12.00,0,0,
4,1956,1956-11-18,8,23.184,SFO,@,GNB,W 17-16,3,33,11.00,0,0,
5,1956,1956-12-02,10,23.198,SFO,@,BAL,W 20-17,5,97,19.40,0,0,
6,1956,1956-12-08,11,23.204,SFO,,GNB,W 38-20,7,125,17.86,1,1,
7,1956,1956-12-16,12,23.212,SFO,,BAL,W 30-17,3,54,18.00,0,0,
8,1957,1957-09-29,1,24.134,SFO,,CRD,L 10-20,3,26,8.67,0,0,
9,1957,1957-10-06,2,24.141,SFO,,RAM,W 23-20,4,50,12.50,0,0,
10,1957,1957-10-13,3,24.148,SFO,@,CHI,W 21-17,9,142,15.78,1,1,
11,1957,1957-10-20,4,24.155,SFO,@,GNB,W 24-14,3,39,13.00,1,1,
12,1957,1957-10-27,5,24.162,SFO,,CHI,W 21-17,4,40,10.00,0,0,
13,1957,1957-11-03,6,24.169,SFO,,DET,W 35-31,4,54,13.50,1,1,
14,1957,1957-11-10,7,24.176,SFO,@,RAM,L 24-37,3,61,20.33,1,1,
15,1958,1958-09-28,1,25.133,SFO,,PIT,W 23-20,3,38,12.67,0,0,
16,1958,1958-10-05,2,25.140,SFO,,RAM,L 3-33,4,46,11.50,0,0,
17,1958,1958-10-12,3,25.147,SFO,@,CHI,L 6-28,3,29,9.67,0,0,
18,1958,1958-10-19,4,25.154,SFO,@,PHI,W 30-24,4,71,17.75,1,1,
19,1958,1958-10-26,5,25.161,SFO,,CHI,L 14-27,4,32,8.00,0,0,
20,1958,1958-11-02,6,25.168,SFO,,DET,W 24-21,6,40,6.67,1,1,
21,1958,1958-11-09,7,25.175,SFO,@,RAM,L 7-56,4,35,8.75,0,0,
22,1958,1958-11-16,8,25.182,SFO,@,DET,L 21-35,8,67,8.38,1,1,
23,1958,1958-11-23,9,25.189,SFO,@,GNB,W 33-12,1,10,10.00,0,0,
24,1958,1958-11-30,10,25.196,SFO,@,BAL,L 27-35,3,37,12.33,0,0,
25,1958,1958-12-07,11,25.203,SFO,,GNB,W 48-21,1,10,10.00,1,1,
26,1958,1958-12-14,12,25.210,SFO,,BAL,W 21-12,8,86,10.75,1,1,
27,1959,1959-09-27,1,26.132,SFO,,PHI,W 24-14,1,21,21.00,0,0,
28,1959,1959-10-04,2,26.139,SFO,,RAM,W 34-0,1,12,12.00,0,0,
29,1959,1959-10-11,3,26.146,SFO,@,GNB,L 20-21,1,11,11.00,0,0,
30,1959,1959-10-18,4,26.153,SFO,@,DET,W 34-13,2,45,22.50,1,1,
31,1959,1959-10-25,5,26.160,SFO,,CHI,W 20-17,1,5,5.00,0,0,
32,1959,1959-11-01,6,26.167,SFO,,DET,W 33-7,2,20,10.00,0,0,
33,1959,1959-11-08,7,26.174,SFO,@,RAM,W 24-16,2,27,13.50,0,0,
34,1959,1959-11-15,8,26.181,SFO,@,CHI,L 3-14,3,21,7.00,0,0,
35,1960,1960-09-25,1,27.130,SFO,,NYG,L 19-21,3,16,5.33,1,1,6
36,1960,1960-10-02,2,27.137,SFO,,RAM,W 13-9,4,42,10.50,0,0,0
37,1960,1960-10-09,3,27.144,SFO,@,DET,W 14-10,5,54,10.80,0,0,0
38,1960,1960-10-16,4,27.151,SFO,@,CHI,L 10-27,1,11,11.00,0,0,0
39,1960,1960-10-23,5,27.158,SFO,@,GNB,L 14-41,3,32,10.67,0,0,0
40,1960,1960-10-30,6,27.165,SFO,,CHI,W 25-7,2,17,8.50,0,0,0
41,1960,1960-11-06,7,27.172,SFO,,DET,L 0-24,9,99,11.00,0,0,0
42,1960,1960-11-20,8,27.186,SFO,@,DAL,W 26-14,4,42,10.50,0,0,0
43,1960,1960-11-27,9,27.193,SFO,@,BAL,W 30-22,2,70,35.00,0,0,0
44,1960,1960-12-04,10,27.200,SFO,@,RAM,W 23-7,3,96,32.00,1,1,6
45,1960,1960-12-10,11,27.206,SFO,,GNB,L 0-13,1,21,21.00,0,0,0
46,1960,1960-12-18,12,27.214,SFO,,BAL,W 34-10,1,31,31.00,0,0,0
47,1961,1961-09-17,1,28.122,SFO,,WAS,W 35-3,5,63,12.60,1,1,6
48,1961,1961-10-01,3,28.136,SFO,@,DET,W 49-0,4,81,20.25,0,0,0
49,1961,1961-10-08,4,28.143,SFO,,RAM,W 35-0,2,33,16.50,0,0,0
50,1962,1962-09-16,1,29.121,SFO,,CHI,L 14-30,4,46,11.50,0,0,0
51,1962,1962-09-23,2,29.128,SFO,@,DET,L 24-45,5,46,9.20,1,1,6
52,1962,1962-09-30,3,29.135,SFO,,MIN,W 21-7,2,19,9.50,1,1,6
53,1962,1962-10-07,4,29.142,SFO,@,BAL,W 21-13,2,13,6.50,0,0,0
54,1962,1962-10-21,6,29.156,SFO,@,GNB,L 13-31,1,8,8.00,0,0,0
55,1962,1962-10-28,7,29.163,SFO,,RAM,L 14-28,2,24,12.00,1,1,6
56,1962,1962-11-04,8,29.170,SFO,,BAL,L 3-22,1,6,6.00,0,0,0
57,1962,1962-12-09,13,29.205,SFO,,GNB,L 21-31,4,44,11.00,1,1,6
58,1962,1962-12-15,14,29.211,SFO,,CLE,L 10-13,3,34,11.33,0,0,0
59,1963,1963-09-29,3,30.134,SFO,@,MIN,L 14-45,2,21,10.50,0,0,0
60,1963,1963-10-20,6,30.155,SFO,,CHI,W 20-14,4,49,12.25,0,0,0
61,1963,1963-10-27,7,30.162,SFO,@,RAM,L 21-28,3,39,13.00,0,0,0
62,1963,1963-11-03,8,30.169,SFO,,DET,L 7-45,1,3,3.00,0,0,0
63,1963,1963-11-10,9,30.176,SFO,,DAL,W 31-24,1,10,10.00,0,0,0
64,1963,1963-11-17,10,30.183,SFO,@,NYG,L 14-48,4,83,20.75,0,0,0
65,1963,1963-12-01,12,30.197,SFO,,RAM,L 17-21,1,42,42.00,0,0,0
