ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1953,1953-09-27,1,22.280,CRD,,WAS,L 13-24,7,35,5.00,1,7,21,3.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
2,1953,1953-10-04,2,22.287,CRD,,CLE,L 7-27,15,74,4.93,0,1,0,0.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
3,1953,1953-10-11,3,22.294,CRD,@,PIT,L 28-31,15,21,1.40,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
4,1953,1953-10-18,4,22.301,CRD,@,NYG,L 7-21,4,3,0.75,0,1,6,6.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
5,1953,1953-10-25,5,22.308,CRD,,PHI,L 17-56,7,8,1.14,0,4,24,6.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
6,1953,1953-11-01,6,22.315,CRD,,NYG,L 20-23,6,14,2.33,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
7,1953,1953-11-08,7,22.322,CRD,@,WAS,L 17-28,9,54,6.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
8,1953,1953-11-15,8,22.329,CRD,,RAM,T 24-24,9,63,7.00,0,1,62,62.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
9,1953,1953-11-21,9,22.335,CRD,@,PHI,L 0-38,7,52,7.43,0,2,4,2.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,,,,,,,,,0,
10,1953,1953-11-29,10,22.343,CRD,@,CLE,L 16-27,8,19,2.38,0,1,77,77.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
11,1953,1953-12-06,11,22.350,CRD,,PIT,L 17-21,15,39,2.60,1,2,4,2.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
12,1953,1953-12-13,12,22.357,CRD,@,CHI,W 24-17,4,4,1.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
13,1954,1954-09-26,1,23.279,CRD,,NYG,L 10-41,9,34,3.78,0,1,8,8.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
14,1954,1954-10-03,2,23.286,CRD,,PHI,L 16-35,6,-2,-0.33,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
15,1954,1954-10-10,3,23.293,CRD,@,CLE,L 7-31,6,19,3.17,0,2,21,10.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
16,1954,1954-10-17,4,23.300,CRD,@,NYG,L 17-31,19,58,3.05,0,1,25,25.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
17,1954,1954-10-24,5,23.307,CRD,,CLE,L 3-35,9,10,1.11,0,2,19,9.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
18,1954,1954-11-07,7,23.321,CRD,@,PHI,L 14-30,8,45,5.63,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
19,1954,1954-11-14,8,23.328,CRD,@,RAM,L 17-28,8,37,4.63,0,3,17,5.67,0,0,0,,0,0,,,,,,,,,,,,,,,0,
20,1954,1954-11-21,9,23.335,CRD,,WAS,W 38-16,17,75,4.41,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
21,1954,1954-11-28,10,23.342,CRD,@,PIT,L 17-20,11,39,3.55,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
22,1954,1954-12-05,11,23.349,CRD,,CHI,L 7-29,10,29,2.90,0,2,39,19.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
23,1954,1954-12-12,12,23.356,CRD,@,WAS,L 20-37,3,8,2.67,0,1,4,4.00,1,0,0,,0,0,,,,,,,,,,,,,,,1,
24,1955,1955-09-26,1,24.279,CRD,@,PIT,L 7-14,9,55,6.11,0,2,8,4.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
25,1955,1955-10-02,2,24.285,CRD,,NYG,W 28-17,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
26,1955,1955-10-23,5,24.306,CRD,,PHI,T 24-24,18,67,3.72,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
27,1955,1955-10-30,6,24.313,CRD,,CLE,L 20-26,15,32,2.13,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
28,1955,1955-11-05,7,24.319,CRD,,PIT,W 27-13,9,25,2.78,0,2,2,1.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
29,1955,1955-11-13,8,24.327,CRD,@,GNB,L 14-31,3,17,5.67,0,1,5,5.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
30,1955,1955-11-20,9,24.334,CRD,,WAS,L 0-31,0,0,,0,4,22,5.50,0,0,0,,0,0,,,,,,,,,,,,,,,0,
31,1955,1955-11-27,10,24.341,CRD,,CHI,W 53-14,0,81,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
32,1955,1955-12-04,11,24.348,CRD,@,PHI,L 3-27,3,8,2.67,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
33,1955,1955-12-11,12,24.355,CRD,@,CLE,L 24-35,7,23,3.29,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
34,1956,1956-09-30,1,25.284,CRD,,CLE,W 9-7,17,63,3.71,0,1,13,13.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
35,1956,1956-10-07,2,25.291,CRD,,NYG,W 35-27,18,77,4.28,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,0,
36,1956,1956-10-14,3,25.298,CRD,@,WAS,W 31-3,9,58,6.44,0,2,22,11.00,0,0,0,,0,0,,,,,,,,,,,,,,,0,
37,1956,1956-10-21,4,25.305,CRD,@,PHI,W 20-6,15,58,3.87,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,1,
38,1956,1956-10-28,5,25.312,CRD,,WAS,L 14-17,17,62,3.65,1,1,1,1.00,0,0,0,,0,0,,,,,,,,,,,,,,,1,
