ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1997,1997-09-28,5,26.013,CHI,@,DAL,L 3-27,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0
2,1997,1997-11-09,10,26.055,CHI,@,MIN,L 22-29,4,1,10,10.00,0,25.0%,2.50,1,12,12.00,0,0,2,,0
3,1997,1997-11-16,11,26.062,CHI,,NYJ,L 15-23,,0,0,,0,0.0%,,0,0,,0,0,0,,0
4,1997,1997-11-23,12,26.069,CHI,,TAM,W 13-7,,0,0,,0,0.0%,,0,0,,0,0,0,,0
5,1997,1997-12-07,14,26.083,CHI,,BUF,W 20-3,0,0,0,,0,0.0%,,0,0,,0,1,20,20.00,0
6,1997,1997-12-14,15,26.090,CHI,@,STL,W 13-10,0,0,0,,0,0.0%,,0,0,,0,3,55,18.33,0
7,1997,1997-12-21,16,26.097,CHI,@,TAM,L 15-31,0,0,0,,0,0.0%,,0,0,,0,6,119,19.83,0
