ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-11-08,8,22.332,MIN,@,IND,L 28-31,,1,0,0.00,0,0,0,0.0,,,0,0,0
2,2004,2004-11-14,9,22.338,MIN,@,GNB,L 31-34,,,,,,,,,,,,,
3,2004,2004-11-21,10,22.345,MIN,,DET,W 22-19,*,,,,,,,,,,,,
4,2004,2004-11-28,11,22.352,MIN,,JAX,W 27-16,*,,,,,,,,,,,,
5,2004,2004-12-05,12,22.359,MIN,@,CHI,L 14-24,*,0,0,,0,0,0,1.0,,,0,0,0
6,2004,2004-12-12,13,23.000,MIN,,SEA,L 23-27,*,,,,,,,,,,,,
7,2004,2004-12-19,14,23.007,MIN,@,DET,W 28-27,*,,,,,,,,,,,,
8,2004,2004-12-24,15,23.012,MIN,,GNB,L 31-34,*,,,,,,,,,,,,
9,2004,2005-01-02,16,23.021,MIN,@,WAS,L 18-21,*,,,,,,,,,,,,
10,2005,2005-09-11,1,23.273,MIN,,TAM,L 13-24,,,,,,,,,,,,,
11,2005,2005-09-18,2,23.280,MIN,@,CIN,L 8-37,*,,,,,,,,,,,,
12,2005,2005-09-25,3,23.287,MIN,,NOR,W 33-16,,,,,,,,,,,,,
13,2005,2005-10-02,4,23.294,MIN,@,ATL,L 10-30,*,,,,,,,,,,,,
14,2005,2005-11-06,8,23.329,MIN,,DET,W 27-14,,,,,,,,,,,,,
15,2005,2005-12-04,12,23.357,MIN,@,DET,W 21-16,,,,,,,,,,,,,
16,2005,2005-12-11,13,23.364,MIN,,STL,W 27-13,,,,,,,,,,,,,
17,2005,2005-12-18,14,24.006,MIN,,PIT,L 3-18,,,,,,,,,,,,,
18,2005,2005-12-25,15,24.013,MIN,@,BAL,L 23-30,,,,,,,,,,,,,
19,2005,2006-01-01,16,24.020,MIN,,CHI,W 34-10,,,,,,,,,,,,,
20,2006,2006-09-11,1,24.273,MIN,@,WAS,W 19-16,,,,,,,,,,,,,
21,2006,2006-09-17,2,24.279,MIN,,CAR,W 16-13,,,,,,,,,,,,,
22,2006,2006-09-24,3,24.286,MIN,,CHI,L 16-19,,,,,,,,,,,,,
23,2006,2006-10-01,4,24.293,MIN,@,BUF,L 12-17,,,,,,,,,,,,,
24,2006,2006-10-08,5,24.300,MIN,,DET,W 26-17,,,,,,,,,,,,,
25,2006,2006-10-22,6,24.314,MIN,@,SEA,W 31-13,,,,,,,,,,,,,
26,2006,2006-10-30,7,24.322,MIN,,NWE,L 7-31,,,,,,,,,,,,,
27,2006,2006-11-05,8,24.328,MIN,@,SFO,L 3-9,,,,,,,,,,,,,
28,2006,2006-11-12,9,24.335,MIN,,GNB,L 17-23,,,,,,,,,,,,,
29,2006,2006-11-19,10,24.342,MIN,@,MIA,L 20-24,,,,,,,,,,,,,
30,2006,2006-11-26,11,24.349,MIN,,ARI,W 31-26,,,,,,,,,,,,,
31,2006,2006-12-03,12,24.356,MIN,@,CHI,L 13-23,,,,,,,,,,,,,
32,2006,2006-12-10,13,24.363,MIN,@,DET,W 30-20,,,,,,,,,,,,,
33,2006,2006-12-17,14,25.005,MIN,,NYJ,L 13-26,,,,,,,,,,,,,
34,2007,2007-09-09,1,25.271,MIN,,ATL,W 24-3,,0,0,,0,0,0,1.0,,,0,0,0
35,2007,2007-09-16,2,25.278,MIN,@,DET,L 17-20,,,,,,,,,,,,,
36,2007,2007-09-23,3,25.285,MIN,@,KAN,L 10-13,,0,0,,0,0,0,1.0,,,0,0,0
37,2007,2007-09-30,4,25.292,MIN,,GNB,L 16-23,,,,,,,,,,,,,
38,2007,2007-10-14,5,25.306,MIN,@,CHI,W 34-31,,,,,,,,,,,,,
39,2007,2007-10-21,6,25.313,MIN,@,DAL,L 14-24,,,,,,,,,,,,,
40,2007,2007-10-28,7,25.320,MIN,,PHI,L 16-23,,,,,,,,,,,,,
41,2007,2007-11-04,8,25.327,MIN,,SDG,W 35-17,,,,,,,,,,,,,
42,2007,2007-11-11,9,25.334,MIN,@,GNB,L 0-34,,,,,,,,,,,,,
43,2007,2007-11-18,10,25.341,MIN,,OAK,W 29-22,,,,,,,,,,,,,
44,2007,2007-11-25,11,25.348,MIN,@,NYG,W 41-17,,0,0,,0,0,0,1.0,,,0,0,0
45,2007,2007-12-02,12,25.355,MIN,,DET,W 42-10,,,,,,,,,,,,,
46,2007,2007-12-09,13,25.362,MIN,@,SFO,W 27-7,,,,,,,,,,,,,
47,2007,2007-12-17,14,26.005,MIN,,CHI,W 20-13,,,,,,,,,,,,,
48,2007,2007-12-23,15,26.011,MIN,,WAS,L 21-32,,,,,,,,,,,,,
49,2007,2007-12-30,16,26.018,MIN,@,DEN,L 19-22,,,,,,,,,,,,,
50,2008,2008-09-07,1,26.270,BUF,,SEA,W 34-10,,0,0,,0,0,0,0.0,0,1,0,0,0
51,2008,2008-09-14,2,26.277,BUF,@,JAX,W 20-16,,,,,,,,,,,,,
52,2008,2008-09-21,3,26.284,BUF,,OAK,W 24-23,,0,0,,0,0,0,0.0,1,2,0,0,0
53,2008,2008-09-28,4,26.291,BUF,@,STL,W 31-14,,0,0,,0,0,0,1.0,1,1,0,0,0
54,2008,2008-10-05,5,26.298,BUF,@,ARI,L 17-41,,0,0,,0,0,0,0.0,1,0,0,0,0
55,2008,2008-10-19,6,26.312,BUF,,SDG,W 23-14,,,,,,,,,,,,,
56,2008,2008-10-26,7,26.319,BUF,@,MIA,L 16-25,,,,,,,,,,,,,
57,2008,2008-11-02,8,26.326,BUF,,NYJ,L 17-26,,0,0,,0,0,0,0.0,1,1,0,0,0
58,2008,2008-11-09,9,26.333,BUF,@,NWE,L 10-20,,0,0,,0,0,0,0.0,4,1,0,0,0
59,2008,2008-11-17,10,26.341,BUF,,CLE,L 27-29,,0,0,,0,0,0,0.0,0,0,0,0,0
60,2008,2008-11-23,11,26.347,BUF,@,KAN,W 54-31,,1,9,9.00,0,0,0,0.0,0,0,0,0,0
61,2008,2008-11-30,12,26.354,BUF,,SFO,L 3-10,,0,0,,0,0,0,0.0,1,0,0,0,0
62,2008,2008-12-07,13,26.361,BUF,,MIA,L 3-16,,0,0,,0,0,0,1.0,1,3,0,0,0
63,2008,2008-12-14,14,27.002,BUF,@,NYJ,L 27-31,,1,12,12.00,0,0,0,0.0,3,0,0,0,0
64,2008,2008-12-21,15,27.009,BUF,@,DEN,W 30-23,,0,0,,0,0,0,0.0,2,1,0,0,0
65,2008,2008-12-28,16,27.016,BUF,,NWE,L 0-13,,1,19,19.00,0,0,0,0.0,5,1,0,0,0
66,2009,2009-09-14,1,27.276,BUF,@,NWE,L 24-25,,0,0,,0,0,0,0.0,1,1,0,0,0
67,2009,2009-09-20,2,27.282,BUF,,TAM,W 33-20,,1,12,12.00,0,0,0,0.0,0,1,0,0,0
