ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2001,2001-09-09,1,23.351,CLE,,SEA,L 6-9,*,8,3,46,15.33,0,37.5%,5.75,0,0,,0,0,0,,0,0,0
2,2001,2001-09-23,2,24.000,CLE,,DET,W 24-14,,3,2,38,19.00,1,66.7%,12.67,0,0,,0,0,0,,0,1,6
3,2001,2001-09-30,3,24.007,CLE,@,JAX,W 23-14,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
4,2001,2001-10-07,4,24.014,CLE,,SDG,W 20-16,*,5,2,26,13.00,0,40.0%,5.20,1,4,4.00,0,0,0,,0,0,0
5,2001,2001-10-14,5,24.021,CLE,@,CIN,L 14-24,*,8,1,6,6.00,0,12.5%,0.75,0,0,,0,0,0,,0,0,0
6,2001,2001-10-21,6,24.028,CLE,,BAL,W 24-14,,1,1,36,36.00,1,100.0%,36.00,0,0,,0,0,0,,0,1,6
7,2001,2001-11-04,7,24.042,CLE,@,CHI,L 21-27,*,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0
8,2001,2001-11-11,8,24.049,CLE,,PIT,L 12-15,,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0
9,2001,2001-11-18,9,24.056,CLE,@,BAL,W 27-17,,6,2,15,7.50,0,33.3%,2.50,0,0,,0,2,71,35.50,0,0,0
10,2001,2001-11-25,10,24.063,CLE,,CIN,W 18-0,,7,5,40,8.00,0,71.4%,5.71,0,0,,0,1,18,18.00,0,0,0
11,2001,2001-12-02,11,24.070,CLE,,TEN,L 15-31,,7,3,43,14.33,0,42.9%,6.14,0,0,,0,1,17,17.00,0,0,0
12,2001,2001-12-09,12,24.077,CLE,@,NWE,L 16-27,,1,0,0,,0,0.0%,0.00,0,0,,0,2,49,24.50,0,0,0
13,2001,2001-12-16,13,24.084,CLE,,JAX,L 10-15,*,4,2,2,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0
14,2001,2001-12-23,14,24.091,CLE,@,GNB,L 7-30,*,5,2,14,7.00,0,40.0%,2.80,0,0,,0,1,20,20.00,0,0,0
15,2001,2001-12-30,15,24.098,CLE,@,TEN,W 41-38,*,2,1,78,78.00,0,50.0%,39.00,0,0,,0,0,0,,0,0,0
16,2001,2002-01-06,16,24.105,CLE,@,PIT,L 7-28,*,5,0,0,,0,0.0%,0.00,1,23,23.00,0,0,0,,0,0,0
17,2002,2002-09-08,1,24.350,CLE,,KAN,L 39-40,*,11,9,151,16.78,2,81.8%,13.73,0,0,,0,0,0,,0,2,12
18,2002,2002-09-15,2,24.357,CLE,,CIN,W 20-7,*,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0
19,2002,2002-09-22,3,24.364,CLE,@,TEN,W 31-28,*,9,5,40,8.00,0,55.6%,4.44,0,0,,0,0,0,,0,0,0
20,2002,2002-09-29,4,25.006,CLE,@,PIT,L 13-16,*,2,,,,,0.0%,,,,,,,,,,,
21,2002,2002-10-06,5,25.013,CLE,,BAL,L 21-26,*,7,5,68,13.60,0,71.4%,9.71,1,-4,-4.00,0,0,0,,0,0,0
22,2002,2002-10-13,6,25.020,CLE,@,TAM,L 3-17,*,3,2,16,8.00,0,66.7%,5.33,1,0,0.00,0,0,0,,0,0,0
23,2002,2002-10-20,7,25.027,CLE,,HOU,W 34-17,*,11,7,81,11.57,1,63.6%,7.36,0,0,,0,0,0,,0,1,6
24,2002,2002-10-27,8,25.034,CLE,@,NYJ,W 24-21,*,6,4,40,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0
25,2002,2002-11-03,9,25.041,CLE,,PIT,L 20-23,*,5,4,98,24.50,1,80.0%,19.60,0,0,,0,0,0,,0,1,6
26,2002,2002-11-17,10,25.055,CLE,@,CIN,W 27-20,*,9,5,81,16.20,0,55.6%,9.00,1,11,11.00,0,0,0,,0,0,0
27,2002,2002-11-24,11,25.062,CLE,@,NOR,W 24-15,*,6,2,57,28.50,0,33.3%,9.50,0,0,,0,0,0,,0,0,0
28,2002,2002-12-01,12,25.069,CLE,,CAR,L 6-13,*,3,,,,,0.0%,,,,,,,,,,,
29,2002,2002-12-08,13,25.076,CLE,@,JAX,W 21-20,*,6,3,118,39.33,2,50.0%,19.67,0,0,,0,0,0,,0,2,12
30,2002,2002-12-15,14,25.083,CLE,,IND,L 23-28,*,5,3,90,30.00,1,60.0%,18.00,0,0,,0,0,0,,0,1,6
31,2002,2002-12-22,15,25.090,CLE,@,BAL,W 14-13,*,6,3,50,16.67,0,50.0%,8.33,0,0,,0,0,0,,0,0,0
32,2002,2002-12-29,16,25.097,CLE,,ATL,W 24-16,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
33,2003,2003-09-07,1,25.349,CLE,,IND,L 6-9,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,1,20,20.00,0,0,0
34,2003,2003-09-14,2,25.356,CLE,@,BAL,L 13-33,*,8,2,18,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0
35,2003,2003-09-21,3,25.363,CLE,@,SFO,W 13-12,,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,0
36,2003,2003-09-28,4,26.005,CLE,,CIN,L 14-21,*,6,3,92,30.67,1,50.0%,15.33,0,0,,0,0,0,,0,1,6
37,2003,2003-10-05,5,26.012,CLE,@,PIT,W 33-13,*,4,4,51,12.75,0,100.0%,12.75,1,1,1.00,0,0,0,,0,0,0
38,2003,2003-10-12,6,26.019,CLE,,OAK,W 13-7,*,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,0,0
39,2003,2003-10-19,7,26.026,CLE,,SDG,L 20-26,*,8,3,22,7.33,0,37.5%,2.75,0,0,,0,0,0,,0,0,0
40,2003,2003-10-26,8,26.033,CLE,@,NWE,L 3-9,*,2,1,2,2.00,0,50.0%,1.00,1,2,2.00,0,0,0,,0,0,0
41,2003,2003-11-09,9,26.047,CLE,@,KAN,L 20-41,*,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0
42,2003,2003-11-16,10,26.054,CLE,,ARI,W 44-6,*,7,5,116,23.20,1,71.4%,16.57,0,0,,0,1,47,47.00,0,1,6
43,2003,2003-11-23,11,26.061,CLE,,PIT,L 6-13,*,6,1,16,16.00,0,16.7%,2.67,0,0,,0,0,0,,0,0,0
44,2003,2003-11-30,12,26.068,CLE,@,SEA,L 7-34,*,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0
45,2003,2003-12-08,13,26.076,CLE,,STL,L 20-26,*,7,4,64,16.00,1,57.1%,9.14,0,0,,0,0,0,,0,1,6
46,2003,2003-12-14,14,26.082,CLE,@,DEN,L 20-23,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
47,2003,2003-12-21,15,26.089,CLE,,BAL,L 0-35,*,5,2,10,5.00,0,40.0%,2.00,0,0,,0,0,0,,0,0,0
48,2003,2003-12-28,16,26.096,CLE,@,CIN,W 22-14,*,3,1,6,6.00,0,33.3%,2.00,1,-7,-7.00,0,0,0,,0,0,0
49,2004,2004-09-12,1,26.355,CLE,,BAL,W 20-3,*,2,1,46,46.00,1,50.0%,23.00,0,0,,0,0,0,,0,1,6
50,2004,2004-09-19,2,26.362,CLE,@,DAL,L 12-19,*,7,1,11,11.00,0,14.3%,1.57,0,0,,0,0,0,,0,0,0
51,2004,2004-09-26,3,27.003,CLE,@,NYG,L 10-27,*,5,3,44,14.67,1,60.0%,8.80,0,0,,0,0,0,,0,1,6
52,2004,2004-10-03,4,27.010,CLE,,WAS,W 17-13,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
53,2004,2004-10-10,5,27.017,CLE,@,PIT,L 23-34,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0
