ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1978,1978-09-10,2,24.149,CHI,@,SFO,W 16-13,,,,,
2,1978,1978-09-17,3,24.156,CHI,@,DET,W 19-0,,,,,
3,1978,1978-09-25,4,24.164,CHI,,MIN,L 20-24,,,,,
4,1978,1978-10-01,5,24.170,CHI,,OAK,L 19-25,,,,,
5,1978,1978-10-08,6,24.177,CHI,@,GNB,L 14-24,,,,,
6,1978,1978-10-16,7,24.185,CHI,@,DEN,L 7-16,,,,,
7,1978,1978-10-22,8,24.191,CHI,@,TAM,L 19-33,,,,,
8,1978,1978-10-29,9,24.198,CHI,,DET,L 17-21,,,,,
9,1978,1978-11-05,10,24.205,CHI,,SEA,L 29-31,,,,,
10,1978,1978-11-12,11,24.212,CHI,@,MIN,L 14-17,,,,,
11,1978,1978-11-19,12,24.219,CHI,,ATL,W 13-7,,,,,
12,1978,1978-11-26,13,24.226,CHI,,TAM,W 14-3,,,,,
13,1978,1978-12-04,14,24.234,CHI,@,SDG,L 7-40,,,,,
14,1978,1978-12-10,15,24.240,CHI,,GNB,W 14-0,,,,,
15,1978,1978-12-16,16,24.246,CHI,@,WAS,W 14-10,,,,,
16,1979,1979-09-02,1,25.141,CHI,,GNB,W 6-3,,,,,
17,1979,1979-09-09,2,25.148,CHI,,MIN,W 26-7,,,,,
18,1979,1979-09-16,3,25.155,CHI,@,DAL,L 20-24,,,,,
19,1979,1979-09-23,4,25.162,CHI,@,MIA,L 16-31,,,,,
20,1979,1979-09-30,5,25.169,CHI,,TAM,L 13-17,,,,,
21,1979,1979-10-07,6,25.176,CHI,@,BUF,W 7-0,,,,,
22,1979,1979-10-14,7,25.183,CHI,,NWE,L 7-27,,,,,
23,1979,1979-10-21,8,25.190,CHI,@,MIN,L 27-30,,,,,
24,1979,1979-10-28,9,25.197,CHI,@,SFO,W 28-27,,,,,
25,1979,1979-11-04,10,25.204,CHI,,DET,W 35-7,,,,,
26,1979,1979-11-11,11,25.211,CHI,,RAM,W 27-23,,,,,
27,1979,1979-11-18,12,25.218,CHI,,NYJ,W 23-13,1,0,0.00,0,0.0
28,1979,1979-11-22,13,25.222,CHI,@,DET,L 0-20,,,,,
29,1979,1979-12-02,14,25.232,CHI,@,TAM,W 14-0,,,,,
30,1979,1979-12-09,15,25.239,CHI,@,GNB,W 15-14,,,,,
31,1979,1979-12-16,16,25.246,CHI,,STL,W 42-6,,,,,
32,1980,1980-09-07,1,26.146,CHI,@,GNB,L 6-12,,,,,
33,1980,1980-09-21,3,26.160,CHI,,MIN,L 14-34,,,,,
34,1980,1980-09-28,4,26.167,CHI,@,PIT,L 3-38,,,,,
35,1980,1980-10-06,5,26.175,CHI,,TAM,W 23-0,,,,,
36,1980,1980-10-12,6,26.181,CHI,@,MIN,L 7-13,,,,,
37,1980,1980-10-19,7,26.188,CHI,,DET,W 24-7,,,,,
38,1980,1980-10-26,8,26.195,CHI,@,PHI,L 14-17,,,,,
39,1980,1980-11-03,9,26.203,CHI,@,CLE,L 21-27,,,,,
40,1980,1980-11-09,10,26.209,CHI,,WAS,W 35-21,,,,,
41,1980,1980-11-16,11,26.216,CHI,,HOU,L 6-10,1,5,5.00,0,0.0
42,1980,1980-11-23,12,26.223,CHI,@,ATL,L 17-28,,,,,
43,1980,1980-11-27,13,26.227,CHI,@,DET,W 23-17,,,,,
44,1980,1980-12-07,14,26.237,CHI,,GNB,W 61-7,,,,,
45,1980,1980-12-14,15,26.244,CHI,,CIN,L 14-17,,,,,
46,1980,1980-12-20,16,26.250,CHI,@,TAM,W 14-13,,,,,
47,1981,1981-09-06,1,27.145,CHI,,GNB,L 9-16,,,,,
