ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1994,1994-09-04,1,22.315,IND,,HOU,W 45-21,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
2,1994,1994-09-25,4,22.336,IND,,CLE,L 14-21,,0,0,,0,0.0%,,,,,,,,,,,,,,,
3,1994,1994-10-02,5,22.343,IND,,SEA,W 17-15,,0,0,,0,0.0%,,,,,,,,,,,,,,,
4,1994,1994-10-09,6,22.350,IND,@,NYJ,L 6-16,,0,0,,0,0.0%,,,,,,,,,,,,,,,
5,1994,1994-10-16,7,22.357,IND,@,BUF,W 27-17,0,0,0,,0,0.0%,,,,,,,,,,,,,,,
6,1994,1994-10-30,9,23.006,IND,,NYJ,W 28-25,,0,0,,0,0.0%,,,,,,,,,,,,,,,
7,1994,1994-11-06,10,23.013,IND,@,MIA,L 21-22,0,0,0,,0,0.0%,,,,,,,,,,,,,,,
8,1994,1994-11-20,11,23.027,IND,@,CIN,W 17-13,,0,0,,0,0.0%,,,,,,,,,,,,,,,
9,1994,1994-11-27,12,23.034,IND,,NWE,L 10-12,0,0,0,,0,0.0%,,,,,,,,,,,,,,,
10,1994,1994-12-04,13,23.041,IND,@,SEA,W 31-19,,0,0,,0,0.0%,,,,,,,,,,,,,,,
11,1994,1994-12-11,14,23.048,IND,@,NWE,L 13-28,,0,0,,0,0.0%,,,,,,,,,,,,,,,
12,1994,1994-12-18,15,23.055,IND,,MIA,W 10-6,,0,0,,0,0.0%,,,,,,,,,,,,,,,
13,1994,1994-12-24,16,23.061,IND,,BUF,W 10-9,4,1,23,23.00,0,25.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,0
14,1995,1995-09-10,2,23.321,IND,@,NYJ,W 27-24,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,1995,1995-09-17,3,23.328,IND,@,BUF,L 14-20,5,4,51,12.75,0,80.0%,10.20,0,0,,0,0,0,,0,0,0,,0,0,0
16,1995,1995-10-01,4,23.342,IND,,STL,W 21-18,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,0,
17,1995,1995-10-08,5,23.349,IND,@,MIA,W 27-24,4,3,48,16.00,1,75.0%,12.00,0,0,,0,0,0,,0,0,0,,0,1,6
18,1995,1995-10-15,6,23.356,IND,,SFO,W 18-17,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,0,
19,1995,1995-10-22,7,23.363,IND,@,OAK,L 17-30,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,0,0,0
20,1995,1995-10-29,8,24.005,IND,,NYJ,W 17-10,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,0,0,0
21,1995,1995-11-05,9,24.012,IND,,BUF,L 10-16,6,3,87,29.00,0,50.0%,14.50,0,0,,0,1,24,24.00,0,0,0,,0,0,0
22,1995,1995-11-12,10,24.019,IND,@,NOR,L 14-17,2,1,16,16.00,0,50.0%,8.00,0,0,,0,2,47,23.50,0,0,0,,0,0,0
23,1995,1995-11-19,11,24.026,IND,@,NWE,W 24-10,0,0,0,,0,0.0%,,0,0,,0,3,48,16.00,0,0,0,,0,0,0
24,1995,1995-11-26,12,24.033,IND,,MIA,W 36-28,2,2,43,21.50,1,100.0%,21.50,1,34,34.00,0,4,63,15.75,0,0,0,,0,1,6
25,1995,1995-12-03,13,24.040,IND,@,CAR,L 10-13,3,1,33,33.00,0,33.3%,11.00,0,0,,0,3,55,18.33,0,0,0,,0,0,0
26,1995,1995-12-10,14,24.047,IND,@,JAX,W 41-31,2,1,14,14.00,1,50.0%,7.00,0,0,,0,2,132,66.00,1,0,0,,0,2,12
27,1995,1995-12-17,15,24.054,IND,,SDG,L 24-27,1,0,0,,0,0.0%,0.00,0,0,,0,4,96,24.00,0,0,0,,0,0,0
28,1995,1995-12-23,16,24.060,IND,,NWE,W 10-7,0,0,0,,0,0.0%,,0,0,,0,2,30,15.00,0,0,0,,0,0,0
29,1996,1996-09-01,1,24.313,IND,,ARI,W 20-13,2,1,19,19.00,0,50.0%,9.50,0,0,,0,1,19,19.00,0,0,0,,0,0,0
30,1996,1996-09-08,2,24.320,IND,@,NYJ,W 21-7,2,1,15,15.00,0,50.0%,7.50,0,0,,0,1,20,20.00,0,0,0,,0,0,0
31,1996,1996-09-15,3,24.327,IND,@,DAL,W 25-24,1,0,0,,0,0.0%,0.00,0,0,,0,5,148,29.60,0,0,0,,0,0,0
32,1996,1996-09-23,4,24.335,IND,,MIA,W 10-6,1,0,0,,0,0.0%,0.00,0,0,,0,1,22,22.00,0,0,0,,0,0,0
33,1996,1996-10-06,5,24.348,IND,@,BUF,L 13-16,2,2,34,17.00,0,100.0%,17.00,0,0,,0,2,39,19.50,0,0,0,,0,0,0
