ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.020,KAN,,OAK,L 24-27,,,,,,,,,,,
2,2001,2001-09-23,2,23.034,KAN,,NYG,L 3-13,,,,,,,,,,,
3,2001,2001-09-30,3,23.041,KAN,@,WAS,W 45-13,,,,,,,,,,,
4,2001,2001-10-07,4,23.048,KAN,@,DEN,L 6-20,,,,,,,,,,,
5,2001,2001-10-14,5,23.055,KAN,,PIT,L 17-20,,,,,,,,,,,
6,2001,2001-10-21,6,23.062,KAN,@,ARI,L 16-24,,,,,,,,,,,
7,2001,2001-10-25,7,23.066,KAN,,IND,L 28-35,,,,,,,,,,,
8,2001,2001-11-04,8,23.076,KAN,@,SDG,W 25-20,,,,,,,,,,,
9,2001,2001-11-11,9,23.083,KAN,@,NYJ,L 7-27,,1,13,13.00,0,0.0,,,0,0,0
10,2001,2001-11-25,10,23.097,KAN,,SEA,W 19-7,,,,,,,,,,,
11,2001,2001-11-29,11,23.101,KAN,,PHI,L 10-23,,,,,,,,,,,
12,2001,2001-12-09,12,23.111,KAN,@,OAK,L 26-28,,1,8,8.00,0,0.0,,,0,0,0
13,2001,2001-12-16,13,23.118,KAN,,DEN,W 26-23,,,,,,,,,,,
14,2001,2001-12-23,14,23.125,KAN,,SDG,W 20-17,,,,,,,,,,,
15,2001,2001-12-30,15,23.132,KAN,@,JAX,W 30-26,,,,,,,,,,,
16,2001,2002-01-06,16,23.139,KAN,@,SEA,L 18-21,,1,14,14.00,0,0.0,,,0,0,0
17,2002,2002-09-08,1,24.019,KAN,@,CLE,W 40-39,,,,,,,,,,,
18,2002,2002-09-15,2,24.026,KAN,,JAX,L 16-23,,,,,,,,,,,
19,2002,2002-09-22,3,24.033,KAN,@,NWE,L 38-41,,1,7,7.00,0,0.0,,,0,0,0
20,2002,2002-09-29,4,24.040,KAN,,MIA,W 48-30,,,,,,,,,,,
21,2002,2002-10-06,5,24.047,KAN,@,NYJ,W 29-25,,1,5,5.00,0,0.0,,,0,0,0
22,2002,2002-10-13,6,24.054,KAN,@,SDG,L 34-35,,,,,,,,,,,
23,2002,2002-10-20,7,24.061,KAN,,DEN,L 34-37,,,,,,,,,,,
24,2002,2002-10-27,8,24.068,KAN,,OAK,W 20-10,,,,,,,,,,,
25,2002,2002-11-10,9,24.082,KAN,@,SFO,L 13-17,,,,,,,,,,,
26,2002,2002-11-17,10,24.089,KAN,,BUF,W 17-16,,,,,,,,,,,
27,2002,2002-11-24,11,24.096,KAN,@,SEA,L 32-39,,1,9,9.00,0,0.0,,,0,0,0
28,2002,2002-12-01,12,24.103,KAN,,ARI,W 49-0,,,,,,,,,,,
29,2002,2002-12-08,13,24.110,KAN,,STL,W 49-10,,,,,,,,,,,
30,2002,2002-12-15,14,24.117,KAN,@,DEN,L 24-31,,,,,,,,,,,
31,2002,2002-12-22,15,24.124,KAN,,SDG,W 24-22,,,,,,,,,,,
32,2002,2002-12-28,16,24.130,KAN,@,OAK,L 0-24,,,,,,,,,,,
33,2003,2003-09-07,1,25.018,KAN,,SDG,W 27-14,,,,,,,,,,,
34,2003,2003-09-14,2,25.025,KAN,,PIT,W 41-20,,,,,,,,,,,
35,2003,2003-09-21,3,25.032,KAN,@,HOU,W 42-14,,,,,,,,,,,
36,2003,2003-09-28,4,25.039,KAN,@,BAL,W 17-10,,,,,,,,,,,
37,2003,2003-10-05,5,25.046,KAN,,DEN,W 24-23,,,,,,,,,,,
38,2003,2003-10-12,6,25.053,KAN,@,GNB,W 40-34,,,,,,,,,,,
39,2003,2003-10-20,7,25.061,KAN,@,OAK,W 17-10,,,,,,,,,,,
40,2003,2003-10-26,8,25.067,KAN,,BUF,W 38-5,,,,,,,,,,,
41,2003,2003-11-09,9,25.081,KAN,,CLE,W 41-20,,,,,,,,,,,
42,2003,2003-11-16,10,25.088,KAN,@,CIN,L 19-24,,,,,,,,,,,
43,2003,2003-11-23,11,25.095,KAN,,OAK,W 27-24,,0,0,,0,1.0,,,0,0,0
44,2003,2003-11-30,12,25.102,KAN,@,SDG,W 28-24,,,,,,,,,,,
45,2004,2004-09-12,1,26.023,KAN,@,DEN,L 24-34,*,0,0,,0,0.0,,,1,-1,0
46,2004,2004-09-19,2,26.030,KAN,,CAR,L 17-28,*,,,,,,,,,,
47,2004,2004-09-26,3,26.037,KAN,,HOU,L 21-24,*,,,,,,,,,,
48,2004,2004-10-04,4,26.045,KAN,@,BAL,W 27-24,*,,,,,,,,,,
49,2004,2004-10-17,5,26.058,KAN,@,JAX,L 16-22,,,,,,,,,,,
50,2004,2004-10-24,6,26.065,KAN,,ATL,W 56-10,*,0,0,,0,0.5,,,0,0,0
51,2004,2004-11-14,9,26.086,KAN,@,NOR,L 20-27,*,,,,,,,,,,
